G,R,X,Y,GR,UID
F,B,-0.3152649999672612,-0.777573762264214,FB,1
F,B,-0.3000715486636856,-0.7152649256455151,FB,2
F,W,-0.7407875156897827,-0.6209349914419297,FW,3
M,W,0.5122238192366421,0.4571370066632147,MW,4
M,B,0.1431020708117415,-0.2240449350060038,MB,5
M,B,-0.39874757944473493,-0.4600498455543308,MB,6
F,B,-1.3605146464315525,-1.668721501344316,FB,7
F,W,0.10408517430515295,0.045863505126672484,FW,8
F,W,-1.4529742574794549,-1.1721389635640822,FW,9
M,W,1.300350863011423,0.9566454248917524,MW,10
F,W,-0.710263134165911,-0.6670445317568905,FW,11
M,W,0.278841682955517,0.2248048196028833,MW,12
F,B,-1.102591745562709,-1.3551138087994585,FB,13
M,B,0.10107474580158907,-0.0207960778901239,MB,14
M,W,-1.13859403113308,-0.8713012958096962,MW,15
F,W,-0.6465879102185311,-0.4699987956544036,FW,16
F,W,-1.5113720515162399,-1.1579769972280771,FW,17
M,B,0.5439648983290892,0.326288308724819,MB,18
M,B,1.0029459257503368,0.547470315355176,MB,19
F,W,0.4455563496783165,0.12749929512161956,FW,20
M,W,-0.61208517462154,-0.5276502521781588,MW,21
F,W,0.8186204004926247,0.6903285941805335,FW,22
F,W,-0.7099827082967841,-0.6585056525568247,FW,23
F,W,-0.6522694393720021,-0.6377860685444721,FW,24
F,W,-1.7244451146983204,-1.6324567569276942,FW,25
M,B,-0.9976727739891808,-1.1378094634401046,MB,26
F,W,-0.6343354691997196,-0.7025200185297623,FW,27
M,W,0.47350396243399295,0.47973551755193755,MW,28
M,W,-0.5789425610748156,-0.32411927409484625,MW,29
M,W,-0.1521136651191053,-0.1667604047351131,MW,30
F,W,-0.5565357526182352,-0.6332328708204067,FW,31
M,B,-0.3268896543509195,-0.462582024192858,MB,32
M,W,0.31146862004236764,0.19386160468211527,MW,33
M,W,-0.20369907176929872,-0.12888431152607932,MW,34
M,W,0.5432709991463263,0.2658447373339548,MW,35
M,W,0.4553857437373777,0.34811758498901785,MW,36
M,B,-0.7507737651155918,-0.7209166370635447,MB,37
M,W,0.969021092133129,0.8374715640722726,MW,38
F,B,-0.8142663354868173,-0.9085600711334225,FB,39
M,B,0.34668829836696996,-0.09089851306783553,MB,40
M,B,0.37883559802112615,0.12305797233752447,MB,41
M,W,0.994186024921397,0.6984104843364265,MW,42
M,W,0.0057914021333341165,0.20205901095432344,MW,43
F,W,0.18736096230610658,-0.038455727169381615,FW,44
M,B,0.4639882363163936,0.23416375351841792,MB,45
M,B,-0.534528929049215,-0.46047161083504334,MB,46
M,B,-0.13596481083083742,-0.23626037822494414,MB,47
F,W,-0.1850727183711628,-0.196828219526382,FW,48
M,B,0.6534630490569199,0.27310489582288533,MB,49
M,W,0.3708761192180507,0.32329375437543384,MW,50
M,W,0.4511785435142792,0.3661242146164423,MW,51
M,B,-0.11390747347982777,-0.3735738861813508,MB,52
M,W,-0.31785827442696357,-0.1865777374082245,MW,53
M,B,-0.511341815083733,-0.7654444088929581,MB,54
F,W,-0.4648459264873359,-0.811867651314672,FW,55
M,W,-0.7005408336150727,-0.47865533290377466,MW,56
M,B,0.9398747029859725,0.40086528123260373,MB,57
F,B,-1.2174902215048373,-1.2833362304246108,FB,58
F,W,-2.589681556243667,-1.9637399294133286,FW,59
F,B,0.09080802574308017,-0.11317242338945446,FB,60
M,W,-0.6652127257998227,-0.6431017282799025,MW,61
F,W,-1.751420189138143,-1.5362308385001802,FW,62
F,B,-0.6638569342965341,-0.726955134213676,FB,63
M,W,0.8412282531953655,0.5473057797207621,MW,64
F,B,-1.6190389322577798,-1.5722375391073988,FB,65
M,W,-0.028603575471442936,-0.17635939312403548,MW,66
F,W,-0.6868539113216576,-0.6410456491070936,FW,67
M,B,1.5644484459882635,1.1739798867469757,MB,68
M,B,-0.2697972544158356,-0.22344496723365942,MB,69
M,W,0.39944587503373297,0.32875427433130255,MW,70
M,B,0.7574892482468398,0.6127893641805189,MB,71
F,B,-0.6604123026795498,-0.7407001577150463,FB,72
M,W,-0.6008223651957124,-0.4202612222090991,MW,73
F,W,-0.8293785406299248,-0.706954484252453,FW,74
M,W,0.5119283682047528,0.5218712401970532,MW,75
M,W,0.5218262258196446,0.6802768494952631,MW,76
M,B,0.5251019798691745,0.1339418248310817,MB,77
M,W,0.19598853634926977,0.08090830935396333,MW,78
M,B,0.7440156883174506,0.38445262919460166,MB,79
F,W,-0.48239603502163314,-0.3538975819530286,FW,80
M,W,0.4802989641590632,0.3866886545715041,MW,81
M,W,0.24545021671961637,0.13723869787123716,MW,82
F,B,-1.367849435183711,-1.4633011652585544,FB,83
M,W,0.13498997211675476,-0.024350453992561985,MW,84
M,W,0.9522095035089682,0.7538911840790514,MW,85
M,B,0.17353919905705953,-0.026508324489697588,MB,86
F,W,-0.34940310732951074,-0.7549840328424514,FW,87
F,W,-2.0538140264602807,-1.6502419626150202,FW,88
M,W,-0.4386980725347126,-0.20446054728605306,MW,89
F,W,-1.3736033462356725,-1.3328517009392085,FW,90
F,W,-0.0908586846774225,-0.03715804474951389,FW,91
F,W,-0.5618283121903356,-0.5872296985716113,FW,92
M,W,0.5970161704279008,0.4428680630200788,MW,93
M,W,0.16334633154100062,0.2024458901275905,MW,94
F,W,-0.652560718594997,-0.5356441022748006,FW,95
M,W,-0.9756625009784403,-0.4981178492510979,MW,96
M,W,-0.22209964496490622,-0.1792050213773366,MW,97
M,W,0.9724659045241664,0.8435717929669538,MW,98
F,W,-1.9835000911614602,-1.7118325728381214,FW,99
F,W,-1.7940951681502795,-1.6795215795871778,FW,100
M,B,0.28290899529271973,-0.025354848692443865,MB,101
M,W,-0.8620604461088212,-0.6953465550481942,MW,102
F,W,-2.206398325052131,-2.092034645451766,FW,103
F,W,-1.5390902384635137,-1.318364493311538,FW,104
M,B,-0.9573785097212213,-0.9890624323982651,MB,105
F,W,-0.29746025209806365,-0.2464906261460279,FW,106
M,W,-0.7806323135419962,-0.621724516274905,MW,107
F,W,-2.420470522312088,-2.0497250823051036,FW,108
M,W,0.00963242023527694,0.05827453829648798,MW,109
M,B,0.057503940796089836,-0.05775388456256574,MB,110
F,W,-0.2082860318532412,-0.4494266243578059,FW,111
M,W,-0.293132953510671,-0.2284358284601261,MW,112
M,B,0.1492134516288237,-0.0016870632152391762,MB,113
F,B,-0.7863001569491269,-0.8543132406656089,FB,114
M,B,0.10805318508895019,-0.0996746232336818,MB,115
M,B,0.5955003508427608,0.2934112762938851,MB,116
M,W,1.035220970030806,0.6151445663550286,MW,117
M,B,-0.13469903783974607,-0.38902325115705416,MB,118
M,W,0.45855827845965463,0.44875009524344256,MW,119
M,W,-1.5122924501854067,-1.1921433533324728,MW,120
F,B,-2.402824854788414,-2.0145488730620045,FB,121
M,B,-0.19723920415534368,-0.5074875475376948,MB,122
F,B,-0.15233897036169858,-0.3577843242629495,FB,123
F,B,-0.9085904273326894,-0.9715638610710473,FB,124
M,W,0.8192945217080233,0.7727877588188243,MW,125
F,W,-1.2322687679717839,-1.146586252229002,FW,126
M,W,-0.05660146920399021,0.10679269893801671,MW,127
M,W,0.7341141128796116,0.5180640094624134,MW,128
F,B,-1.3691858290582861,-1.4110427710390756,FB,129
F,W,-1.598251631798478,-1.3931872677948958,FW,130
F,W,0.4543770091586015,0.06116271935463796,FW,131
F,B,-0.82558377172882,-1.1254566170336788,FB,132
M,W,-0.0071939278717168915,0.046354871511121484,MW,133
F,B,-0.852336079719209,-1.0007796517806449,FB,134
M,W,-0.9328848338336465,-0.736753744499736,MW,135
M,W,-0.15917375286262186,-0.15646571476196217,MW,136
M,B,0.3593503411728449,0.20264554958559094,MB,137
F,W,-0.16339643878688961,-0.11098917795367162,FW,138
F,W,-2.7603228344352115,-2.282448904347217,FW,139
M,W,-0.1558350013433431,-0.08530183094497734,MW,140
F,W,-0.9490425973474865,-0.6785395411363646,FW,141
M,W,0.6855309226651377,0.624922144986724,MW,142
M,W,-0.9136410901920171,-0.8067830800867699,MW,143
M,W,0.6297210877639944,0.6472677991686406,MW,144
F,B,0.2444126977637241,-0.37937097039287637,FB,145
M,W,0.18219077865217434,0.2472087316465878,MW,146
M,W,1.0029462697203277,0.7470749653165593,MW,147
M,W,-1.150371744146317,-1.0593249774069051,MW,148
M,B,0.18093656333225688,-0.0015733951355043074,MB,149
M,W,1.0471602224285788,0.8006138517145035,MW,150
F,B,-0.5429742866305678,-0.7350207655067043,FB,151
M,W,0.20935659413460508,0.22322671165311558,MW,152
M,W,0.13747761869185257,0.2261837399588107,MW,153
M,W,-0.18757507275470978,-0.2996815391217642,MW,154
M,W,-0.3629511250447131,-0.3307913342611454,MW,155
M,B,-0.8721226316873351,-0.9018004746993361,MB,156
M,B,0.3132568389283795,0.08911889315895832,MB,157
M,B,-0.02069821377730821,-0.35088335302385865,MB,158
F,W,-0.46593070654004437,-0.6263239084781715,FW,159
F,W,-0.28809839421068173,-0.1354488876606843,FW,160
F,W,-0.5734494144783728,-0.4904852629652589,FW,161
M,B,-0.3493760368551635,-0.692849463732859,MB,162
M,W,0.007338929348024104,0.15463871313602948,MW,163
M,W,0.167126569363369,0.2405226209605063,MW,164
M,B,0.219577824802125,0.17246351886206276,MB,165
M,W,0.6945778755288035,0.5860418959334303,MW,166
F,B,-1.9322702075991083,-1.9053591291985101,FB,167
M,W,-0.0665439762926527,0.002225442758952534,MW,168
F,W,-0.584459834668897,-0.5341224033955438,FW,169
F,W,-2.512979014229257,-2.071854817935313,FW,170
F,W,-0.07701731123265707,-0.23592861179211877,FW,171
F,W,-0.2602275752028524,-0.3919673148762578,FW,172
F,W,-0.39812353128027095,-0.2589694425098088,FW,173
M,W,0.6370087946334391,0.5638113412750262,MW,174
M,W,0.11558792270349619,0.13932775547380494,MW,175
M,W,0.4997803657832093,0.526378308420156,MW,176
F,W,-1.4372035350566377,-1.3724203553453276,FW,177
F,W,-1.1535475385837966,-0.9825091490104072,FW,178
M,W,-0.37622713839852123,-0.060080821069789375,MW,179
M,B,0.34368013971553274,-0.008244527255441725,MB,180
F,W,-1.1531588878434391,-1.2163481449249696,FW,181
M,W,0.1607831795011822,0.19788504799011336,MW,182
M,B,-0.17202947103022456,-0.34394556666148335,MB,183
M,W,0.4405137334833284,0.4758730791586156,MW,184
F,W,-1.6394399743059445,-1.3668936633823079,FW,185
M,W,0.8238083481227362,0.6359447167894708,MW,186
F,W,-0.9622435736640719,-1.1281598947970553,FW,187
M,W,0.6305314633809587,0.36397028326899805,MW,188
M,W,-0.7245789978396182,-0.5666229769758792,MW,189
M,W,0.5647750711096011,0.5640644827502505,MW,190
M,W,-0.02083037578266872,0.0990926480768903,MW,191
M,W,-0.09621594104858838,-0.20274903686570983,MW,192
F,W,-0.5458283020607763,-0.6203043991741998,FW,193
M,W,-0.07728401377444499,-0.16132913314978323,MW,194
M,W,-1.4027981197692385,-1.2140472843664198,MW,195
F,W,-0.8083954782646999,-0.7888904090324799,FW,196
M,W,-0.5418629899118143,-0.26478764555507694,MW,197
M,B,-0.7299775464518178,-0.8351733956379648,MB,198
M,W,0.03043391447979176,-0.10397978963540903,MW,199
