G,R,X,Y,GR,UID
F,W,-0.07176036105427205,-0.1879679577000329,FW,1
F,W,-2.4964392676144542,-2.1839668350803403,FW,2
M,B,-0.7215849211956568,-0.6941459308979341,MB,3
F,W,-0.08750087877618293,0.03717138185915132,FW,4
M,B,-0.48046125680103685,-0.4116866598302017,MB,5
M,W,1.4411557909390738,1.2229490402899303,MW,6
M,W,-0.15400213406979912,-0.02274308745956799,MW,7
F,W,-0.8654142313864999,-0.8142532602383045,FW,8
F,W,-1.220605691084586,-1.0717071197935284,FW,9
F,W,0.9879766856351055,0.7007116251286567,FW,10
M,B,0.21379907229594014,0.08500460264734572,MB,11
F,W,0.5583162461351019,0.5828901367065681,FW,12
F,W,-0.6100076750129076,-0.7203276002842874,FW,13
M,W,0.36388781041156054,0.3569717545425861,MW,14
F,W,-1.703788795620789,-1.5748836069623575,FW,15
F,W,-0.5505767067499445,-0.6365758935206476,FW,16
M,B,0.588828064581963,0.2975874686832125,MB,17
M,W,-0.6212134655597902,-0.4320641035991827,MW,18
M,B,-0.6164982746701593,-0.47812034836599865,MB,19
F,W,-2.4056921772714652,-1.9514870233705364,FW,20
F,W,-0.9326957668448675,-0.9745340371608465,FW,21
M,B,-0.06278121158233149,-0.18537789874285132,MB,22
F,W,-1.1905300781713746,-1.076109755514397,FW,23
M,W,-0.17273090245078299,-0.11267324802942488,MW,24
M,W,0.15030358167260177,0.19641425183106448,MW,25
M,W,-0.4670440453190315,-0.487828794508408,MW,26
M,W,0.06356653604035528,-0.08557284620570006,MW,27
F,B,-0.9523548592564974,-1.0577919188184945,FB,28
M,B,-0.019991938115639152,-0.1511158254731372,MB,29
F,W,0.10729279260013233,0.006589003860508674,FW,30
M,W,-0.0899542430718051,-0.08171388187507411,MW,31
M,W,-0.06893661498664556,-0.16461444250626833,MW,32
M,W,-0.21667916312743374,-0.006582672068780798,MW,33
M,W,0.9732115563364537,0.6614361094164627,MW,34
F,W,-3.0607257987175567,-2.474757286040891,FW,35
F,W,-0.040374667261220416,-0.01625645197880777,FW,36
F,W,-0.37298143574611414,-0.6144330853293973,FW,37
M,B,-0.4024861184040671,-0.4337388676066303,MB,38
M,W,0.41049244198823465,0.3536247660446541,MW,39
F,W,-0.9642961030598345,-0.8242547622469306,FW,40
F,W,0.07046882887613638,-0.22777814443050182,FW,41
F,W,0.26037956721914135,0.12816430924882785,FW,42
M,W,0.7116180248394157,0.48001762464852993,MW,43
M,W,0.4894272684205677,0.3708940050589906,MW,44
F,W,-0.38921488302505325,-0.5883011855745013,FW,45
M,W,0.18602449489325923,0.3679674410992706,MW,46
F,W,-0.13049262002424478,-0.0626359299467247,FW,47
F,W,-1.2582750243022975,-1.2174196726488882,FW,48
F,W,-1.5938063359295616,-1.2513398242740743,FW,49
M,W,0.2431334560086653,0.1555772334911266,MW,50
M,B,-0.37932993334914056,-0.4546391251011228,MB,51
F,B,-1.316910008902853,-1.4280666083403772,FB,52
M,W,-0.04781240298403308,-0.12010370297554428,MW,53
F,W,0.3202415226509087,0.0977500957649717,FW,54
M,W,-0.18147690506101574,-0.1850592531547702,MW,55
F,W,-1.096114896952966,-1.0559074863224032,FW,56
M,W,-0.11949727185088119,-0.03450062552814853,MW,57
F,W,0.9462676357220863,0.4842241273161939,FW,58
M,W,0.6746213300510562,0.6006086247571776,MW,59
F,B,1.9878997628123964,1.1550355985600318,FB,60
F,W,0.2264252241157143,0.059691926020847094,FW,61
F,B,-3.6678272546096817,-3.2045295561179357,FB,62
M,B,1.3666898387590998,0.9488825991653762,MB,63
F,W,-0.23100278247569858,-0.36143297400941216,FW,64
M,B,-0.29712836435003037,-0.4109986228684518,MB,65
M,W,-0.1272744098492773,-0.11911465070753742,MW,66
F,W,0.04190625143440546,0.048471922026768074,FW,67
M,W,-0.11240455370733955,-0.04829679417493747,MW,68
F,W,0.5786509107543676,0.6631177293652138,FW,69
M,W,0.26949393437746866,0.10128762398369208,MW,70
M,W,-0.5975279573964982,-0.4019589592190481,MW,71
M,B,0.8368533710464133,0.3959668961022692,MB,72
F,W,-0.23661614811868953,-0.24414071613123722,FW,73
F,B,-0.6877477185770234,-0.9829337698915194,FB,74
M,B,-0.5029648766432312,-0.3888752840636218,MB,75
M,B,0.4343977541990409,0.12703410658344383,MB,76
M,W,-0.0857757398152842,0.015816976874162475,MW,77
M,W,-0.2612847073377517,-0.21717544746117753,MW,78
F,W,-1.5144550481053243,-1.2488449148802092,FW,79
M,W,0.6239527061867916,0.5898543952738415,MW,80
M,W,0.6606731232524121,0.5214280632137379,MW,81
M,B,1.36399488114199,0.9755622304884856,MB,82
F,W,-0.41938053873753967,-0.37152121834336294,FW,83
M,W,0.17268281650227257,0.15436130282105817,MW,84
M,B,0.19665602393543224,0.08162333856330692,MB,85
M,W,0.18216919322174868,0.219053718667808,MW,86
M,B,0.24901740573336326,0.028910936972762424,MB,87
F,W,0.01902235679320341,0.024776442909228202,FW,88
F,W,-1.8336584461912444,-1.6632692508693456,FW,89
M,W,0.9453193851860127,0.6677315330017886,MW,90
M,W,-0.34655456790774447,-0.3839789183756586,MW,91
F,W,-0.5956161836228951,-0.585699198951674,FW,92
F,B,-0.2783189824775589,-0.38278959722455863,FB,93
M,B,0.6371860265659703,0.2131234936448277,MB,94
M,B,0.11302899590356996,-0.05256169752691994,MB,95
F,W,-2.5763325919126006,-2.233495539778676,FW,96
F,W,-1.258297617942932,-1.0859154230371788,FW,97
M,B,-0.037055238230835036,-0.06147386733006324,MB,98
M,W,-0.9960088181112385,-0.883904278477831,MW,99
M,W,1.0600362011343478,0.7145531221249105,MW,100
M,B,-0.30461364116256506,-0.5141983224966401,MB,101
F,B,-0.11941910207288631,-0.48736260960720884,FB,102
F,B,-0.2695332882416848,-0.7275064784472959,FB,103
M,B,-0.297303579787339,-0.37594888180682795,MB,104
M,W,-0.20772516074915934,-0.3853818014127406,MW,105
M,B,-0.2911835441519487,-0.3195263042186671,MB,106
