G,R,X,Y,GR,UID
F,W,-1.0744520295155142,-0.8509020272730944,FW,1
M,W,-0.08313875571204962,-0.13575342410340552,MW,2
M,W,-0.019023503527128283,-0.10580196046546508,MW,3
M,B,1.092938886922595,0.6660971811600427,MB,4
F,B,-1.4569096002913795,-1.4660876318012073,FB,5
M,W,0.8290118842076138,0.6589408594454014,MW,6
F,W,-0.890091135004095,-0.7569751067778745,FW,7
M,B,-0.0996178693413966,-0.20451393458728462,MB,8
F,W,0.5213104800530178,0.13786296609498255,FW,9
F,W,-0.43898378019131085,-0.5117057809859049,FW,10
M,W,-0.2129969860080476,-0.19116298340385385,MW,11
F,W,0.22174276521118194,0.08162884965135661,FW,12
M,W,0.4919867447762915,0.4300305487606728,MW,13
F,B,-1.804207657566394,-1.7214597485606797,FB,14
M,B,-0.4955609609161794,-0.4718540061445403,MB,15
M,B,-0.6514720699642933,-0.7494932229704081,MB,16
M,W,0.44606913929995856,0.2344110372109048,MW,17
F,W,-0.7808197789810318,-0.9482306942981089,FW,18
M,B,-0.10046612213775916,-0.08490002163103547,MB,19
M,W,0.7182702822542915,0.4372896167841881,MW,20
M,W,0.6254253100233524,0.39534582039943655,MW,21
M,B,-0.22444215016602784,-0.39992019681421,MB,22
M,B,0.18544307018344197,-0.21228176557770245,MB,23
M,W,-0.5035546779881609,-0.5160816604121741,MW,24
M,B,-2.0542471012261556,-2.0232291446472535,MB,25
M,W,-0.8832941152550977,-0.6879119028067394,MW,26
M,B,0.6570738535494307,0.3348531153498644,MB,27
M,W,-0.428219782865701,-0.12752244831857168,MW,28
M,B,0.6349336330327527,0.3899591277825889,MB,29
M,B,-0.046387920564596535,-0.1977093600468704,MB,30
M,W,0.47135094096954255,0.43511602932061383,MW,31
M,W,0.5559288379298386,0.4514794171162735,MW,32
F,W,0.3216743173680221,-0.14789947904179634,FW,33
F,B,-2.533816144579892,-2.4954453230189766,FB,34
M,B,0.33130363752114705,0.15831596158105027,MB,35
F,W,0.2038794394271025,-0.04951429738549343,FW,36
F,W,0.23870634314806627,0.0969930147428359,FW,37
F,B,-0.6569510006898615,-0.8976224124702243,FB,38
F,W,1.0049755945778704,0.6305113858856669,FW,39
M,W,-1.0902464493158894,-0.8779894596674943,MW,40
F,W,-0.40884045360411847,-0.27640492734836136,FW,41
M,W,0.003092527842409707,0.006366113329608135,MW,42
F,W,-1.9503795084595756,-1.4375794174494934,FW,43
M,W,0.5370877363129133,0.45125811407881145,MW,44
M,W,0.33480642759806845,0.2810941885527117,MW,45
F,W,-1.2546864425375746,-1.1966353988400953,FW,46
F,W,0.03919614829651727,-0.16809016953010641,FW,47
F,B,-2.352631278151876,-2.2420642842337433,FB,48
M,W,-0.5587037785549746,-0.5516285916843547,MW,49
M,W,-1.1021613263291163,-0.9562109081203778,MW,50
M,W,0.1496357100220571,-0.0061032413412173275,MW,51
M,W,-0.4050469254183364,-0.20358751112694523,MW,52
M,W,-0.6753046351052268,-0.5750798936559798,MW,53
M,W,-0.047806407028692516,-0.08645370010415429,MW,54
F,W,1.1042205413465311,0.9317651670673812,FW,55
F,W,-0.3726522547476986,-0.41864148864191686,FW,56
F,W,-0.6757212616104769,-0.8612935895365654,FW,57
M,B,-1.6382713796106203,-1.4580864831935791,MB,58
M,W,-0.17730950674594098,-0.2336502836371707,MW,59
F,W,-2.339153503478687,-1.9930736225076973,FW,60
F,W,0.4776365502774169,0.12648889776847555,FW,61
F,W,-0.9380066525705627,-0.5446499389071174,FW,62
