G,R,X,Y,GR,UID
F,W,0.8351042842067756,0.5317934538515651,FW,1
M,B,0.9113396512702797,0.512207966141573,MB,2
M,W,0.134059492045645,0.16490708991704472,MW,3
M,W,0.4523205500583056,0.18506988012468384,MW,4
M,W,0.2637189917075933,0.1872537317672628,MW,5
M,B,0.9022701001132927,0.5078529354828365,MB,6
M,B,-0.4226463085059674,-0.5210167843397963,MB,7
M,W,-0.1519265373086996,-0.12823689162445834,MW,8
M,B,0.3127921163623857,0.06282087433769196,MB,9
M,W,-0.16841478123869993,-0.14485135591325785,MW,10
F,B,-0.026422549413665567,-0.19691949483735743,FB,11
F,W,-0.73211852325135,-0.8610444789839855,FW,12
F,B,-1.794453456866337,-1.9089843941016313,FB,13
F,W,0.6101564288136359,0.1475160117986154,FW,14
M,W,-0.198013709837019,-0.16683620821713296,MW,15
F,B,-0.8243141326320015,-1.127120732003521,FB,16
M,B,-0.005904930941603881,-0.23978710427072386,MB,17
M,W,-1.314697708655537,-1.0139483255419837,MW,18
M,W,0.07690685308989,-0.045800499404765146,MW,19
M,W,-0.524562958870015,-0.3760845475288414,MW,20
F,B,-0.14335921500339688,-0.44081100502683324,FB,21
F,W,-0.5108857404001131,-0.5487367783706978,FW,22
M,B,-0.3281295470508524,-0.5263299855124671,MB,23
M,B,-0.6720855489257809,-0.49913611803074476,MB,24
F,B,-0.5085380079055704,-0.5970970299269025,FB,25
M,W,-0.0871961287930729,-0.11249561774081038,MW,26
M,B,0.031242723429601577,-0.17809324108397817,MB,27
M,W,-0.035015827903819824,0.11237175477565747,MW,28
M,W,-0.15829791124455947,-0.1510250401903113,MW,29
M,W,-0.3594152210003016,-0.4794626692252326,MW,30
F,B,-1.3229085617680474,-1.094735412114513,FB,31
F,B,-1.3533245485921648,-1.2493588553075003,FB,32
F,W,-0.2876478405296558,-0.2511779940351602,FW,33
F,W,-1.626626883281159,-1.4297879005321346,FW,34
M,W,-0.5740127956236832,-0.3867882011997751,MW,35
F,B,0.18190905060290422,-0.2420611157747201,FB,36
F,B,-1.5535056302430958,-1.5390993292289035,FB,37
M,W,0.7063044320315051,0.44687313526882244,MW,38
M,W,-0.07979072675671472,-0.08238875642281644,MW,39
M,B,2.2309842735517327,1.6545525223086184,MB,40
M,W,-0.07785934097324414,0.1212473898655983,MW,41
M,B,0.9539101421767191,0.5416430731517052,MB,42
M,W,-0.3481192924319614,-0.32471001456669824,MW,43
F,B,-0.45046858096731013,-0.5678323842378437,FB,44
M,W,-0.9907420315374669,-0.8541515619481218,MW,45
M,B,-0.45362861750176764,-0.5632951754724302,MB,46
F,W,-1.256664111374506,-1.0120114027075284,FW,47
M,W,0.7449048326528178,0.32618768608993554,MW,48
M,W,-0.19789912013370262,-0.07879464528334024,MW,49
F,B,-1.3450875060389853,-1.1973431893977027,FB,50
F,B,-0.10985573251619396,-0.352002317668252,FB,51
M,B,0.35304272380763463,0.12551823048608807,MB,52
M,W,0.2765676425638593,0.22941279208959398,MW,53
M,W,-0.04017263720764711,-0.14300598795921954,MW,54
M,W,-0.011030492848920525,0.10674753199810424,MW,55
F,W,-0.26062704939438075,-0.24991521133650169,FW,56
F,B,-2.3676256819240855,-2.2054095081199505,FB,57
M,B,0.7440645035916735,0.4495394726571962,MB,58
M,W,-0.23502845496182867,-0.12186308244321245,MW,59
M,W,0.7310441161093726,0.7244764318896382,MW,60
M,B,0.31127693839752707,0.14145920049479238,MB,61
F,W,-2.2797977353239545,-1.991442265682846,FW,62
M,W,-0.42001452936440975,-0.3190311206721178,MW,63
M,W,0.7313217306479544,0.592025556518813,MW,64
M,B,0.20445622453792103,-0.01902887172151349,MB,65
F,W,-0.9268163999539321,-0.6565553214559483,FW,66
M,W,-0.8810146988636272,-0.7593793011160036,MW,67
F,W,-0.7762460838267078,-0.5252213734886146,FW,68
M,W,0.35190263564001356,0.41421985349708407,MW,69
M,W,0.04032954570268181,0.2333708393083149,MW,70
M,B,-1.1891247467619996,-1.2089294095719847,MB,71
M,W,0.4564572777911885,0.2682971301642958,MW,72
M,W,-0.6485555977163521,-0.7849235319169443,MW,73
M,W,1.2839671640950472,1.0226189537748036,MW,74
M,W,0.26495068916008657,0.30494688441036744,MW,75
M,B,-0.2044887705629865,-0.5172248802779043,MB,76
M,W,-0.1368063447415538,-0.07775919170323867,MW,77
F,W,-1.3459053346043486,-1.286070955081227,FW,78
F,B,-1.0094623135829022,-1.341520589249606,FB,79
F,W,-1.5598203899936038,-1.3758170037523985,FW,80
M,W,0.5820119396112224,0.46131284224416774,MW,81
M,W,-1.1735615258038679,-0.764539732498899,MW,82
M,W,0.7703121303382927,0.5609027307730379,MW,83
M,B,-0.928170907458822,-0.7485561046504848,MB,84
M,W,0.45072015076779914,0.3650316465025215,MW,85
M,W,-1.16110412189911,-1.0081497100392496,MW,86
M,W,-1.1014100424763733,-0.8551512773909442,MW,87
M,B,0.5787153026743571,0.437704258921283,MB,88
M,W,-0.5611841608510817,-0.3815918116277356,MW,89
F,B,-0.49630507687293096,-0.9363689715477604,FB,90
M,B,-0.053783725127892534,-0.2926394278165145,MB,91
