G,R,X,Y,GR,UID
M,B,-0.8440250173935617,-0.7823906480146727,MB,1
M,W,0.9769717008077274,0.7062704622468163,MW,2
F,B,-0.4023748026644996,-0.41244383969650505,FB,3
F,W,-2.1488998502423504,-1.7272840437312875,FW,4
M,W,1.300701424710058,1.1196718859703514,MW,5
M,W,-0.6937824726594632,-0.5874872551682243,MW,6
M,W,-1.3603558413800128,-1.208941437911428,MW,7
M,W,-0.2419684259825504,-0.0958628356481364,MW,8
M,W,-0.02214596528313681,-0.01140274867887432,MW,9
F,W,-1.5696463863333177,-1.5438146208123986,FW,10
M,W,-0.34029356763654084,0.0354038927348877,MW,11
F,W,-1.9539956020027693,-1.744435495269296,FW,12
M,B,0.1278087987784117,-0.1990136848032823,MB,13
F,W,0.2859358969686421,0.169388158990107,FW,14
F,B,-0.42585711863983267,-0.6369715976414811,FB,15
M,B,0.44719587528054516,0.06632564835576349,MB,16
M,B,0.6208732539630359,0.3655960582963399,MB,17
F,W,0.18380215739557104,0.22920072240801564,FW,18
M,B,-0.2840909691832059,-0.3413891937584029,MB,19
M,W,0.6951973288451362,0.611796692570006,MW,20
M,W,-0.3453761172507359,-0.26058259145818935,MW,21
F,B,-0.4158724633257256,-0.6457276094328079,FB,22
M,W,-0.6854599082431622,-0.6142397913375528,MW,23
M,W,0.25944541744791955,0.008185153195939987,MW,24
M,W,-0.5535540652298447,-0.38284933727249487,MW,25
M,B,0.2020510813459928,0.008496981827274541,MB,26
M,W,0.68007443951146,0.5262815086178726,MW,27
M,W,-0.25132081770884723,-0.2540742059927465,MW,28
M,W,-0.760027034391703,-0.4560638349200433,MW,29
F,W,-3.3483457798372975,-2.5988341520798484,FW,30
M,W,-0.04081300984023595,0.05882646118038244,MW,31
F,W,-1.4613167657547035,-1.2257779737965793,FW,32
F,W,0.8309696130104492,0.71615491454001,FW,33
M,B,0.4713203564615709,0.33356694143980714,MB,34
F,W,-0.36813364506106755,-0.3597733061634107,FW,35
M,W,0.2901597077342917,0.31453042952780186,MW,36
M,W,-0.4388279364859001,-0.41675857748034184,MW,37
M,B,2.080686486373009,1.6319042119746578,MB,38
F,W,-0.309620684652383,-0.3524429997631846,FW,39
M,B,0.12379835652884118,-0.17044330045834688,MB,40
M,B,-0.08061580176613177,-0.12261611715080104,MB,41
M,B,0.4667517908116855,-0.09231436149557132,MB,42
F,W,-2.183662304914579,-1.7987928459088434,FW,43
F,B,-1.2665567381760878,-1.4934744787296466,FB,44
M,W,0.02489886592565918,0.08635183441581451,MW,45
M,W,-0.3663390454646792,-0.30321856939635927,MW,46
M,W,0.025332393064407398,0.10244200511381471,MW,47
M,W,0.20710865159906064,0.0005230708218836588,MW,48
F,W,-1.9386101772639261,-1.854324510361692,FW,49
M,W,-0.8014913519372907,-0.7246059308208902,MW,50
F,W,-1.5270651866391696,-1.3297540445284861,FW,51
F,W,-2.1454719239768836,-1.9556366361690374,FW,52
M,W,-0.44226159048286406,-0.28806371661855523,MW,53
F,W,-3.0791185771505933,-2.769157319229849,FW,54
F,W,1.0301689998054047,0.7332863767972648,FW,55
M,B,0.16426834074451005,0.24468332845726243,MB,56
M,B,-1.6193058707423402,-1.532831777220752,MB,57
M,B,0.8924078338606178,0.762268198267233,MB,58
M,B,0.4771123870050854,0.2722691198311704,MB,59
F,B,-0.9769219136695482,-1.1143399723231162,FB,60
M,B,0.0158325818554748,-0.23709210306963338,MB,61
M,W,-0.24393665140097975,-0.0572803487731062,MW,62
F,B,-2.3916743907038924,-2.3342412365093614,FB,63
F,B,0.5285072044662138,0.19616037415593365,FB,64
F,W,-2.1959237308323667,-1.8175861311618913,FW,65
M,B,1.5473863992326824,1.1518171050312562,MB,66
M,W,0.5678392109631231,0.40453794376895735,MW,67
F,B,0.0542033641832438,-0.24074187875753156,FB,68
M,B,-1.286936354910592,-1.3807332208820344,MB,69
F,W,-0.5287699347568421,-0.5973401408367414,FW,70
M,B,0.6962632048238363,0.44220181159645205,MB,71
M,W,-0.567579174996856,-0.3569516781172466,MW,72
M,W,0.5310389555679433,0.47953160413942353,MW,73
F,B,0.14635882210967288,-0.25049793075243404,FB,74
F,W,0.004396738442768437,-0.39623531737384926,FW,75
M,W,-0.9487264432289608,-0.8483839845250976,MW,76
F,B,-2.3065107171111405,-2.3606679188055826,FB,77
M,W,0.5859605429924645,0.3399808625529987,MW,78
F,B,-1.5161520668831605,-1.7190814276580766,FB,79
M,B,0.14665287896919726,-0.20680948433088925,MB,80
M,B,-0.3567970199200047,-0.35113702269438174,MB,81
M,W,0.6378882403285868,0.512700239840032,MW,82
M,W,-0.21060895610154282,-0.13777284853019653,MW,83
M,W,1.3656306966531153,1.1451471931459025,MW,84
F,W,-1.6782785472497386,-1.3761148446507365,FW,85
M,B,0.49590141797747816,0.32125900556082887,MB,86
M,W,-0.07705747550510073,-0.21977322977721372,MW,87
F,B,0.8194809437157307,0.30336076559934266,FB,88
M,W,0.20097222825946026,-0.025299132172261124,MW,89
M,W,0.14251007630893736,0.07409278045600326,MW,90
M,W,-0.8284479169321519,-0.6440978370442041,MW,91
F,W,-0.6138473639711876,-0.6336855486058106,FW,92
M,W,0.8330554647034218,0.7157813837788342,MW,93
F,B,0.9217738343584003,0.4413142234595452,FB,94
M,W,-0.5814672677155548,-0.5090395870496532,MW,95
M,W,-0.227627284273234,-0.17088359415637752,MW,96
F,W,0.0948772646334248,0.19879394541997364,FW,97
M,B,-0.387145987546554,-0.5205240070771285,MB,98
