G,R,X,Y,GR,UID
M,B,0.8388617836072517,0.45473295497590505,MB,1
M,B,-0.7198213592725291,-0.8412487302418725,MB,2
M,W,1.0601809684506027,0.9304343279704065,MW,3
M,B,-0.31845794891999274,-0.2292804583218509,MB,4
M,W,0.3291459987169685,0.25747563900350473,MW,5
F,B,1.0582421397321542,0.4892264327173918,FB,6
M,W,1.1014868775078164,1.0115199477548549,MW,7
F,B,-0.9360268533568725,-1.162249418189172,FB,8
M,W,-0.08360664588137745,-0.14717641794905562,MW,9
F,B,-0.8889667700970119,-0.9941711338276406,FB,10
F,W,0.806485351397759,0.5202388740679798,FW,11
M,W,0.009444848238464587,-0.11612781646757889,MW,12
M,B,-0.750989909508053,-0.645518769618757,MB,13
M,W,-0.21901985721828932,-0.029849541007235553,MW,14
M,B,0.9249231649428863,0.5699718398191913,MB,15
M,W,0.3912908359834475,0.2742668211624929,MW,16
M,W,-0.1443632058630664,-0.058457784667804026,MW,17
M,W,0.17192328286152422,0.17816378076275108,MW,18
F,W,-0.8177829963956325,-0.9302569863402264,FW,19
F,W,-0.12087828545941176,0.12892684907996405,FW,20
F,B,-1.05783654606199,-1.0466641794228053,FB,21
F,W,-0.7119000591810654,-0.5140798822391621,FW,22
M,W,0.7934168716235113,0.6470595984087878,MW,23
F,W,-0.7310520275746945,-0.7416402584906695,FW,24
M,W,-1.5052129887807144,-1.1992270465178887,MW,25
M,W,-0.006133311293188989,0.09105900806276439,MW,26
M,W,1.191291514796667,1.0570422113657338,MW,27
M,B,-0.376718463143591,-0.44910939015634155,MB,28
M,B,-1.0786028011381956,-1.0116605344732503,MB,29
F,W,-0.1840168652346411,-0.4273154721510755,FW,30
M,W,-0.3927548566450344,-0.25694433329279237,MW,31
F,B,0.5644912954649587,0.272935983272634,FB,32
F,W,-1.8744828828912448,-1.4110925764820743,FW,33
M,W,-0.5810548282329859,-0.5025036641834516,MW,34
F,W,0.22731310017532436,0.04359308245601279,FW,35
M,W,-1.0657043452951849,-0.8150482559194283,MW,36
M,B,0.6657523522276313,0.40491038344700164,MB,37
M,W,-0.18628252661620429,-0.13509782621094507,MW,38
F,W,-0.27180101689666963,-0.675228097427024,FW,39
M,B,0.2780501858205856,-0.20698533011317066,MB,40
F,B,-2.708444775300152,-2.357288708490429,FB,41
M,W,0.18252158362168516,0.025503851024143445,MW,42
M,W,0.49134167334410905,0.5194026371548923,MW,43
M,W,0.46102104219891066,0.4140703669846765,MW,44
M,W,-1.0502625678154578,-0.7561238024282053,MW,45
M,B,-0.5741592856218691,-0.7715825245088088,MB,46
M,B,0.11381465080776719,0.023049570781074585,MB,47
F,W,-0.07775073906937134,0.03851517878848961,FW,48
M,W,-0.897048438471024,-0.7723508369052476,MW,49
M,W,0.12418894194566457,0.16627963952959837,MW,50
M,B,0.03716959771086778,-0.04762155083436502,MB,51
F,B,-1.059032097911008,-1.1917445535553832,FB,52
F,B,0.6750891432443165,0.2230116272807674,FB,53
M,W,0.001974810145286006,0.10071663724551688,MW,54
M,W,-1.0862562495259818,-0.736505546511103,MW,55
M,W,1.2182336337049762,1.009480696719302,MW,56
