G,R,X,Y,GR,UID
M,W,-0.160938636000559,-0.13389269359360487,MW,1
M,W,0.06625520337721154,-0.03696338028878207,MW,2
F,B,-0.5940963297051348,-0.8022811126515104,FB,3
M,W,-0.42977523050638256,-0.36746906901609333,MW,4
F,W,-0.7637118023898012,-0.31494715747029745,FW,5
F,W,-2.250122977799756,-1.9261348166961412,FW,6
M,B,-0.4852691938220537,-0.5882808880647344,MB,7
F,W,0.13451989756294225,0.17849026120696515,FW,8
M,B,-0.7886991996377043,-0.7641490110709018,MB,9
M,B,-0.40475157061644085,-0.5753473450220976,MB,10
F,B,-1.451852120621603,-1.266049440460416,FB,11
M,B,-0.9466597519119289,-0.9457073424997124,MB,12
F,B,-0.867548371524096,-1.0352042068231728,FB,13
M,W,-0.20409814428287704,-0.2925652117292654,MW,14
M,B,0.5164406747856287,0.30730966131745585,MB,15
F,W,-1.2420208416434568,-0.9679949498561864,FW,16
M,W,0.053901803795970094,0.1428355670287661,MW,17
F,B,-0.6412275048496904,-0.8994769059411198,FB,18
M,B,-0.4513253315348735,-0.674393851095875,MB,19
M,W,0.3562361774655443,0.3940858448248499,MW,20
M,B,0.19869846260940394,0.025145985887432165,MB,21
M,W,0.6889362119722577,0.4007767758945173,MW,22
F,W,-1.2711511434709586,-1.25270950383972,FW,23
M,W,-0.05636043043858467,0.20301178979671708,MW,24
M,B,-0.14395479629309962,-0.3234941342920173,MB,25
M,W,0.47676729696443115,0.5419051130597127,MW,26
F,W,0.8178488989132031,0.7133260140892046,FW,27
M,B,-0.22057962642776147,-0.42018781147265816,MB,28
M,B,-0.9922417384750357,-0.949364314909665,MB,29
F,B,-1.3708004663932494,-1.2546227879160272,FB,30
M,B,-0.06712891255060699,-0.26563544830735497,MB,31
F,B,0.5876681683524508,-0.100431242149352,FB,32
M,W,0.33639126926340707,0.3598666277083157,MW,33
M,W,-1.3982078642907492,-1.0887007164207532,MW,34
F,B,1.0169351993273308,0.6245936073646898,FB,35
M,B,-1.1933263647860797,-1.230658119799379,MB,36
M,W,0.060843037247108614,-0.09491367204586733,MW,37
M,B,-0.32654032791272686,-0.3608582860302086,MB,38
M,B,0.30965618071348755,0.25312360227767733,MB,39
M,W,0.13589468477948013,0.17681055522501504,MW,40
M,W,-0.2311842755859313,0.005612445983840558,MW,41
M,B,0.14386995914093392,0.14909737231923836,MB,42
M,B,-0.1983405872181136,-0.4248209085812587,MB,43
M,W,-0.050949634802749805,0.012661778098497972,MW,44
M,B,-0.8879011667100706,-0.984334450004549,MB,45
M,B,0.3152612727765073,0.0418192657557066,MB,46
F,W,-0.11458445380878755,-0.03140641162643058,FW,47
M,W,-0.5117795482482642,-0.5069772571746632,MW,48
F,W,-1.8344048856605073,-1.4821069932733486,FW,49
M,B,-0.22489778812371322,-0.34562385761825265,MB,50
M,B,0.5825284839436259,0.16636909952616907,MB,51
F,W,-0.1346969569902727,-0.40524917518988596,FW,52
M,W,-0.20407500462333328,-0.14069355604176825,MW,53
M,W,0.5790524489714736,0.39243235045046587,MW,54
M,W,-0.1691106940562432,-0.10699377518830185,MW,55
M,W,-1.0794518324622082,-0.9489489097365397,MW,56
M,B,-0.3277811415475462,-0.365337199494103,MB,57
M,B,-0.7106772055234126,-0.823129501488882,MB,58
F,W,-0.7255002483553982,-0.6581475659390199,FW,59
M,W,-0.41012487848797263,-0.39363648308393495,MW,60
M,W,-1.7143070433075214,-1.4178755887738639,MW,61
M,W,-1.2902557229933704,-0.8894155699922157,MW,62
M,B,0.07367645985901514,0.035876694803215495,MB,63
M,W,-0.2929930813548864,-0.22934539523761652,MW,64
F,W,-0.5974317525033911,-0.7497785159782375,FW,65
F,B,0.9341612959629924,0.3839732573240929,FB,66
M,B,-0.32974451041399916,-0.4900466846882814,MB,67
F,W,-1.3997431230356925,-1.2406377483132702,FW,68
F,W,-2.752490383944181,-2.304954125386547,FW,69
F,B,-1.4752621159184234,-1.4881933335242614,FB,70
F,W,-1.0959636854953767,-0.9448622564636586,FW,71
F,W,-1.8076930100379898,-1.6219942383518715,FW,72
F,B,-1.8592268473075397,-1.924535374928109,FB,73
M,W,-0.20015558882052203,-0.13173721363898924,MW,74
M,W,0.1324512788010153,0.1665297630343274,MW,75
M,W,-1.0383084286560456,-0.820870879226852,MW,76
M,B,0.1657704765245282,0.0506587108299809,MB,77
M,W,0.4328286064536422,0.4341520852618768,MW,78
M,B,-1.0578341881296887,-1.0559539091775,MB,79
F,W,-1.2579207611833945,-1.30829642799477,FW,80
F,B,-0.15072051610381818,-0.31777283432213255,FB,81
F,B,-1.7088435462981197,-1.9666365207177234,FB,82
F,W,-1.8285849090201929,-1.3999143221666848,FW,83
M,W,0.21429811502028437,0.23027186262413954,MW,84
M,W,0.09268277430426744,0.12590237749603672,MW,85
M,W,-0.7294262694943957,-0.5350053998228371,MW,86
M,W,-0.2093656906657502,-0.1910484048051888,MW,87
M,W,-0.14763346454189735,-0.35528529127968483,MW,88
F,B,-1.0092713326803702,-1.0605222898681959,FB,89
M,B,0.09133804754556812,-0.08240832055703519,MB,90
M,W,-0.9962624937639083,-0.8076244432196265,MW,91
M,B,0.35734878139611354,0.18262074045415638,MB,92
F,B,-1.247172045494469,-1.3840277202203077,FB,93
M,W,-0.3801959907200733,-0.21410174598523307,MW,94
F,W,-1.4082110630936342,-1.2734436794114252,FW,95
M,W,-0.5054938643094935,-0.512370492304258,MW,96
F,B,-0.38385331113827914,-0.5483376805995983,FB,97
F,B,-1.5551530338009654,-1.515758580206506,FB,98
M,W,0.6543638473648632,0.6280478121556177,MW,99
F,B,-1.2988737828218249,-1.3839304447823633,FB,100
M,B,0.4817105101845278,0.42508185128215087,MB,101
M,B,0.22693745072995164,0.17326026029823477,MB,102
M,W,-0.8897700380180877,-0.8765396041930618,MW,103
F,W,0.14808661992925473,-0.04537996077064475,FW,104
F,B,0.09487091607726891,-0.18410264167315715,FB,105
M,B,-0.14872863251012375,-0.07154890076431136,MB,106
F,W,-0.31766880602187886,-0.41734644757628664,FW,107
M,W,0.2551728270584127,0.15264865796496915,MW,108
F,W,-0.7667696534580699,-0.7233646312844115,FW,109
M,B,0.07837437807117156,-0.2574221130444597,MB,110
M,B,0.7967606954602338,0.619406564306833,MB,111
F,W,-0.8469750902969071,-0.599696785671685,FW,112
M,W,0.07845703451626311,-0.04527080641672955,MW,113
M,B,-0.2797605649639797,-0.5623384662749542,MB,114
F,W,-2.4834487512423338,-2.2389144187943817,FW,115
M,W,-0.35741972363183855,-0.4010019437426437,MW,116
M,W,0.16311850367351632,0.3332317229933443,MW,117
M,W,-0.34312465605699205,-0.3815836555689763,MW,118
M,B,-0.24624918443548288,-0.2964886289276215,MB,119
M,W,0.01833090668465273,0.15852286842909796,MW,120
M,W,0.4458953519381046,0.2135702765377911,MW,121
