G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,W,0.2660690729900035,0.00893519526831288,FW,1,0.2660690729900035,0.10632489543343905,0.10632489543343905
F,W,-0.6030200564388211,-0.6604474242699221,FW,2,-0.6030200564388211,-0.6023777902222386,-0.6023777902222386
M,W,-1.3840971365600745,-1.0549638124965524,MW,3,-2.4031166306079945,-2.196976632071226,-1.3660125482817105
F,W,-1.7280642757373292,-1.5053523692182893,FW,4,-1.7280642757373292,-1.519800218716146,-1.519800218716146
F,W,-0.826893127788427,-0.8421064987981339,FW,5,-0.826893127788427,-0.7849361050589733,-0.7849361050589733
F,B,-0.549875919307554,-0.5164453101622507,FB,6,-0.549875919307554,-0.44839882078235477,-0.44839882078235477
M,W,-0.2594728279552152,-0.11801627958622313,MW,7,-1.2784923220031352,-1.27989662166339,-0.44893253787387466
M,B,0.6054093921927316,0.22150556464032856,MB,8,-0.41361010185518843,-0.4959341252092836,0.33502995858023177
M,B,0.4882999890674719,0.4757753188072429,MB,9,-0.5307195049804481,-0.5914315209308831,0.2395325628586322
M,W,0.4237523671892964,0.4292080305168686,MW,10,-0.5952671268586236,-0.7227575270520421,0.1082065567374732
M,W,-0.0751585014959175,0.05571052165525953,MW,11,-1.0941779955438375,-1.1295966653719458,-0.29863258158243045
F,W,-1.8727651315218838,-1.7190318786896586,FW,12,-1.8727651315218838,-1.6377971900723354,-1.6377971900723354
M,B,0.3320016702626214,0.21602979196119054,MB,13,-0.6870178237852986,-0.7188856962848698,0.11207838750464569
F,B,-0.6382813487646762,-0.6133824539427751,FB,14,-0.6382813487646762,-0.5204894305498277,-0.5204894305498277
F,B,-1.8736243795726129,-1.5946142530697431,FB,15,-1.8736243795726129,-1.5278555268384695,-1.5278555268384695
M,B,-0.38456376437325984,-0.3976264669168952,MB,16,-1.4035832584211798,-1.3032122409146822,-0.4722481571251669
M,W,-0.9189681767327388,-0.9210013290850684,MW,17,-1.9379876707806587,-1.8176851050646614,-0.986721021275146
M,B,0.2268789055475108,0.13643403281280495,MB,18,-0.7921405885004092,-0.8046085331659519,0.026355550623563595
M,W,0.12322868267930455,0.054426292278472316,MW,19,-0.8957908113686155,-0.9678209332130938,-0.1368568494235784
F,W,0.37314613863099577,0.0647951852839321,FW,20,0.37314613863099577,0.1936413758981913,0.1936413758981913
F,B,0.2539055368577268,-0.023818097807253358,FB,21,0.2539055368577268,0.207048425507495,0.207048425507495
F,W,-1.6848415681437034,-1.5014212762847523,FW,22,-1.6848415681437034,-1.4845540651104225,-1.4845540651104225
M,W,0.13161593824729853,0.08948603407830108,MW,23,-0.8874035558006215,-0.9609815074913335,-0.13001742370181799
M,W,-0.3632070345803315,-0.1977616468302263,MW,24,-1.3822265286282516,-1.3644871525309168,-0.5335230687414014
M,W,-0.5261875727121834,-0.3376170916982653,MW,25,-1.5452070667601034,-1.4973903740446437,-0.6664262902551281
M,W,-1.6001195324166275,-1.2723660715879852,MW,26,-2.6191390264645475,-2.373133077850187,-1.5421689940606715
M,B,-0.09339365622192797,0.07050791149907773,MB,27,-1.112413150269848,-1.0657762511616857,-0.23481216737217037
M,B,-0.5389080638098959,-0.4686930649585106,MB,28,-1.5579275578578158,-1.4290730022824796,-0.5981089184929642
F,B,1.4631084080136103,0.98886028002269,FB,29,1.4631084080136103,1.1930984096488668,1.1930984096488668
M,B,-0.6929933804762666,-0.8231089645327128,MB,30,-1.7120128745241865,-1.5547225749716815,-0.7237584911821664
F,B,-0.1270504058182973,-0.3796202783193021,FB,31,-0.1270504058182973,-0.10360383160729095,-0.10360383160729095
F,W,-1.4522962447780314,-1.3005990071118485,FW,32,-1.4522962447780314,-1.2949239229013814,-1.2949239229013814
M,B,-0.5604505396216471,-0.3808508230519937,MB,33,-1.5794700336695673,-1.446639912218972,-0.6156758284294565
M,W,-0.9745984609332552,-0.7026111351933613,MW,34,-1.9936179549811752,-1.8630490734790466,-1.032084989689531
M,W,0.9412955056172084,0.7416913350297119,MW,35,-0.0777239884307116,-0.3007246195784621,0.5302394642110533
M,W,-0.10664842297429238,-0.10151404205074427,MW,36,-1.1256679170222124,-1.155275265146261,-0.3243111813567455
F,W,0.20982043004382026,0.09816287291093838,FW,37,0.20982043004382026,0.06045668356586438,0.06045668356586438
M,B,-0.5740431675309992,-0.4865552250357144,MB,38,-1.5930626615789192,-1.4577240825051738,-0.6267599987156585
F,B,-0.3385555998613852,-0.4917785159998877,FB,39,-0.3385555998613852,-0.2760767046105167,-0.2760767046105167
M,W,0.029953884656571745,-0.0014010791959195544,MW,40,-0.9890656093913482,-1.0438822917369843,-0.21291820794746882
F,B,0.456247775175155,0.22710547262757305,FB,41,0.456247775175155,0.37204932456532464,0.37204932456532464
F,W,-0.3910849452758427,-0.3153828967509913,FW,42,-0.3910849452758427,-0.42955433934712545,-0.42955433934712545
F,W,-1.3696670084350118,-1.2816115592056758,FW,43,-1.3696670084350118,-1.2275435360951839,-1.2275435360951839
M,W,0.9845691252246782,0.6350391646543803,MW,44,-0.03445036882324182,-0.2654369495393586,0.5655271342501569
F,B,-0.7884283869373678,-0.972910473305908,FB,45,-0.7884283869373678,-0.6429275161189864,-0.6429275161189864
M,W,-0.811426104289343,-0.6531126774792845,MW,46,-1.830445598337263,-1.7299894326867298,-0.8990253488972144
F,W,-2.500970746454046,-1.94975813729801,FW,47,-2.500970746454046,-2.1500703176156493,-2.1500703176156493
M,W,0.7054888755968132,0.4368700090672503,MW,48,-0.31353061845110686,-0.49301420914069716,0.33794987464881826
F,W,-1.1745286339934828,-1.0851238147118654,FW,49,-1.1745286339934828,-1.0684170606184005,-1.0684170606184005
M,W,1.4627480248998488,1.1062939983546325,MW,50,0.44372853085192876,0.12449621030397123,0.9554602940934867
F,B,-3.1182565957612955,-2.7080439685592017,FB,51,-3.1182565957612955,-2.5427965316191954,-2.5427965316191954
