G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-0.8557890126234888,-0.7364687109945696,MW,1,-1.835510057534119,-1.677598708175562,-0.9121784338507892
M,W,-0.3779732646825279,-0.1373937418318446,MW,2,-1.357694309593158,-1.3042987134826556,-0.5388784391578829
M,B,0.3580485039906897,0.12120287731310728,MB,3,-0.6216725409199404,-0.646783652794252,0.11863662153052074
M,W,0.4662479804135818,0.2601998931927504,MW,4,-0.5134730644970482,-0.6447394844868038,0.12068078983796876
M,W,0.920499799978205,0.6667340016395448,MW,5,-0.05922124493242509,-0.2898491265121035,0.4755711478126691
M,W,-0.9860732624617268,-0.8270279909491525,MW,6,-1.9657943073723567,-1.7793850347727187,-1.0139647604479463
M,B,-0.11717229201263947,-0.15159148531808547,MB,7,-1.0968933369232696,-1.018056306302359,-0.25263603197758644
F,B,-0.24551284193998235,-0.41393057769706537,FB,8,-0.24551284193998235,-0.1918102176166869,-0.1918102176166869
F,W,-1.0598672616609626,-1.0811662499835135,FW,9,-1.0598672616609626,-0.9545271709432398,-0.9545271709432398
F,W,-0.1837315035344047,-0.11399645265899415,FW,10,-0.1837315035344047,-0.27003429839078213,-0.27003429839078213
M,B,0.4088613686584925,0.2217525496342136,MB,11,-0.5708596762521376,-0.6070854172451676,0.15833485707960498
F,W,-0.11297823847045366,-0.11987811323105213,FW,12,-0.11297823847045366,-0.21475735620816028,-0.21475735620816028
F,W,-1.3210933025491625,-1.0558987104595037,FW,13,-1.3210933025491625,-1.1586135370737738,-1.1586135370737738
F,W,-1.0044955701857141,-0.8693246198605892,FW,14,-1.0044955701857141,-0.9112672904915777,-0.9112672904915777
F,W,0.8941013650609955,0.7174533889163149,FW,15,0.8941013650609955,0.5720371608701585,0.5720371608701585
M,B,1.2387640907330495,0.8212755499223526,MB,16,0.25904304582241944,0.041287272606695236,0.8067075469314678
M,B,-0.862239509251247,-0.8122793303437724,MB,17,-1.841960554161877,-1.600150114301749,-0.8347298399769764
M,B,-0.6681700377348939,-0.4709603025194624,MB,18,-1.647891082645524,-1.4485307233559712,-0.6831104490311987
M,B,0.7356683090098686,0.5127840605963979,MB,19,-0.24405273590076149,-0.35176308928822553,0.41365718503654714
M,W,-0.057852441161760665,0.06778561980329176,MW,20,-1.0375734860723906,-1.0542000044376854,-0.28877973011291286
M,W,0.3863922001617107,0.4566637057082493,MW,21,-0.5933288447489193,-0.7071278893744233,0.058292384950349385
M,W,0.06643690621343222,0.09574991688880688,MW,22,-0.9132841386971978,-0.9570972762093202,-0.19167700188454742
F,B,-1.1756385148007351,-1.1377913208897723,FB,23,-1.1756385148007351,-0.9184834389136061,-0.9184834389136061
F,B,-1.7471601675991255,-1.4994641683113488,FB,24,-1.7471601675991255,-1.3649924350609695,-1.3649924350609695
F,W,-0.5883211034570408,-0.7529455428967591,FW,25,-0.5883211034570408,-0.5861253777550957,-0.5861253777550957
M,B,-0.4540087560356874,-0.5639368242140449,MB,26,-1.4337298009463175,-1.2812143348395804,-0.5157940605148077
F,W,0.19998566371503967,-0.04402561360810217,FW,27,0.19998566371503967,0.029749911558475506,0.029749911558475506
F,W,-1.7301779680876297,-1.6398700300759552,FW,28,-1.7301779680876297,-1.4782164470501278,-1.4782164470501278
M,W,-0.14580299029985844,-0.18941329637213306,MW,29,-1.1255240352104885,-1.1229125566462972,-0.35749228232152447
F,W,0.2845271948440202,0.0698091252755387,FW,30,0.2845271948440202,0.09579912248920877,0.09579912248920877
M,W,-0.17623851533603185,-0.15015710347412858,MW,31,-1.155959560246662,-1.1466907208935817,-0.38127044656880915
M,W,-0.4615447549455109,-0.3688560879734024,MW,32,-1.441265799856141,-1.369590066909342,-0.6041697925845695
F,B,0.34014611506768033,-0.1511250526649368,FB,33,0.34014611506768033,0.2657437380344923,0.2657437380344923
F,W,-0.2227018542731869,-0.3247985222801683,FW,34,-0.2227018542731869,-0.3004804102794292,-0.3004804102794292
M,W,-0.9050329876888259,-0.6961738957963483,MW,35,-1.884754032599456,-1.7160712275719283,-0.9506509532471557
M,B,0.33023473689394445,0.2296807478700737,MB,36,-0.6494863080166856,-0.6685135333064522,0.09690674101832036
M,B,0.09114273051688557,0.012792691710153035,MB,37,-0.8885783143937445,-0.8553073865779031,-0.08988711225313047
M,B,0.1559488092624706,0.08598382376052169,MB,38,-0.8237722356481595,-0.804676763882763,-0.03925648955799038
F,B,-2.1194147989806864,-1.5867745138934697,FB,39,-2.1194147989806864,-1.6558213843326806,-1.6558213843326806
M,B,-2.0469677224946583,-1.8160413048393742,MB,40,-3.0266887674052882,-2.5257350026653436,-1.7603147283405707
M,B,1.157465984073781,0.8191313245013994,MB,41,0.17774493916315104,-0.022227969231248756,0.7431923050935239
M,B,0.468536251425153,0.2852065610599051,MB,42,-0.5111847934854771,-0.5604636105841476,0.20495666374062504
M,W,-1.228485470834182,-0.7886017609364091,MW,43,-2.208206515744812,-1.9687728406139662,-1.2033525662891937
F,W,1.8750408791215751,1.3673357723615336,FW,44,1.8750408791215751,1.3384093806449706,1.3384093806449706
F,W,-1.1839775807080626,-1.2861132065763363,FW,45,-1.1839775807080626,-1.0514900308767343,-1.0514900308767343
M,W,1.7917996933698812,1.4464214217770857,MW,46,0.8120786484592512,0.3908656615221144,1.156285935846887
F,W,-0.0966275251318538,-0.047052592225628014,FW,47,-0.0966275251318538,-0.2019831409822554,-0.2019831409822554
F,W,-0.2161760866978818,-0.31155045620034305,FW,48,-0.2161760866978818,-0.29538206638489195,-0.29538206638489195
M,W,-0.15669125253998992,-0.10274051016695854,MW,49,-1.13641229745062,-1.1314191583101632,-0.36599888398539066
F,B,-1.4030044769838956,-1.3543863484872185,FB,50,-1.4030044769838956,-1.0961161620753563,-1.0961161620753563
F,W,-0.5292756426018711,-0.6173392082563534,FW,51,-0.5292756426018711,-0.5399953154479016,-0.5399953154479016
M,W,0.22451141836280744,0.1688461835360414,MW,52,-0.7552096265478226,-0.8335994325305958,-0.06817915820582315
M,W,-0.3611490885321335,-0.12949894542383722,MW,53,-1.3408701334427635,-1.2911545990521056,-0.5257343247273332
F,W,-1.2023729109185746,-1.0594944425871835,FW,54,-1.2023729109185746,-1.0658616305980706,-1.0658616305980706
F,B,-0.8426078111016029,-0.8703908923272311,FB,55,-0.8426078111016029,-0.658298711936332,-0.658298711936332
M,B,-0.40076825910781977,-0.24229837533321896,MB,56,-1.3804893040184498,-1.2396194788594956,-0.47419920453472303
M,B,-0.03791877938179517,0.02664204917221068,MB,57,-1.0176398242924252,-0.9561384311130634,-0.19071815678829082
M,W,0.6652255783824746,0.5320250634024342,MW,58,-0.3144954665281554,-0.4892855535816785,0.27613472074309414
M,B,1.2677481683984346,0.8353917014495806,MB,59,0.28802712348780457,0.063931474028043,0.8293517483528157
F,W,-0.8805918980937066,-0.8498787438548299,FW,60,-0.8805918980937066,-0.8144658762776346,-0.8144658762776346
M,W,-0.2951978334705747,-0.16405038498209873,MW,61,-1.2749188783812047,-1.239629291921558,-0.47420901759678535
M,B,-0.6900829540642001,-0.6200634514655448,MB,62,-1.6698039989748301,-1.4656504846545186,-0.700230210329746
M,B,-0.1676413837663479,-0.26870011413810346,MB,63,-1.147362428676978,-1.057485964627775,-0.29206569030300233
M,W,-0.9586062278418198,-0.8951699215809099,MW,64,-1.9383272727524499,-1.7579260436824795,-0.9925057693577068
M,W,1.1732263070277005,0.8633131274734531,MW,65,0.19350526211707042,-0.09240313577847364,0.6730171385462991
M,W,1.1570224968641836,0.8393340173361399,MW,66,0.1773014519535535,-0.10506258091838797,0.6603576934063846
M,B,0.3624653238315047,0.29399219426326,MB,67,-0.6172557210791254,-0.6433329527488036,0.12208732157596897
M,B,0.2285868319329971,0.1988932698692266,MB,68,-0.7511342129776329,-0.747927329410877,0.01749294491389558
M,B,0.20874200353292996,-0.010350974527474409,MB,69,-0.7709790413777001,-0.7634313691340342,0.001988905190738466
F,W,1.0680669747480582,0.7598905933529724,FW,70,1.0680669747480582,0.7079501387340712,0.7079501387340712
M,W,0.7281480487497067,0.6369898170647407,MW,71,-0.2515729961609233,-0.4401265253257606,0.32529374899901214
M,W,-0.3195082181136559,-0.34058502273794244,MW,72,-1.2992292630242859,-1.258622107661415,-0.4932018333366426
F,W,0.4900889755500073,0.04395636580165852,FW,73,0.4900889755500073,0.25639703492153587,0.25639703492153587
F,W,-0.4723766339934772,-0.5647785720879881,FW,74,-0.4723766339934772,-0.4955421978956322,-0.4955421978956322
M,B,0.4302259449389452,0.24380890028275976,MB,75,-0.5494950999716848,-0.5903940540021657,0.17502622032260684
F,W,-2.45870383268578,-2.127156625856156,FW,76,-2.45870383268578,-2.0473871002989568,-2.0473871002989568
F,W,-2.6905456219358985,-2.2553539597647783,FW,77,-2.6905456219358985,-2.228516623697078,-2.228516623697078
F,B,-2.0381757621448413,-1.9522790735842663,FB,78,-2.0381757621448413,-1.5923522915906287,-1.5923522915906287
F,W,0.5835324031947242,0.11141347719583657,FW,79,0.5835324031947242,0.32940097251500733,0.32940097251500733
F,B,-1.1247441457737717,-1.0069139385804415,FB,80,-1.1247441457737717,-0.8787215269851365,-0.8787215269851365
M,W,0.4720275948444932,0.377189424549635,MW,81,-0.5076934500661369,-0.6402240827954957,0.1251961915292769
M,B,0.3277898449327681,0.1363189076160148,MB,82,-0.651931199977862,-0.6704236381116305,0.09499663621314208
M,W,-0.6477867338869129,-0.7284617858108436,MW,83,-1.627507778797543,-1.5150941237555642,-0.7496738494307915
M,B,-0.09331064088216708,-0.22269995205188847,MB,84,-1.073031685792797,-0.9994140696687729,-0.23399379534400033
F,W,-1.0441718475430941,-0.7895710927018597,FW,85,-1.0441718475430941,-0.9422649170678669,-0.9422649170678669
M,W,-0.7649447385257747,-0.5045960738185634,MW,86,-1.7446657834364048,-1.606625394330854,-0.8412051200060815
F,W,-1.2143072156385857,-0.9823524143819378,FW,87,-1.2143072156385857,-1.0751854670514354,-1.0751854670514354
F,B,-3.1353851001891035,-2.6643601917995667,FB,88,-3.1353851001891035,-2.4495618788299742,-2.4495618788299742
M,B,0.4722971078469934,0.339702095331953,MB,89,-0.5074239370636366,-0.5575253908030631,0.20789488352170954
F,W,-0.9207152118929446,-0.7262044940561551,FW,90,-0.9207152118929446,-0.845812756100792,-0.845812756100792
M,W,0.5055133350519474,0.3998660047306253,MW,91,-0.47420770985868266,-0.6140628968245486,0.15135737750022404
F,B,-1.0827226466154225,-1.1211999746892398,FB,92,-1.0827226466154225,-0.8458916642600219,-0.8458916642600219
F,B,-2.123411392996922,-2.1277202960287758,FB,93,-2.123411392996922,-1.6589437772874538,-1.6589437772874538
M,W,0.3069373264098914,0.2627300615421182,MW,94,-0.6727837185007386,-0.7692030806541057,-0.0037828063293330605
M,W,-0.6643421268892684,-0.596878618569761,MW,95,-1.6440631717998984,-1.5280282477281417,-0.7626079734033693
M,B,0.2559537823167466,0.023401667989162208,MB,96,-0.7237672625938835,-0.726546530479409,0.038873743845363656
M,B,-0.4097337171912468,-0.4004048971291461,MB,97,-1.389454762101877,-1.2466238638538896,-0.48120358952911696
M,W,-0.09094087192176148,-0.15494141325616725,MW,98,-1.0706619168323916,-1.0800507870465315,-0.3146305127217588
F,W,0.8829902161477978,0.7258472901985588,FW,99,0.8829902161477978,0.5633564259881402,0.5633564259881402
M,B,-0.4783275871012612,-0.6325257770468177,MB,100,-1.4580486320118913,-1.3002137494608792,-0.5347934751361065
F,B,-0.30011626371805394,-0.4760753798576076,FB,101,-0.30011626371805394,-0.2344698770100965,-0.2344698770100965
M,W,-1.3751943034634462,-1.2154901891865617,MW,102,-2.3549153483740763,-2.0833910939425984,-1.3179708196178257
F,W,-0.5369396027710391,-0.5308109248758354,FW,103,-0.5369396027710391,-0.5459828876507973,-0.5459828876507973
M,B,-0.5298805145968913,-0.4965097769870171,MB,104,-1.5096015595075214,-1.3404901690712692,-0.5750698947464966
M,B,-0.662720711405685,-0.6212726656637939,MB,105,-1.6424417563163152,-1.4442733636968565,-0.6788530893720839
F,W,-0.7968678160780427,-0.7563776135392525,FW,106,-0.7968678160780427,-0.7490553084870193,-0.7490553084870193
M,W,-0.7479415796752281,-0.6415616718487189,MW,107,-1.7276626245858582,-1.593341447252877,-0.8279211729281044
M,W,-0.3224852355534905,-0.05106305872868547,MW,108,-1.3022062804641206,-1.2609479426705792,-0.4955276683458065
M,W,0.3030753938267759,0.17517335361732495,MW,109,-0.6766456510838541,-0.7722202675488321,-0.006799993224059497
F,W,0.19954016427505405,-0.025520238245298255,FW,110,0.19954016427505405,0.029401859115041035,0.029401859115041035
M,W,-0.33065574850482005,-0.3251750012263778,MW,111,-1.31037679341545,-1.2673312660635672,-0.5019109917387946
F,W,-0.3694146501094257,-0.5237503759766939,FW,112,-0.3694146501094257,-0.41510175991693954,-0.41510175991693954
M,B,0.6393783912354514,0.3367770562552557,MB,113,-0.3403426536751787,-0.4269908856701307,0.33842938865464195
M,W,0.15071956279451176,0.2667791173669757,MW,114,-0.8290014821161182,-0.8912503145091197,-0.1258300401843471
M,W,-0.2138820014403425,-0.1151341711981455,MW,115,-1.1936030463509726,-1.1761002018985862,-0.41067992757381355
M,W,0.6612000941014478,0.5959637831362748,MW,116,-0.3185209508091823,-0.4924305174453003,0.2729897568794724
F,W,-1.53398937073699,-1.4834911829215611,FW,117,-1.53398937073699,-1.3249414604775804,-1.3249414604775804
F,W,-2.274632463142913,-2.036384971117099,FW,118,-2.274632463142913,-1.9035788613081426,-1.9035788613081426
M,W,-0.2310094412951914,-0.2802689547538305,MW,119,-1.2107304862058215,-1.1894812451866532,-0.42406097086188066
F,W,-0.09587716201605599,-0.4722398515298138,FW,120,-0.09587716201605599,-0.2013969096821106,-0.2013969096821106
M,W,-0.4418934672197597,-0.4824724165113028,MW,121,-1.4216145121303898,-1.354237233447189,-0.5888169591224164
M,W,-1.2004590861499325,-0.9505606357183198,MW,122,-2.1801801310605624,-1.9468768497451505,-1.1814565754203779
M,W,1.1738298117403596,0.8690685380378638,MW,123,0.19410876682972955,-0.09193163958563438,0.6734886347391382
M,W,0.7325689707882551,0.5836265442270836,MW,124,-0.24715207412237494,-0.4366726203830298,0.3287476539417428
M,W,-0.6240454257297963,-0.4121272982489638,MW,125,-1.6037664706404264,-1.4965459066923013,-0.7311256323675286
M,W,-0.42706660190649537,-0.3450987424261626,MW,126,-1.4067876468171254,-1.3426535450346464,-0.577233270709874
F,W,-0.15342094870408407,-0.4505186610758241,FW,127,-0.15342094870408407,-0.24635376880159032,-0.24635376880159032
M,B,0.30968992589209104,0.2137346812999477,MB,128,-0.6700311190185391,-0.6845644438739841,0.08085583045078865
F,W,-2.6520672653328083,-2.083537685473134,FW,129,-2.6520672653328083,-2.1984548888596986,-2.1984548888596986
M,B,-0.6275603891565755,-0.551077565375985,MB,130,-1.6072814340672057,-1.4168038879301952,-0.6513836136054225
M,B,-0.2579569304321507,-0.5451980526037368,MB,131,-1.2376779753427807,-1.1280462030383283,-0.3626259287135558
F,W,-0.024094256231317224,-0.2015156142677902,FW,132,-0.024094256231317224,-0.14531554680539907,-0.14531554680539907
M,B,-0.8489165275915141,-0.7042338953499878,MB,133,-1.8286375725021442,-1.5897413552679498,-0.8243210809431772
M,W,0.772708667357215,0.7311679644056864,MW,134,-0.20701237755341506,-0.40531294130016493,0.3601073330246077
M,W,0.9224663687876112,0.7437789966279227,MW,135,-0.05725467612301882,-0.2883127181177002,0.4771075562070724
F,W,-2.3596527745969715,-2.0653980095037774,FW,136,-2.3596527745969715,-1.970002125822461,-1.970002125822461
F,W,0.5692287921369341,0.5427375108587547,FW,137,0.5692287921369341,0.31822608354374177,0.31822608354374177
F,W,-0.41248985813984573,-0.5485744927076985,FW,138,-0.41248985813984573,-0.44875484690380557,-0.44875484690380557
M,W,-0.14897834713605854,-0.14988198635660532,MW,139,-1.1286993920466886,-1.1253933469827597,-0.35997307265798706
F,W,1.8413037678672923,1.3374457575397023,FW,140,1.8413037678672923,1.312051807654861,1.312051807654861
F,W,-1.5300480703418589,-1.3962990059947598,FW,141,-1.5300480703418589,-1.3218622664097293,-1.3218622664097293
F,W,-0.6134096769055408,-0.6294716798655761,FW,142,-0.6134096769055408,-0.6057261639902427,-0.6057261639902427
F,W,-1.5799024916414204,-1.3336408175649177,FW,143,-1.5799024916414204,-1.3608117051562392,-1.3608117051562392
F,W,-1.6820342167840716,-1.4293140834482934,FW,144,-1.6820342167840716,-1.4406034923001818,-1.4406034923001818
M,B,-1.0972781245174563,-0.859572210228683,MB,145,-2.0769991694280865,-1.7837772011225568,-1.0183569267977841
F,W,-2.056282914850952,-1.8694525062599567,FW,146,-2.056282914850952,-1.732990333052563,-1.732990333052563
F,W,-0.8202720761754383,-0.8504660871632727,FW,147,-0.8202720761754383,-0.7673402022097534,-0.7673402022097534
F,W,-0.9437841576594052,-0.7706286173308331,FW,148,-0.9437841576594052,-0.8638356809819843,-0.8638356809819843
F,W,0.09679968797894743,-0.10182644183781303,FW,149,0.09679968797894743,-0.050865523074342514,-0.050865523074342514
M,W,1.1501172553341192,0.8416318006335923,MW,150,0.17039621042348918,-0.11045739395591211,0.6549628803688605
F,B,-1.0090225893724492,-1.1688067607869217,FB,151,-1.0090225893724492,-0.7883125009607239,-0.7883125009607239
M,W,-0.4353023439531312,-0.3030430290891579,MW,152,-1.4150233888637613,-1.3490878295377207,-0.583667555212948
M,B,-0.10952235955459487,-0.3720280283117551,MB,153,-1.0892434044652248,-1.0120796934378915,-0.24665941911311887
F,W,-2.9083225184586423,-2.327569537943176,FW,154,-2.9083225184586423,-2.3986577600378225,-2.3986577600378225
F,W,-1.83625831925995,-1.51795002224687,FW,155,-1.83625831925995,-1.5610931515126643,-1.5610931515126643
M,W,0.8739182478473221,0.5725762101648936,MW,156,-0.10580279706330797,-0.3262415920978014,0.43917868222697126
F,W,-0.2704565538421664,-0.3097449277960705,FW,157,-0.2704565538421664,-0.33778941311678246,-0.33778941311678246
F,W,-0.2059453998154842,-0.22083370917316186,FW,158,-0.2059453998154842,-0.2873892043342764,-0.2873892043342764
M,B,-0.5292321279316513,-0.6284359972156013,MB,159,-1.5089531728422814,-1.3399836082479057,-0.5745633339231331
M,W,-0.5532795359692236,-0.32340923389860954,MW,160,-1.5330005808798537,-1.4412591012952454,-0.6758388269704729
M,B,0.13530336521587186,-0.15047791063158605,MB,161,-0.8444176796947582,-0.8208062953731741,-0.055386021048401346
M,B,-1.4609099919052533,-1.2169518172158478,MB,162,-2.4406310368158834,-2.0678694997774114,-1.3024492254526385
M,B,1.8352071491033903,1.4275729618814028,MB,163,0.8554861041927603,0.5072664528319982,1.2726867271567708
M,B,-1.1735434857819738,-0.9728419438824254,MB,164,-2.1532645306926037,-1.8433605427725155,-1.077940268447743
F,W,-2.399792399229792,-1.9978151664787835,FW,165,-2.399792399229792,-2.001361748704247,-2.001361748704247
F,W,-0.09744437024279973,-0.22853232839851603,FW,166,-0.09744437024279973,-0.20262131223737845,-0.20262131223737845
M,W,-0.09903856903255932,-0.08561236252510646,MW,167,-1.0787596139431894,-1.0863772220824464,-0.3209569477576737
F,B,0.10224573601555753,-0.2365339414445845,FB,168,0.10224573601555753,0.07988085967542453,0.07988085967542453
M,B,0.4621525999259003,0.2868865401237637,MB,169,-0.5175684449847298,-0.5654509243783485,0.19996934994642407
F,W,-1.6352976220721038,-1.2198191679181585,FW,170,-1.6352976220721038,-1.404089897607824,-1.404089897607824
M,B,0.11021150011936563,-0.09492741795809433,MB,171,-0.8695095447912644,-0.8404096532527018,-0.07498937892792912
F,W,-1.942783674683456,-1.5980604053709615,FW,172,-1.942783674683456,-1.6443175215457093,-1.6443175215457093
M,W,0.16461402717250714,0.05290766076879158,MW,173,-0.8151070177381229,-0.8803950768973043,-0.11497480257253165
M,W,0.5470459759736177,0.6017542774948706,MW,174,-0.43267506893701235,-0.5816149611873214,0.1838053131374513
M,W,-0.08663817021775254,0.15597737469483391,MW,175,-1.0663592151283825,-1.0766892433339323,-0.31126896900915985
F,W,-0.22966173448097385,-0.23149381983861525,FW,176,-0.22966173448097385,-0.30591791052052875,-0.30591791052052875
F,B,-2.897160610969858,-2.5941853163599626,FB,177,-2.897160610969858,-2.2634457850333907,-2.2634457850333907
M,W,0.37876703317463895,0.2987576117836919,MW,178,-0.6009540117359911,-0.7130851538808206,0.052335120443952
M,W,-0.6715217219348159,-0.5842945982642949,MW,179,-1.651242766845446,-1.5336374031483002,-0.7682171288235276
F,B,-0.6586387900016141,-0.8198367251663757,FB,180,-0.6586387900016141,-0.5145704340463145,-0.5145704340463145
M,W,-1.035338344912304,-0.911475543027064,MW,181,-2.015059389822934,-1.8178740445983606,-1.052453770273588
F,W,-0.18934198095199184,-0.32976973456884784,FW,182,-0.18934198095199184,-0.2744175595102309,-0.2744175595102309
M,W,-0.5546262522089647,-0.5750738012474654,MW,183,-1.5343472971195946,-1.4423112415131318,-0.6768909671883593
M,W,-0.5812672264065447,-0.5779287126953662,MW,184,-1.5609882713171748,-1.4631248617619967,-0.6977045874372241
F,W,-0.026008612354958997,-0.15929641265406758,FW,185,-0.026008612354958997,-0.14681116333514999,-0.14681116333514999
F,W,-0.9196986975824496,-1.1535636710235289,FW,186,-0.9196986975824496,-0.8450185905917055,-0.8450185905917055
M,W,0.2667514361062904,0.2884505093010636,MW,187,-0.7129696088043397,-0.8005988492149141,-0.03517857489014148
M,W,0.6319594159058496,0.4267391673655031,MW,188,-0.34776162900478047,-0.5152751914902054,0.2501450828345673
F,W,-0.9638792927061018,-0.7586828715872,FW,189,-0.9638792927061018,-0.8795352761472989,-0.8795352761472989
M,W,-1.0985545651063564,-0.9068037943514694,MW,190,-2.0782756100169864,-1.867262568866634,-1.1018422945418616
M,W,-0.05556732635521198,-0.15139002456767214,MW,191,-1.035288371265842,-1.052414727688576,-0.28699445336380347
M,B,0.1051151464885992,-0.048562518030812234,MB,192,-0.8746058984220308,-0.8443912482326005,-0.07897097390782784
F,W,-1.5992921035403092,-1.2614894687399454,FW,193,-1.5992921035403092,-1.3759601008509055,-1.3759601008509055
M,W,-0.5654419460851671,-0.6912330100399149,MW,194,-1.5451629909957971,-1.450761148164357,-0.6853408738395845
M,B,0.27454240680183084,0.011405358047004543,MB,195,-0.7051786381087992,-0.7120239170001903,0.053396357324582394
F,W,-2.282314044268415,-1.7109673872421345,FW,196,-2.282314044268415,-1.909580200120729,-1.909580200120729
M,W,1.0676639844807505,0.7476772195109868,MW,197,0.08794293957012045,-0.17487512339370048,0.5905451509310722
M,W,-0.6421570711089101,-0.5464147713169298,MW,198,-1.6218781160195401,-1.5106958738146457,-0.745275599489873
F,B,-0.9403611477430476,-1.06019004055873,FB,199,-0.9403611477430476,-0.7346698240370032,-0.7346698240370032
F,W,-0.6451665080260232,-0.45108034539977504,FW,200,-0.6451665080260232,-0.6305366164289186,-0.6305366164289186
M,W,-0.09065063908449984,-0.1310667542397049,MW,201,-1.0703716839951298,-1.0798240387296825,-0.3144037644049099
F,B,-1.2924617955536917,-1.2483270365080334,FB,202,-1.2924617955536917,-1.0097532019404936,-1.0097532019404936
F,W,-1.2022845894395382,-1.0767088862885583,FW,203,-1.2022845894395382,-1.0657926282518784,-1.0657926282518784
M,W,-0.3641658175775895,-0.2457876501574177,MW,204,-1.3438868624882194,-1.2935114592885284,-0.528091184963756
F,W,-2.2065211409944725,-1.8503400885864325,FW,205,-2.2065211409944725,-1.8503659726452906,-1.8503659726452906
F,W,-1.303357226018056,-1.2506371055684622,FW,206,-1.303357226018056,-1.1447569881771202,-1.1447569881771202
M,B,1.2219191388047366,0.96533226304658,MB,207,0.24219809389410651,0.028126926819560444,0.7935472011443331
M,B,-1.7017235112477334,-1.302212395515718,MB,208,-2.6814445561583633,-2.256008308261462,-1.4905880339366893
F,W,-1.5985197771804058,-1.5349725504426217,FW,209,-1.5985197771804058,-1.3753567104702085,-1.3753567104702085
F,W,-0.7929257487278649,-0.6307883915781333,FW,210,-0.7929257487278649,-0.7459755152251984,-0.7459755152251984
F,W,-0.5812886619555502,-0.2758849430662748,FW,211,-0.5812886619555502,-0.580631188025064,-0.580631188025064
F,W,-0.958807375917628,-0.8525681251698791,FW,212,-0.958807375917628,-0.8755727727798835,-0.8755727727798835
F,B,-2.124812814813298,-1.8476518805220072,FB,213,-2.124812814813298,-1.6600386569745926,-1.6600386569745926
M,W,-0.9196486626832644,-0.9677245831535916,MW,214,-1.8993697075938945,-1.7274899207007517,-0.962069646375979
M,B,0.15664108758205306,0.2675997620705173,MB,215,-0.823079957328577,-0.8041359121127245,-0.038715637787951854
M,B,0.3367025410711936,0.2924503833826838,MB,216,-0.6430185038394365,-0.6634604740980727,0.10195980022669993
M,B,-0.1588036660025224,-0.3872214706455196,MB,217,-1.1385247109131524,-1.0505813784801852,-0.2851611041554125
M,W,0.1070217873988962,-0.031575080924220816,MW,218,-0.8726992575117338,-0.9253897906431099,-0.15996951631833728
F,B,-1.625442611044155,-1.4232130564650336,FB,219,-1.625442611044155,-1.2698989530821834,-1.2698989530821834
