G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,B,-1.8363805032078004,-1.8967311589009976,FB,1,-1.8363805032078004,-1.4013626346204586,-1.4013626346204586
M,B,1.6597873720281584,1.153615030129864,MB,2,0.7043920908879537,0.3859826077871922,1.115055501963465
M,W,-0.25129844164990994,-0.08843197770933049,MW,3,-1.2066937227901147,-1.1632790796703483,-0.43420618549407547
M,W,0.315455049578226,0.06758918191384072,MW,4,-0.6399402315619787,-0.7307831104197255,-0.0017102162434529389
F,W,-1.6885104168257683,-1.5710664141931987,FW,5,-1.6885104168257683,-1.410919486735894,-1.410919486735894
F,B,0.9810527941850468,0.5155264873547531,FB,6,0.9810527941850468,0.748652431214224,0.748652431214224
F,W,-2.6124934577833723,-2.2771783258526126,FW,7,-2.6124934577833723,-2.1160213468129014,-2.1160213468129014
M,W,0.23463220581828176,0.2196935761608052,MW,8,-0.720763075321923,-0.7924599323371366,-0.06338703816086397
F,W,-0.7629353294093699,-0.5731307907252421,FW,9,-0.7629353294093699,-0.7046027180840911,-0.7046027180840911
M,W,-0.010817054631974209,-0.051859469763254666,MW,10,-0.9662123357721789,-0.9797650260741788,-0.2506921318979062
M,B,0.8430932132651905,0.4573713994365886,MB,11,-0.11230206787501418,-0.2372458985076738,0.4918269956685989
M,B,-0.30583984530897124,-0.2601330618931116,MB,12,-1.261235126449176,-1.1140096493499128,-0.38493675517363996
M,B,0.5126698100106237,0.2756334793534191,MB,13,-0.44272547112958094,-0.48939571719515806,0.23967717698111463
M,B,-0.009911889920187909,-0.19674089083935864,MB,14,-0.9653071710603925,-0.8881836952532173,-0.15911080107694464
M,W,-0.9390532043445736,-0.8597564296941566,MW,15,-1.8944484854847783,-1.688112481320497,-0.9590395871442244
M,B,-0.09593383977307716,-0.2320140792549241,MB,16,-1.0513291209132818,-0.9538280135578715,-0.2247551193815988
M,W,-1.9564838926884185,-1.4218230120934443,MW,17,-2.9118791738286234,-2.4645252930829074,-1.7354523989066342
F,W,-1.4662241955180408,-1.2536207579033174,FW,18,-1.4662241955180408,-1.2412903689209929,-1.2412903689209929
F,B,-1.368594189266795,-1.3689176818781423,FB,19,-1.368594189266795,-1.04438963245742,-1.04438963245742
M,B,-0.9474254974175252,-0.8321356298141058,MB,20,-1.90282077855773,-1.603610882973873,-0.8745379887976004
M,B,0.09230123541638054,-0.1976019052030752,MB,21,-0.8630940457238241,-0.810183708668609,-0.08111081449233633
M,W,-2.141303940515725,-1.6654488975117678,MW,22,-3.0966992216559297,-2.6055635521482428,-1.87649065797197
