G,R,X,Y,GR,UID
M,B,-0.15113497708931056,0.15659242076448787,MB,1
M,W,0.40577250732962283,0.4494111089403302,MW,2
M,W,-0.08382010453958487,-0.0644179881858147,MW,3
M,W,-0.0012916474840895798,-0.049180779601701974,MW,4
F,W,-0.19062601732059947,-0.15587752369802188,FW,5
M,B,1.126323919841643,0.9447049486858831,MB,6
M,B,0.8971733139421139,0.5946104216542141,MB,7
M,W,-1.1289047753667458,-0.9341717453411862,MW,8
M,W,0.19934224167111678,0.14293211498653036,MW,9
F,W,-2.753165993315007,-2.3481989511458257,FW,10
M,B,0.5171686136050302,0.5521883003058845,MB,11
M,B,0.2654647715857176,-0.040360192826093655,MB,12
M,W,-1.0949962261269528,-0.9287571237850019,MW,13
M,B,-1.1987448256291586,-1.1369725164929483,MB,14
M,B,0.42814267641300224,0.5533748447853336,MB,15
M,W,-0.34396527857518766,-0.3033982639147185,MW,16
M,B,0.7240555446453146,0.29743525053493897,MB,17
M,B,-0.7977296022473416,-0.6086509227071373,MB,18
M,W,0.1502235331978841,0.10355934286638108,MW,19
M,W,-0.9295872222383863,-0.7144648781536735,MW,20
M,B,0.4063532486379742,0.13872293459007184,MB,21
M,B,-0.9473999393622167,-0.6909971970845724,MB,22
M,W,-0.6036935913162775,-0.4791663931111718,MW,23
M,B,0.1308438207487151,8.72981452075261e-05,MB,24
M,W,0.32167853760805126,0.26616883946311204,MW,25
M,B,-0.25051049566746436,-0.19006715602322535,MB,26
M,B,-0.08230092809751495,-0.026952609085819715,MB,27
M,B,0.09072196256882471,-0.07366938541781007,MB,28
M,B,-1.1957376835558349,-1.0882502719986944,MB,29
M,W,0.059368253683337084,0.1819727059500792,MW,30
M,W,-0.8650240417464984,-0.818732000927668,MW,31
F,W,0.6968275684245309,0.4539654275401764,FW,32
M,W,-0.61804273295212,-0.5923949346031321,MW,33
M,B,-0.5719253290169433,-0.37476445610038317,MB,34
M,B,0.27328963018396796,0.05777682792367353,MB,35
M,W,0.5905815986183,0.5759593457810667,MW,36
M,B,0.38877592249286347,0.2634976923311797,MB,37
