G,R,X,Y,GR,UID
M,W,-1.4919942335503502,-1.1486004165290258,MW,1
M,B,1.4930483461863864,1.170096326666144,MB,2
M,B,0.497926896690084,0.30068698170573616,MB,3
F,W,-0.7475542088841272,-0.546966849472267,FW,4
F,W,-2.3065324270457106,-2.0418744696062365,FW,5
M,B,-0.7902413164430209,-0.8561576751940988,MB,6
M,W,0.43840221854877437,0.43875808416413203,MW,7
M,B,-0.1407588614618112,-0.22856179932454557,MB,8
M,B,-0.19925940001175935,-0.09769939685208112,MB,9
F,B,-2.6475304414412983,-2.289635003602264,FB,10
M,B,0.3047189101954902,0.12191780696708991,MB,11
M,W,-1.3969755902851406,-1.157623122963862,MW,12
M,W,0.9790778707790299,0.7685942629868218,MW,13
M,W,-0.024648907646752816,-0.09359732346403041,MW,14
F,B,-0.9522779091637872,-0.9848213706977643,FB,15
M,B,0.574803427953252,0.21903148790339583,MB,16
F,B,0.98547113161587,0.6963313818376844,FB,17
M,W,0.06168354364369499,0.03077038702066755,MW,18
M,W,-0.6061766696947085,-0.27510282741957653,MW,19
M,B,0.3714606668331366,0.15461089388775365,MB,20
M,B,1.1160476226770795,0.8458019426304696,MB,21
M,B,-0.6729301497354101,-0.49541878626486713,MB,22
M,B,-0.6340327414247577,-0.5666042663759566,MB,23
M,B,-0.3420253349054049,-0.3705506818911152,MB,24
M,W,-0.7596346688982107,-0.5871292619500099,MW,25
M,W,-0.7554224915340274,-0.6873688156020094,MW,26
M,B,0.7968446988887198,0.6419146708388361,MB,27
M,W,0.388634682453003,0.38772848890100764,MW,28
F,B,-2.027527915471822,-1.9284420616068347,FB,29
M,W,-0.8292625864362873,-0.772646373106702,MW,30
M,W,-1.888717196896568,-1.398089633966583,MW,31
M,B,-0.07049961476760093,-0.2731917153561633,MB,32
M,B,-0.17465430801127668,-0.4117436396983517,MB,33
M,W,-0.5365638808530402,-0.40296296404723053,MW,34
M,W,-0.4445872089482258,-0.5379759386092283,MW,35
M,B,-0.6614004407315546,-0.5286774400419811,MB,36
M,W,0.04910216710866266,-0.11814859111772077,MW,37
F,B,-2.4134373401908893,-2.221283957024614,FB,38
F,B,-2.77217916029726,-2.516026858984934,FB,39
M,B,0.250444073815312,0.16616464156743557,MB,40
M,B,-0.47801472239875387,-0.5337450018164895,MB,41
M,B,0.42036012847675575,-0.08834064395306657,MB,42
M,B,-0.4860520653224139,-0.5110097642705284,MB,43
M,B,-0.20994972349203295,-0.48692671116371034,MB,44
M,W,-0.1942074931937762,0.0017210434997549096,MW,45
M,W,0.10448253429198234,-0.08026671292689345,MW,46
M,B,0.4867614739111172,0.3758544114245118,MB,47
M,W,0.7777016739938972,0.7657437297269313,MW,48
M,W,-0.3365114372572694,-0.30762136038914395,MW,49
M,W,-0.11902938926842063,-0.09014028833249133,MW,50
M,W,-0.5524167692935765,-0.4763382742132137,MW,51
M,B,-0.904086429580971,-0.9464271766428375,MB,52
F,B,-2.2080504343546785,-1.762470754092343,FB,53
M,W,-0.8285439102761185,-0.7374315226742283,MW,54
M,B,0.3588473115471667,0.2248261734400471,MB,55
M,W,0.11292883254224394,-0.029668643194146194,MW,56
M,B,-0.08117543137546132,0.03034791920287519,MB,57
M,W,1.3722321720222352,1.2952533690997103,MW,58
M,B,-0.4322338765450129,-0.5338286394438578,MB,59
M,B,0.24169479716002873,-0.04757375721668844,MB,60
M,B,0.23151335381010602,0.058342658257106744,MB,61
M,W,-0.2074263787533886,-0.09474274309211565,MW,62
M,W,-1.5542589600494219,-1.149993495250158,MW,63
M,W,0.35023159420189454,0.22527739506729919,MW,64
F,W,-2.055356477355851,-1.8903787486439856,FW,65
M,B,-1.0514879094644758,-0.8131251596987211,MB,66
F,W,0.8021734332483978,0.5316940674572161,FW,67
M,B,-0.100162418323609,-0.31074488788602506,MB,68
M,B,-0.026222000632563816,-0.06789863599692289,MB,69
M,W,0.060233811510507475,0.052655000912263605,MW,70
M,B,-0.7038544624954111,-0.7373545244595444,MB,71
F,W,-0.9329881438161562,-1.0839366529367038,FW,72
M,W,-0.623189272553479,-0.36324563973560287,MW,73
F,W,-0.49769739152303694,-0.5604356632831353,FW,74
M,W,-0.39532209864418255,-0.146273956831993,MW,75
M,B,0.21923252368314197,0.22994482120950824,MB,76
M,W,1.2399920440934222,0.8968231346954976,MW,77
M,B,0.5207096014491659,0.2587246717174517,MB,78
M,B,-0.3013756013506854,-0.2759407833227944,MB,79
