G,R,X,Y,GR,UID
M,W,-0.43369923892724216,-0.22452046802256362,MW,1
M,B,-0.3316945008335027,-0.25087521222348347,MB,2
M,B,-0.34325482279535835,-0.3331875693818815,MB,3
M,W,0.6985276624679626,0.6707838302928797,MW,4
M,B,-0.14433120009019598,-0.03569878291084176,MB,5
M,W,0.28725131669356,0.25258399146350863,MW,6
M,B,0.24304621081229283,0.16826123175042348,MB,7
M,B,-0.11661070228881038,-0.27443906338169755,MB,8
M,B,0.9659387780063693,0.6661654871779189,MB,9
M,B,0.8574166512127201,0.5206049474372083,MB,10
M,W,-0.724779235025231,-0.6403631394657797,MW,11
M,W,-1.136139328716037,-0.7366918733303253,MW,12
M,B,-0.29770822365086425,-0.5449031230501786,MB,13
M,B,0.7452949038218875,0.629898856234065,MB,14
M,W,0.3914568623126991,0.2542505683638884,MW,15
M,W,0.5556888197948104,0.497686146405143,MW,16
M,B,-0.2765593990670072,-0.3340775988873472,MB,17
M,W,0.5014345041138522,0.35930836979313796,MW,18
M,W,-0.3698623634548758,-0.2922728096704995,MW,19
M,W,0.5581723093500798,0.45837401533797484,MW,20
M,B,-0.3449370656751567,-0.48700090760568215,MB,21
M,B,-0.6963145164706688,-0.662250730735356,MB,22
M,W,-0.2994183026654231,-0.37551068835859047,MW,23
M,W,-0.33808630160604614,-0.4052087353547313,MW,24
F,W,-2.283023874058376,-2.1132473786459403,FW,25
M,B,-1.471332633714761,-1.009071670776698,MB,26
M,B,0.716940155734294,0.441663434088962,MB,27
M,B,-1.5663339609481748,-1.494586835470677,MB,28
M,B,0.29538967787209164,0.19309617355763217,MB,29
M,W,0.052531091219992686,0.0008651270353195878,MW,30
M,B,-1.0586769067669175,-0.888328897110225,MB,31
M,B,1.3392969479807866,0.919241017907793,MB,32
M,B,-0.0724406442453081,-0.16953506275945052,MB,33
F,B,-0.3266349690241841,-0.37245800196173773,FB,34
M,W,-0.14559759584744256,-0.11194811917536979,MW,35
M,B,1.0455690288401112,0.8797599341210895,MB,36
M,B,-0.03964022181186209,-0.14696948130215792,MB,37
M,W,0.5982018311462173,0.6129848289097688,MW,38
M,W,-1.0330529764866037,-0.9124059775036987,MW,39
M,B,0.9558623064748747,0.7159632408227117,MB,40
M,W,1.2485961028434438,0.925800485022587,MW,41
M,W,-1.1957495965860112,-0.919249013136941,MW,42
M,W,-0.4406329239614365,-0.3018689087779996,MW,43
M,B,0.5872285486432919,0.26165851693922,MB,44
M,W,1.1635098980756047,0.8962820893592574,MW,45
M,B,0.7157680055999082,0.4166972129139396,MB,46
M,W,-0.9866851141597887,-0.8316155847815153,MW,47
M,W,0.899260318987241,0.8096552811206816,MW,48
F,B,-1.4903068726757343,-1.4820903809362316,FB,49
M,W,-0.6061960336012345,-0.5807891377339135,MW,50
M,W,-0.10400595807696676,-0.09770420644617356,MW,51
M,W,0.6950928131200478,0.6004836646755266,MW,52
M,B,0.668828502439873,0.577296488422466,MB,53
M,B,-0.478963311354604,-0.589108311078961,MB,54
M,B,0.9164987687694873,0.8135238417879278,MB,55
M,W,0.4001451419271743,0.2812904109621195,MW,56
M,B,-1.8330533857548952,-1.5337641599620055,MB,57
M,B,0.25276840806098805,0.11803151418070501,MB,58
M,W,-0.4901446716090463,-0.4218136860314209,MW,59
M,B,-0.4402319059044811,-0.46644761098030296,MB,60
M,W,0.44090113556501775,0.10798362781306992,MW,61
M,B,-0.04615753427389543,-0.11881132773158398,MB,62
M,W,1.3219227151809971,1.0176065563477903,MW,63
M,B,0.003332505504410718,-0.049389787431646945,MB,64
M,B,0.3876288160142771,0.41170422420782293,MB,65
F,B,-0.7039928644220377,-0.7422811081926896,FB,66
