G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,0.03699094444385828,0.3575561836478441,0,1,MB,0,0.3894103342896633,0.588538808403944,0.43716020397558697,746,785,691,839,832
Male,White,0.5874902678360175,1.0626729030708846,1,24,MW,1,0.5719499876843996,0.7767864687902166,0.7832510443862806,975,959,1080,846,848
Male,Black,-2.348506123588832,-1.052677255198237,0,27,MB,0,-1.9960867337430268,-0.8216946304421371,-0.973073234870494,90,310,79,334,132
Male,Black,0.5874902678360175,0.3575561836478441,0,30,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,816,772,758,793,923
Male,White,0.2204907189079114,1.0626729030708846,1,35,MW,0,0.20495043875629346,0.7767864687902166,0.7832510443862806,917,973,1009,879,797
Male,Black,0.5874902678360175,0.3575561836478441,0,36,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,818,762,760,796,915
Male,Black,0.03699094444385828,-0.3475605357751965,0,42,MB,0,0.3894103342896633,-0.11657791101909655,-0.26795651544745364,501,494,457,557,585
Female,Black,0.7709900423000706,0.3575561836478441,0,46,FB,1,0.7709900423000706,0.3575561836478441,0.3575561836478441,794,719,779,749,764
Male,Black,0.7709900423000706,1.0626729030708846,1,58,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1111,1041,1023,1088,1147
Male,Black,0.4039904933719645,1.0626729030708846,1,65,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1032,1067,946,1125,1112
Female,Black,0.7709900423000706,1.0626729030708846,1,70,FB,1,0.7709900423000706,1.0626729030708846,1.0626729030708846,1042,983,1002,1049,1053
Male,White,-1.4310072512685663,-1.7577939746212776,0,71,MW,0,-1.4465475314201843,-2.043680408901946,-2.037215833305882,39,13,73,9,13
Male,Black,0.4039904933719645,-1.4052356149097571,0,72,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,255,110,239,133,312
Female,White,0.5874902678360175,0.3575561836478441,0,76,FW,0,0.4860692372076046,0.2283767520101971,0.2705494978262189,693,589,824,600,595
Male,White,0.7709900423000706,1.0626729030708846,1,77,MW,1,0.7554497621484526,0.7767864687902166,0.7832510443862806,997,930,1109,824,891
Female,Black,0.5874902678360175,1.0626729030708846,1,78,FB,1,0.5874902678360175,1.0626729030708846,1.0626729030708846,1024,995,960,1060,1001
Male,Black,0.4039904933719645,-0.7001188954867168,0,81,MB,0,0.7564098832177695,-0.4691362707306168,-0.6205148751589739,444,340,410,362,533
Male,White,0.7709900423000706,1.0626729030708846,1,84,MW,0,0.7554497621484526,0.7767864687902166,0.7832510443862806,1002,931,1115,820,886
Female,Black,0.5874902678360175,-1.7577939746212776,0,85,FB,0,0.5874902678360175,-1.7577939746212776,-1.7577939746212776,153,9,160,19,129
Male,Black,-1.0640077023404604,-0.3475605357751965,0,87,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,375,558,337,618,447
Male,Black,0.7709900423000706,1.4152312627824049,1,93,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1243,1193,1157,1200,1221
Male,White,0.5874902678360175,0.3575561836478441,0,97,MW,0,0.5719499876843996,0.07166974936717607,0.07813432496324008,739,675,830,558,598
Male,White,-0.14650883002019482,1.4152312627824049,1,102,MW,1,-0.16204911017181278,1.1293448285017371,1.1358094040978008,991,1148,1081,1063,870
Male,Black,-0.513508378948301,-1.4052356149097571,0,107,MB,0,-0.16108898910249606,-1.1742529901536571,-1.3256315945820143,161,151,133,174,207
Male,Black,0.5874902678360175,1.4152312627824049,1,109,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1199,1213,1131,1216,1199
Male,Black,-3.2660049959090967,-1.052677255198237,0,112,MB,0,-2.9135856060632923,-0.8216946304421371,-0.973073234870494,55,351,49,372,81
Male,Black,0.4039904933719645,1.4152312627824049,1,114,MB,1,0.7564098832177695,1.6462138875385048,1.4948352831101477,1178,1230,1092,1218,1185
Male,White,-0.513508378948301,0.3575561836478441,0,115,MW,0,-0.5290486590999189,0.07166974936717607,0.07813432496324008,575,710,668,625,456
Male,Black,-0.6970081534123541,-1.4052356149097571,0,117,MB,0,-0.3445887635665491,-1.1742529901536571,-1.3256315945820143,145,157,121,184,188
Male,White,0.5874902678360175,0.7101145433593643,0,118,MW,0,0.5719499876843996,0.4242281090786963,0.4306926846747603,859,814,943,718,712
Male,Black,0.5874902678360175,0.7101145433593643,0,121,MB,0,0.9399096576818226,0.9410971681154644,0.7897185636871072,931,901,879,949,1065
Male,Black,0.5874902678360175,-1.7577939746212776,0,126,MB,0,0.9399096576818226,-1.5268113498651776,-1.6781899542935348,183,25,173,42,227
Female,White,-0.3300086044842479,-1.4052356149097571,0,127,FW,0,-0.4314296351126609,-1.534415046547404,-1.4922423007313823,102,37,205,32,70
Female,Black,0.7709900423000706,-1.4052356149097571,0,129,FB,0,0.7709900423000706,-1.4052356149097571,-1.4052356149097571,263,73,267,79,217
Male,Black,0.5874902678360175,0.004997823936323781,0,132,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,702,616,652,666,791
Female,Black,0.03699094444385828,-0.3475605357751965,0,136,FB,1,0.03699094444385828,-0.3475605357751965,-0.3475605357751965,472,436,443,476,428
