G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,0.4039904933719645,0.3575561836478441,0,3,MB,0,0.7564098832177695,0.588538808403944,0.43716020397558697,774,766,733,831,905
Male,White,0.03699094444385828,0.7101145433593643,0,9,MW,0,0.021450664292240323,0.4242281090786963,0.4306926846747603,752,774,727,683,608
Male,Black,-0.14650883002019482,-0.7001188954867168,0,15,MB,0,0.20591055982561016,-0.4691362707306168,-0.6205148751589739,374,372,346,403,441
Male,Black,0.2204907189079114,-1.052677255198237,0,17,MB,0,0.5729101087537164,-0.8216946304421371,-0.973073234870494,324,294,282,323,382
Male,Black,-0.3300086044842479,0.7101145433593643,0,18,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,763,854,757,905,896
Male,Black,0.5874902678360175,1.4152312627824049,1,23,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1209,1200,1161,1206,1206
Male,White,0.5874902678360175,1.0626729030708846,1,24,MW,1,0.5719499876843996,0.7767864687902166,0.7832510443862806,987,971,924,896,850
Male,Black,-2.348506123588832,-1.052677255198237,0,27,MB,0,-1.9960867337430268,-0.8216946304421371,-0.973073234870494,75,127,88,138,92
Male,Black,-1.9815065746607257,0.004997823936323781,0,29,MB,0,-1.6290871848149209,0.23598044869242374,0.08460184426406668,309,454,353,493,372
Male,Black,0.5874902678360175,0.3575561836478441,0,30,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,799,791,752,845,923
Male,Black,0.2204907189079114,1.4152312627824049,1,31,MB,1,0.5729101087537164,1.6462138875385048,1.4948352831101477,1135,1171,1124,1177,1176
Male,Black,0.03699094444385828,0.7101145433593643,0,33,MB,0,0.3894103342896633,0.9410971681154644,0.7897185636871072,822,886,816,946,942
Male,Black,0.5874902678360175,0.3575561836478441,0,36,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,805,792,746,855,927
Male,Black,0.7709900423000706,0.3575561836478441,0,41,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,832,827,774,876,969
Male,Black,0.03699094444385828,-0.3475605357751965,0,42,MB,0,0.3894103342896633,-0.11657791101909655,-0.26795651544745364,484,497,465,549,573
Male,Black,-3.0825052214450444,-1.7577939746212776,0,49,MB,0,-2.730085831599239,-1.5268113498651776,-1.6781899542935348,13,12,10,16,19
Male,White,-0.3300086044842479,-1.052677255198237,0,53,MW,0,-0.34554888463586586,-1.338563689478905,-1.3320991138828409,193,189,183,111,102
Male,Black,0.7709900423000706,0.3575561836478441,0,57,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,853,810,792,868,950
Male,White,-1.4310072512685663,-1.7577939746212776,0,71,MW,0,-1.4465475314201843,-2.043680408901946,-2.037215833305882,40,20,25,5,15
Male,Black,0.4039904933719645,-1.4052356149097571,0,72,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,247,208,217,227,305
Female,Black,0.5874902678360175,1.0626729030708846,1,78,FB,1,0.5874902678360175,1.0626729030708846,1.0626729030708846,1020,1009,1211,1072,996
Male,Black,0.7709900423000706,1.0626729030708846,1,83,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1089,1090,1055,1146,1173
Female,Black,0.5874902678360175,-1.7577939746212776,0,85,FB,0,0.5874902678360175,-1.7577939746212776,-1.7577939746212776,168,106,265,101,125
Male,Black,-0.513508378948301,0.004997823936323781,0,88,MB,0,-0.16108898910249606,0.23598044869242374,0.08460184426406668,511,574,512,611,598
Female,Black,0.2204907189079114,-1.7577939746212776,0,94,FB,0,0.2204907189079114,-1.7577939746212776,-1.7577939746212776,134,87,239,78,100
Male,Black,0.7709900423000706,0.3575561836478441,0,95,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,836,824,780,888,959
Male,White,0.5874902678360175,0.3575561836478441,0,97,MW,0,0.5719499876843996,0.07166974936717607,0.07813432496324008,733,708,690,617,592
Male,Black,0.7709900423000706,-0.7001188954867168,0,99,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,498,445,449,488,578
Female,Black,0.03699094444385828,-0.7001188954867168,0,104,FB,1,0.03699094444385828,-0.7001188954867168,-0.7001188954867168,352,345,509,349,307
Male,Black,0.5874902678360175,1.4152312627824049,1,105,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1205,1194,1155,1205,1201
Male,Black,-0.513508378948301,0.3575561836478441,0,106,MB,0,-0.16108898910249606,0.588538808403944,0.43716020397558697,618,704,620,738,726
Male,Black,-3.2660049959090967,-1.052677255198237,0,112,MB,0,-2.9135856060632923,-0.8216946304421371,-0.973073234870494,41,76,51,90,52
