G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,0.4039904933719645,0.3575561836478441,0,3,MB,0,0.7564098832177695,0.588538808403944,0.43716020397558697,779,781,673,820,882
Male,Black,-0.3300086044842479,0.7101145433593643,0,6,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,877,967,663,1046,995
Male,White,-0.14650883002019482,0.004997823936323781,0,8,MW,0,-0.16204911017181278,-0.2808886103443442,-0.27442403474828025,555,559,657,467,389
Male,Black,0.7709900423000706,-1.4052356149097571,0,11,MB,0,1.1234094321458756,-1.1742529901536571,-1.3256315945820143,186,67,288,95,239
Male,Black,0.7709900423000706,0.3575561836478441,0,12,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,814,742,737,788,911
Male,Black,0.2204907189079114,-1.052677255198237,0,17,MB,0,0.5729101087537164,-0.8216946304421371,-0.973073234870494,276,214,299,240,344
Male,Black,-0.3300086044842479,0.7101145433593643,0,18,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,880,968,662,1045,996
Female,White,0.2204907189079114,0.004997823936323781,0,19,FW,0,0.11906968827949845,-0.1241816077013232,-0.08200886188530143,506,472,697,473,428
Male,White,0.7709900423000706,1.0626729030708846,1,20,MW,0,0.7554497621484526,0.7767864687902166,0.7832510443862806,966,924,1171,851,821
Male,Black,-4.00000409376531,-1.4052356149097571,0,21,MB,0,-3.647584703919505,-1.1742529901536571,-1.3256315945820143,105,331,7,374,134
Male,Black,-2.348506123588832,-1.052677255198237,0,27,MB,0,-1.9960867337430268,-0.8216946304421371,-0.973073234870494,223,379,73,416,259
Male,White,-0.513508378948301,0.004997823936323781,0,32,MW,1,-0.5290486590999189,-0.2808886103443442,-0.27442403474828025,551,576,595,483,382
Male,Black,0.03699094444385828,0.7101145433593643,0,33,MB,0,0.3894103342896633,0.9410971681154644,0.7897185636871072,887,946,730,1001,1011
Male,Black,0.7709900423000706,0.7101145433593643,0,45,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,936,888,858,935,1073
Male,Black,-0.513508378948301,-1.7577939746212776,0,48,MB,0,-0.16108898910249606,-1.5268113498651776,-1.6781899542935348,59,41,97,69,103
Male,Black,-3.0825052214450444,-1.7577939746212776,0,49,MB,0,-2.730085831599239,-1.5268113498651776,-1.6781899542935348,20,164,8,186,42
Female,Black,0.7709900423000706,1.0626729030708846,1,51,FB,0,0.7709900423000706,1.0626729030708846,1.0626729030708846,996,985,964,1031,1039
Male,White,-0.3300086044842479,-1.052677255198237,0,53,MW,0,-0.34554888463586586,-1.338563689478905,-1.3320991138828409,192,169,357,81,51
Male,White,-0.6970081534123541,-1.052677255198237,0,55,MW,0,-0.7125484335639721,-1.338563689478905,-1.3320991138828409,190,181,315,87,45
Male,Black,0.7709900423000706,0.3575561836478441,0,57,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,802,758,751,791,919
Male,Black,0.4039904933719645,-1.4052356149097571,0,62,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,175,95,243,115,227
Male,Black,0.4039904933719645,1.0626729030708846,1,65,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1040,1047,909,1115,1109
Male,Black,0.7709900423000706,-0.7001188954867168,0,69,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,427,320,459,350,507
Female,Black,0.7709900423000706,1.0626729030708846,1,70,FB,1,0.7709900423000706,1.0626729030708846,1.0626729030708846,1000,980,962,1026,1033
Male,Black,0.4039904933719645,-1.4052356149097571,0,72,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,174,94,240,113,224
Male,White,0.4039904933719645,-1.4052356149097571,0,73,MW,0,0.38845021322034656,-1.691122049190425,-1.6846574735943611,95,34,376,12,26
Male,Black,-2.532005898052885,-1.7577939746212776,0,74,MB,0,-2.17958650820708,-1.5268113498651776,-1.6781899542935348,26,138,20,162,50
Male,White,0.5874902678360175,0.7101145433593643,0,82,MW,0,0.5719499876843996,0.4242281090786963,0.4306926846747603,835,812,1022,721,686
Male,White,0.7709900423000706,1.0626729030708846,1,84,MW,0,0.7554497621484526,0.7767864687902166,0.7832510443862806,983,933,1183,846,819
Male,Black,-1.0640077023404604,-0.3475605357751965,0,87,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,480,571,306,634,580
Male,Black,0.7709900423000706,0.3575561836478441,0,95,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,817,752,742,795,924
Female,Black,0.5874902678360175,0.3575561836478441,0,96,FB,1,0.5874902678360175,0.3575561836478441,0.3575561836478441,732,718,688,751,746
Male,Black,0.7709900423000706,-0.7001188954867168,0,99,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,431,318,461,351,501
Male,Black,0.7709900423000706,1.0626729030708846,1,101,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1085,1016,991,1081,1138
Male,Black,-0.513508378948301,-1.4052356149097571,0,107,MB,0,-0.16108898910249606,-1.1742529901536571,-1.3256315945820143,143,155,146,173,193
Male,Black,0.7709900423000706,0.004997823936323781,0,111,MB,0,1.1234094321458756,0.23598044869242374,0.08460184426406668,667,600,632,655,779
Female,Black,0.7709900423000706,0.3575561836478441,0,120,FB,0,0.7709900423000706,0.3575561836478441,0.3575561836478441,737,715,723,739,763
Male,White,0.7709900423000706,1.4152312627824049,1,122,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1143,1079,1233,978,978
Female,White,-0.3300086044842479,-1.4052356149097571,0,127,FW,0,-0.4314296351126609,-1.534415046547404,-1.4922423007313823,57,28,272,24,30
Female,Black,0.03699094444385828,-0.3475605357751965,0,136,FB,1,0.03699094444385828,-0.3475605357751965,-0.3475605357751965,460,444,429,478,453
Male,White,0.7709900423000706,1.4152312627824049,1,142,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1117,1077,1239,973,960
Male,Black,0.2204907189079114,0.3575561836478441,0,146,MB,0,0.5729101087537164,0.588538808403944,0.43716020397558697,766,789,642,827,873
Male,Black,-3.633004544837204,-1.052677255198237,0,149,MB,0,-3.2805851549913987,-0.8216946304421371,-0.973073234870494,213,433,27,485,244
Male,White,0.5874902678360175,-1.052677255198237,0,151,MW,0,0.5719499876843996,-1.338563689478905,-1.3320991138828409,203,128,478,46,82
Female,Black,0.4039904933719645,1.0626729030708846,1,152,FB,1,0.4039904933719645,1.0626729030708846,1.0626729030708846,988,995,895,1064,1018
Male,Black,0.5874902678360175,-0.3475605357751965,0,153,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,533,466,506,506,647
Male,Black,0.7709900423000706,-1.052677255198237,0,169,MB,0,1.1234094321458756,-0.8216946304421371,-0.973073234870494,299,186,359,211,366
Male,White,0.5874902678360175,0.7101145433593643,0,175,MW,0,0.5719499876843996,0.4242281090786963,0.4306926846747603,842,819,1024,722,690
Male,White,0.03699094444385828,0.7101145433593643,0,177,MW,0,0.021450664292240323,0.4242281090786963,0.4306926846747603,825,846,928,763,669
Male,Black,-0.8805079278764072,-1.7577939746212776,0,181,MB,1,-0.5280885380306022,-1.5268113498651776,-1.6781899542935348,53,54,77,79,94
Male,White,0.5874902678360175,0.7101145433593643,0,186,MW,0,0.5719499876843996,0.4242281090786963,0.4306926846747603,843,820,1026,715,694
Female,Black,0.7709900423000706,0.7101145433593643,0,189,FB,0,0.7709900423000706,0.7101145433593643,0.7101145433593643,868,856,835,880,887
Male,Black,0.5874902678360175,-0.3475605357751965,0,194,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,531,464,509,507,648
Male,White,0.5874902678360175,-0.3475605357751965,0,198,MW,0,0.5719499876843996,-0.6334469700558645,-0.6269823944598005,451,381,668,262,274
Male,Black,0.5874902678360175,0.7101145433593643,0,205,MB,0,0.9399096576818226,0.9410971681154644,0.7897185636871072,922,908,820,949,1055
Male,Black,0.2204907189079114,-1.4052356149097571,0,207,MB,1,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,167,102,224,129,217
Female,White,0.7709900423000706,1.4152312627824049,1,209,FW,1,0.6695690116716577,1.286051831144758,1.3282245769607797,1048,1009,1211,1035,997
Male,Black,-0.513508378948301,-1.052677255198237,0,214,MB,0,-0.16108898910249606,-0.8216946304421371,-0.973073234870494,252,260,212,296,308
Male,Black,0.2204907189079114,-1.4052356149097571,0,215,MB,0,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,165,108,221,131,215
Male,Black,0.5874902678360175,1.4152312627824049,1,219,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1189,1216,1075,1207,1188
Male,Black,-0.3300086044842479,0.3575561836478441,0,220,MB,0,0.022410785361557103,0.588538808403944,0.43716020397558697,750,834,564,889,850
Male,Black,-1.2475074768045131,-1.052677255198237,0,222,MB,0,-0.8950880869587081,-0.8216946304421371,-0.973073234870494,234,297,140,335,287
Male,Black,0.03699094444385828,0.7101145433593643,0,228,MB,1,0.3894103342896633,0.9410971681154644,0.7897185636871072,892,947,732,997,1014
Male,Black,0.7709900423000706,0.7101145433593643,0,233,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,931,886,850,928,1060
Female,White,0.5874902678360175,1.4152312627824049,1,235,FW,1,0.4860692372076046,1.286051831144758,1.3282245769607797,1032,1010,1197,1056,990
Male,Black,-0.3300086044842479,0.7101145433593643,0,236,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,876,969,665,1044,994
Male,White,0.7709900423000706,0.004997823936323781,0,237,MW,0,0.7554497621484526,-0.2808886103443442,-0.27442403474828025,582,486,809,403,420
Male,Black,-0.513508378948301,-0.3475605357751965,0,238,MB,0,-0.16108898910249606,-0.11657791101909655,-0.26795651544745364,489,537,372,602,594
Male,Black,0.7709900423000706,1.4152312627824049,1,239,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1223,1163,1105,1187,1222
Male,Black,0.7709900423000706,1.4152312627824049,1,242,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1218,1193,1122,1181,1243
Male,White,0.4039904933719645,1.4152312627824049,1,244,MW,1,0.38845021322034656,1.1293448285017371,1.1358094040978008,1099,1128,1190,1018,942
Male,Black,0.5874902678360175,-0.3475605357751965,0,247,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,534,468,508,504,646
Female,Black,0.4039904933719645,-1.7577939746212776,0,248,FB,0,0.4039904933719645,-1.7577939746212776,-1.7577939746212776,18,10,163,18,31
Male,Black,0.5874902678360175,0.004997823936323781,0,251,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,654,615,599,674,773
Male,White,0.2204907189079114,1.4152312627824049,1,254,MW,1,0.20495043875629346,1.1293448285017371,1.1358094040978008,1095,1133,1185,1050,933
Female,Black,0.4039904933719645,1.0626729030708846,1,255,FB,1,0.4039904933719645,1.0626729030708846,1.0626729030708846,989,998,897,1063,1015
Male,Black,0.03699094444385828,0.7101145433593643,0,257,MB,0,0.3894103342896633,0.9410971681154644,0.7897185636871072,891,948,727,999,1012
Male,Black,-1.4310072512685663,-1.052677255198237,0,260,MB,0,-1.0785878614227613,-0.8216946304421371,-0.973073234870494,230,307,130,343,277
Male,Black,-1.0640077023404604,-0.3475605357751965,0,269,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,481,574,303,633,578
Male,Black,-0.6970081534123541,-0.7001188954867168,0,271,MB,0,-0.3445887635665491,-0.4691362707306168,-0.6205148751589739,355,413,267,462,431
Male,Black,0.5874902678360175,1.4152312627824049,1,273,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1199,1209,1069,1215,1199
Male,Black,0.7709900423000706,1.0626729030708846,1,276,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1076,1031,997,1083,1150
Male,Black,0.7709900423000706,-1.7577939746212776,0,277,MB,0,1.1234094321458756,-1.5268113498651776,-1.6781899542935348,82,13,205,26,129
Male,White,0.7709900423000706,1.4152312627824049,1,282,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1124,1083,1222,974,964
Male,Black,0.7709900423000706,1.4152312627824049,1,283,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1203,1172,1123,1185,1205
Female,White,-0.3300086044842479,-1.4052356149097571,0,285,FW,0,-0.4314296351126609,-1.534415046547404,-1.4922423007313823,58,29,273,23,29
Male,White,-0.14650883002019482,-1.4052356149097571,0,286,MW,0,-0.16204911017181278,-1.691122049190425,-1.6846574735943611,90,51,308,19,21
Male,Black,0.2204907189079114,0.3575561836478441,0,289,MB,0,0.5729101087537164,0.588538808403944,0.43716020397558697,772,787,646,826,874
Male,White,0.2204907189079114,0.7101145433593643,0,297,MW,0,0.20495043875629346,0.4242281090786963,0.4306926846747603,828,839,961,750,675
Male,Black,-0.3300086044842479,0.3575561836478441,0,299,MB,0,0.022410785361557103,0.588538808403944,0.43716020397558697,753,835,565,890,848
Male,Black,0.5874902678360175,1.4152312627824049,1,300,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1187,1217,1066,1211,1193
Male,White,-0.8805079278764072,0.3575561836478441,0,308,MW,0,-0.8960482080280252,0.07166974936717607,0.07813432496324008,673,736,640,649,512
Male,Black,-3.0825052214450444,-1.7577939746212776,0,313,MB,0,-2.730085831599239,-1.5268113498651776,-1.6781899542935348,19,165,9,185,41
Male,White,-0.8805079278764072,-1.7577939746212776,0,315,MW,0,-0.8960482080280252,-2.043680408901946,-2.037215833305882,7,12,153,8,2
Male,Black,0.03699094444385828,-1.4052356149097571,0,317,MB,0,0.3894103342896633,-1.1742529901536571,-1.3256315945820143,156,121,202,141,207
Male,Black,0.4039904933719645,0.7101145433593643,0,329,MB,0,0.7564098832177695,0.9410971681154644,0.7897185636871072,901,916,786,954,1027
Male,Black,0.7709900423000706,0.004997823936323781,0,332,MB,0,1.1234094321458756,0.23598044869242374,0.08460184426406668,668,592,627,658,789
Male,Black,-0.513508378948301,-1.052677255198237,0,335,MB,0,-0.16108898910249606,-0.8216946304421371,-0.973073234870494,249,264,210,294,309
Male,Black,0.03699094444385828,0.3575561836478441,0,336,MB,0,0.3894103342896633,0.588538808403944,0.43716020397558697,760,806,622,854,867
Male,Black,-1.7980068001966727,-0.7001188954867168,0,339,MB,0,-1.4455874103508677,-0.4691362707306168,-0.6205148751589739,347,469,152,509,403
Male,Black,0.4039904933719645,-0.7001188954867168,0,351,MB,0,0.7564098832177695,-0.4691362707306168,-0.6205148751589739,402,357,401,381,470
Male,Black,0.03699094444385828,-0.7001188954867168,0,358,MB,0,0.3894103342896633,-0.4691362707306168,-0.6205148751589739,380,376,353,407,459
Male,Black,0.7709900423000706,-1.052677255198237,0,359,MB,0,1.1234094321458756,-0.8216946304421371,-0.973073234870494,300,191,360,214,365
Male,Black,-1.7980068001966727,-0.3475605357751965,0,367,MB,0,-1.4455874103508677,-0.11657791101909655,-0.26795651544745364,472,617,215,678,533
