G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,0.7709900423000706,-1.4052356149097571,0,11,MB,0,1.1234094321458756,-1.1742529901536571,-1.3256315945820143,292,271,300,303,337
Male,Black,0.7709900423000706,0.3575561836478441,0,12,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,861,861,793,891,961
Male,White,0.7709900423000706,1.4152312627824049,1,13,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1148,1145,1245,1056,1011
Male,Black,-0.3300086044842479,0.7101145433593643,0,18,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,856,886,721,923,968
Male,White,0.7709900423000706,1.0626729030708846,1,20,MW,0,0.7554497621484526,0.7767864687902166,0.7832510443862806,998,1005,1178,928,871
Male,White,-0.6970081534123541,-1.7577939746212776,0,26,MW,0,-0.7125484335639721,-2.043680408901946,-2.037215833305882,47,34,152,14,13
Male,Black,0.5874902678360175,0.3575561836478441,0,30,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,838,836,769,876,938
Male,Black,0.2204907189079114,1.4152312627824049,1,31,MB,1,0.5729101087537164,1.6462138875385048,1.4948352831101477,1171,1173,1040,1181,1184
Male,Black,0.03699094444385828,0.7101145433593643,0,33,MB,0,0.3894103342896633,0.9410971681154644,0.7897185636871072,905,905,779,963,999
Male,Black,-2.532005898052885,-1.7577939746212776,0,34,MB,0,-2.17958650820708,-1.5268113498651776,-1.6781899542935348,18,18,18,26,35
Male,White,0.2204907189079114,1.0626729030708846,1,35,MW,0,0.20495043875629346,0.7767864687902166,0.7832510443862806,946,946,1089,861,819
Male,Black,-0.3300086044842479,-0.3475605357751965,0,38,MB,0,0.022410785361557103,-0.11657791101909655,-0.26795651544745364,503,514,419,551,593
Male,Black,-0.14650883002019482,1.4152312627824049,1,39,MB,1,0.20591055982561016,1.6462138875385048,1.4948352831101477,1135,1163,972,1165,1175
Male,Black,0.7709900423000706,0.3575561836478441,0,41,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,857,862,788,894,960
