G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,-0.3300086044842479,0.7101145433593643,0,6,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,803,872,922,919,906
Male,White,-0.14650883002019482,0.004997823936323781,0,8,MW,0,-0.16204911017181278,-0.2808886103443442,-0.27442403474828025,514,563,601,449,376
Male,Black,-1.4310072512685663,-0.3475605357751965,0,10,MB,0,-1.0785878614227613,-0.11657791101909655,-0.26795651544745364,335,465,538,513,396
Male,Black,0.7709900423000706,0.3575561836478441,0,12,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,823,797,740,825,932
Male,Black,-0.14650883002019482,-0.7001188954867168,0,15,MB,0,0.20591055982561016,-0.4691362707306168,-0.6205148751589739,370,368,363,394,439
Female,White,0.2204907189079114,0.004997823936323781,0,19,FW,0,0.11906968827949845,-0.1241816077013232,-0.08200886188530143,516,471,548,491,421
Male,White,0.7709900423000706,1.0626729030708846,1,20,MW,0,0.7554497621484526,0.7767864687902166,0.7832510443862806,1002,980,955,872,868
Male,White,0.5874902678360175,1.0626729030708846,1,24,MW,1,0.5719499876843996,0.7767864687902166,0.7832510443862806,981,968,974,859,832
Male,White,-0.6970081534123541,-1.7577939746212776,0,26,MW,0,-0.7125484335639721,-2.043680408901946,-2.037215833305882,51,9,19,4,22
Male,White,0.7709900423000706,1.0626729030708846,1,28,MW,1,0.7554497621484526,0.7767864687902166,0.7832510443862806,992,974,964,885,866
Male,Black,0.2204907189079114,1.4152312627824049,1,31,MB,1,0.5729101087537164,1.6462138875385048,1.4948352831101477,1174,1190,1235,1184,1189
Male,White,-0.513508378948301,0.004997823936323781,0,32,MW,1,-0.5290486590999189,-0.2808886103443442,-0.27442403474828025,471,562,611,447,332
Male,Black,-0.3300086044842479,-0.3475605357751965,0,38,MB,0,0.022410785361557103,-0.11657791101909655,-0.26795651544745364,462,499,512,538,552
Male,Black,0.7709900423000706,0.3575561836478441,0,40,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,825,783,734,823,935
Male,Black,0.7709900423000706,0.3575561836478441,0,41,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,836,798,738,831,917
Male,Black,0.5874902678360175,1.0626729030708846,1,44,MB,1,0.9399096576818226,1.2936555278269846,1.1422769233986274,1070,1069,1023,1128,1145
Male,Black,0.7709900423000706,0.7101145433593643,0,45,MB,0,1.1234094321458756,0.9410971681154644,0.7897185636871072,960,939,870,978,1076
Male,Black,0.7709900423000706,1.0626729030708846,1,47,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1110,1078,1005,1143,1168
Male,Black,0.4039904933719645,-1.4052356149097571,0,50,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,234,176,121,201,282
Male,Black,0.7709900423000706,-0.3475605357751965,0,54,MB,0,1.1234094321458756,-0.11657791101909655,-0.26795651544745364,595,545,458,583,677
Male,White,0.5874902678360175,1.4152312627824049,1,56,MW,1,0.5719499876843996,1.1293448285017371,1.1358094040978008,1133,1118,1155,1019,973
Male,Black,0.7709900423000706,0.3575561836478441,0,57,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,832,787,735,837,930
Male,White,0.7709900423000706,1.4152312627824049,1,61,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1147,1140,1127,1027,996
Male,Black,0.03699094444385828,0.004997823936323781,0,64,MB,0,0.3894103342896633,0.23598044869242374,0.08460184426406668,626,634,646,685,713
Male,Black,0.4039904933719645,1.0626729030708846,1,65,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1037,1049,1042,1105,1125
Male,Black,-1.0640077023404604,-1.4052356149097571,0,67,MB,1,-0.7115883124946554,-1.1742529901536571,-1.3256315945820143,108,141,158,163,144
Female,Black,0.7709900423000706,1.0626729030708846,1,70,FB,1,0.7709900423000706,1.0626729030708846,1.0626729030708846,1049,1001,945,1065,1028
Male,White,-1.4310072512685663,-1.7577939746212776,0,71,MW,0,-1.4465475314201843,-2.043680408901946,-2.037215833305882,26,5,34,1,11
Male,Black,-2.532005898052885,-1.7577939746212776,0,74,MB,0,-2.17958650820708,-1.5268113498651776,-1.6781899542935348,15,24,69,49,27
Male,White,-0.14650883002019482,0.7101145433593643,0,75,MW,0,-0.16204911017181278,0.4242281090786963,0.4306926846747603,754,804,850,729,636
Female,Black,0.5874902678360175,1.0626729030708846,1,78,FB,1,0.5874902678360175,1.0626729030708846,1.0626729030708846,1022,993,947,1056,975
Female,Black,0.5874902678360175,-1.7577939746212776,0,85,FB,0,0.5874902678360175,-1.7577939746212776,-1.7577939746212776,143,28,6,37,105
Male,Black,-1.0640077023404604,-1.052677255198237,0,86,MB,0,-0.7115883124946554,-0.8216946304421371,-0.973073234870494,187,245,261,261,233
Male,Black,-1.0640077023404604,-0.3475605357751965,0,87,MB,0,-0.7115883124946554,-0.11657791101909655,-0.26795651544745364,375,469,529,518,443
Male,Black,-0.513508378948301,0.004997823936323781,0,88,MB,0,-0.16108898910249606,0.23598044869242374,0.08460184426406668,546,618,667,664,652
Female,Black,-0.3300086044842479,-1.4052356149097571,0,89,FB,1,-0.3300086044842479,-1.4052356149097571,-1.4052356149097571,144,104,82,123,106
Female,Black,0.7709900423000706,1.4152312627824049,1,91,FB,1,0.7709900423000706,1.4152312627824049,1.4152312627824049,1189,1170,1103,1163,1107
Male,Black,-1.4310072512685663,-0.7001188954867168,0,92,MB,0,-1.0785878614227613,-0.4691362707306168,-0.6205148751589739,236,330,397,360,289
Female,Black,0.2204907189079114,-1.7577939746212776,0,94,FB,0,0.2204907189079114,-1.7577939746212776,-1.7577939746212776,115,21,8,34,82
Male,White,0.5874902678360175,0.3575561836478441,0,97,MW,0,0.5719499876843996,0.07166974936717607,0.07813432496324008,732,711,704,628,609
Male,White,0.5874902678360175,1.0626729030708846,1,100,MW,1,0.5719499876843996,0.7767864687902166,0.7832510443862806,967,957,986,865,841
