G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,Black,-0.3300086044842479,0.7101145433593643,0,6,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,823,827,796,870,930
Male,Black,0.4039904933719645,-1.7577939746212776,0,7,MB,0,0.7564098832177695,-1.5268113498651776,-1.6781899542935348,174,182,77,192,218
Male,Black,-1.4310072512685663,-0.3475605357751965,0,10,MB,0,-1.0785878614227613,-0.11657791101909655,-0.26795651544745364,340,333,405,368,407
Male,Black,0.7709900423000706,0.3575561836478441,0,12,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,873,870,721,907,964
Male,Black,-0.14650883002019482,-0.7001188954867168,0,15,MB,0,0.20591055982561016,-0.4691362707306168,-0.6205148751589739,403,405,336,425,471
Male,Black,-2.532005898052885,-1.7577939746212776,0,34,MB,0,-2.17958650820708,-1.5268113498651776,-1.6781899542935348,18,19,8,22,29
Male,White,0.2204907189079114,1.0626729030708846,1,35,MW,0,0.20495043875629346,0.7767864687902166,0.7832510443862806,944,939,1141,867,815
Male,Black,0.5874902678360175,0.3575561836478441,0,36,MB,0,0.9399096576818226,0.588538808403944,0.43716020397558697,837,839,707,874,948
Male,Black,0.2204907189079114,-1.4052356149097571,0,37,MB,0,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,241,243,158,263,291
Male,White,0.5874902678360175,-0.3475605357751965,0,43,MW,0,0.5719499876843996,-0.6334469700558645,-0.6269823944598005,530,527,650,441,383
Male,Black,0.5874902678360175,1.0626729030708846,1,44,MB,1,0.9399096576818226,1.2936555278269846,1.1422769233986274,1081,1074,957,1137,1148
Male,Black,0.7709900423000706,1.0626729030708846,1,58,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1123,1114,983,1145,1156
Female,White,0.7709900423000706,0.3575561836478441,0,60,FW,0,0.6695690116716577,0.2283767520101971,0.2705494978262189,750,745,863,731,653
Male,Black,0.03699094444385828,0.004997823936323781,0,64,MB,0,0.3894103342896633,0.23598044869242374,0.08460184426406668,645,641,560,697,739
