G,R,X,Y,Y_bi,UID,GR,noise_Y_bi,X_count,Y_count,Y_count_resolve,Y_count__Y__full,Y_count_resolve__Y__full,Y__Y__full,Y_count_resolve__Y_count_resolve__full,Y_count__Y_count__full
Male,White,-1.6145070257326195,-0.3475605357751965,0,2,MW,0,-1.6300473058842375,-0.6334469700558645,-0.6269823944598005,250,249,378,176,135
Male,Black,-0.3300086044842479,0.7101145433593643,0,6,MB,0,0.022410785361557103,0.9410971681154644,0.7897185636871072,804,804,663,850,907
Male,Black,0.4039904933719645,-1.7577939746212776,0,7,MB,0,0.7564098832177695,-1.5268113498651776,-1.6781899542935348,181,185,144,207,234
Male,White,-0.14650883002019482,0.004997823936323781,0,8,MW,0,-0.16204911017181278,-0.2808886103443442,-0.27442403474828025,542,539,652,455,404
Male,Black,0.7709900423000706,0.3575561836478441,0,12,MB,0,1.1234094321458756,0.588538808403944,0.43716020397558697,858,864,724,907,957
Male,Black,-0.513508378948301,0.7101145433593643,0,14,MB,0,-0.16108898910249606,0.9410971681154644,0.7897185636871072,791,796,641,831,873
Male,White,-0.6970081534123541,-1.4052356149097571,0,16,MW,0,-0.7125484335639721,-1.691122049190425,-1.6846574735943611,104,102,227,70,56
Male,Black,-4.00000409376531,-1.4052356149097571,0,21,MB,0,-3.647584703919505,-1.1742529901536571,-1.3256315945820143,10,10,7,10,14
Female,Black,0.5874902678360175,-1.052677255198237,0,22,FB,0,0.5874902678360175,-1.052677255198237,-1.052677255198237,370,371,478,369,305
Male,White,0.5874902678360175,1.0626729030708846,1,24,MW,1,0.5719499876843996,0.7767864687902166,0.7832510443862806,984,975,1098,894,851
Male,Black,-2.532005898052885,-1.7577939746212776,0,34,MB,0,-2.17958650820708,-1.5268113498651776,-1.6781899542935348,18,19,19,21,32
Male,Black,-0.14650883002019482,1.4152312627824049,1,39,MB,1,0.20591055982561016,1.6462138875385048,1.4948352831101477,1065,1077,907,1136,1150
Male,White,0.5874902678360175,-0.3475605357751965,0,43,MW,0,0.5719499876843996,-0.6334469700558645,-0.6269823944598005,534,529,656,437,397
Female,Black,0.7709900423000706,0.3575561836478441,0,46,FB,1,0.7709900423000706,0.3575561836478441,0.3575561836478441,809,811,932,832,786
Male,Black,-0.513508378948301,-1.7577939746212776,0,48,MB,0,-0.16108898910249606,-1.5268113498651776,-1.6781899542935348,97,99,86,114,140
Male,White,-0.6970081534123541,-1.052677255198237,0,55,MW,0,-0.7125484335639721,-1.338563689478905,-1.3320991138828409,173,173,316,107,90
Male,White,0.5874902678360175,1.4152312627824049,1,56,MW,1,0.5719499876843996,1.1293448285017371,1.1358094040978008,1114,1120,1166,1021,990
Male,White,-1.0640077023404604,-0.3475605357751965,0,59,MW,0,-1.0795479824920784,-0.6334469700558645,-0.6269823944598005,315,314,453,230,195
Female,White,0.7709900423000706,0.3575561836478441,0,60,FW,0,0.6695690116716577,0.2283767520101971,0.2705494978262189,738,738,1106,732,654
Male,Black,0.4039904933719645,-1.4052356149097571,0,62,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,268,274,216,295,326
Male,White,0.03699094444385828,0.3575561836478441,0,63,MW,0,0.021450664292240323,0.07166974936717607,0.07813432496324008,677,673,785,598,540
Male,Black,0.03699094444385828,0.004997823936323781,0,64,MB,0,0.3894103342896633,0.23598044869242374,0.08460184426406668,629,640,512,687,720
Male,Black,0.4039904933719645,1.0626729030708846,1,65,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1020,1027,877,1108,1110
Male,White,-1.4310072512685663,-1.7577939746212776,0,71,MW,0,-1.4465475314201843,-2.043680408901946,-2.037215833305882,41,37,97,15,10
Male,Black,0.4039904933719645,-1.4052356149097571,0,72,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,270,271,215,296,334
Male,White,-0.14650883002019482,0.7101145433593643,0,75,MW,0,-0.16204911017181278,0.4242281090786963,0.4306926846747603,770,770,858,682,643
Female,White,-1.0640077023404604,0.3575561836478441,0,79,FW,0,-1.1654287329688733,0.2283767520101971,0.2705494978262189,469,458,818,432,377
Female,Black,0.7709900423000706,1.4152312627824049,1,91,FB,1,0.7709900423000706,1.4152312627824049,1.4152312627824049,1187,1181,1218,1179,1121
Male,Black,0.7709900423000706,1.4152312627824049,1,93,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1242,1205,1052,1212,1216
Female,Black,0.5874902678360175,0.3575561836478441,0,96,FB,1,0.5874902678360175,0.3575561836478441,0.3575561836478441,797,797,889,809,756
Male,Black,0.7709900423000706,1.0626729030708846,1,103,MB,1,1.1234094321458756,1.2936555278269846,1.1422769233986274,1101,1092,943,1155,1172
Male,Black,-0.513508378948301,-1.4052356149097571,0,107,MB,0,-0.16108898910249606,-1.1742529901536571,-1.3256315945820143,170,170,133,193,216
Male,White,0.7709900423000706,1.4152312627824049,1,110,MW,1,0.7554497621484526,1.1293448285017371,1.1358094040978008,1149,1159,1205,1064,1034
Male,Black,0.5874902678360175,1.4152312627824049,1,128,MB,1,0.9399096576818226,1.6462138875385048,1.4948352831101477,1189,1193,1018,1192,1196
Male,Black,0.5874902678360175,0.004997823936323781,0,132,MB,0,0.9399096576818226,0.23598044869242374,0.08460184426406668,708,717,599,764,798
Male,Black,0.7709900423000706,1.4152312627824049,1,133,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1231,1246,1079,1229,1236
Male,Black,0.2204907189079114,0.3575561836478441,0,138,MB,1,0.5729101087537164,0.588538808403944,0.43716020397558697,780,786,644,824,864
Male,Black,-1.0640077023404604,-1.4052356149097571,0,139,MB,0,-0.7115883124946554,-1.1742529901536571,-1.3256315945820143,118,120,90,130,160
Male,Black,0.2204907189079114,1.0626729030708846,1,145,MB,1,0.5729101087537164,1.2936555278269846,1.1422769233986274,990,1007,850,1081,1102
Male,Black,0.2204907189079114,0.3575561836478441,0,146,MB,0,0.5729101087537164,0.588538808403944,0.43716020397558697,776,789,647,827,867
Male,Black,0.5874902678360175,-0.3475605357751965,0,157,MB,0,0.9399096576818226,-0.11657791101909655,-0.26795651544745364,592,595,500,645,690
Female,Black,0.5874902678360175,1.4152312627824049,1,159,FB,1,0.5874902678360175,1.4152312627824049,1.4152312627824049,1168,1168,1180,1161,1104
Male,Black,0.7709900423000706,-0.7001188954867168,0,160,MB,0,1.1234094321458756,-0.4691362707306168,-0.6205148751589739,511,520,440,564,608
Male,Black,0.03699094444385828,-1.7577939746212776,0,162,MB,0,0.3894103342896633,-1.5268113498651776,-1.6781899542935348,145,148,124,173,200
Female,White,0.7709900423000706,0.7101145433593643,0,163,FW,0,0.6695690116716577,0.5809351117217173,0.6231078575377391,847,850,1175,836,761
Female,Black,0.5874902678360175,0.7101145433593643,0,164,FB,0,0.5874902678360175,0.7101145433593643,0.7101145433593643,908,906,998,922,868
Male,Black,0.4039904933719645,1.4152312627824049,1,170,MB,1,0.7564098832177695,1.6462138875385048,1.4948352831101477,1174,1169,995,1182,1183
Male,Black,-0.14650883002019482,0.7101145433593643,0,174,MB,0,0.20591055982561016,0.9410971681154644,0.7897185636871072,836,840,690,878,935
Male,Black,0.03699094444385828,-1.052677255198237,0,176,MB,0,0.3894103342896633,-0.8216946304421371,-0.973073234870494,331,328,266,352,382
Male,White,0.03699094444385828,0.7101145433593643,0,177,MW,0,0.021450664292240323,0.4242281090786963,0.4306926846747603,794,790,891,711,668
Male,Black,0.4039904933719645,-1.4052356149097571,0,184,MB,0,0.7564098832177695,-1.1742529901536571,-1.3256315945820143,273,269,219,297,325
Female,White,0.5874902678360175,0.3575561836478441,0,188,FW,0,0.4860692372076046,0.2283767520101971,0.2705494978262189,706,706,1088,698,634
Male,Black,0.7709900423000706,1.0626729030708846,1,191,MB,0,1.1234094321458756,1.2936555278269846,1.1422769233986274,1090,1099,939,1146,1168
Male,Black,0.7709900423000706,1.4152312627824049,1,192,MB,0,1.1234094321458756,1.6462138875385048,1.4948352831101477,1209,1229,1068,1241,1226
Male,Black,0.4039904933719645,0.7101145433593643,0,195,MB,0,0.7564098832177695,0.9410971681154644,0.7897185636871072,917,912,773,968,1051
Male,White,0.5874902678360175,-0.3475605357751965,0,206,MW,0,0.5719499876843996,-0.6334469700558645,-0.6269823944598005,533,525,654,436,399
Male,Black,-0.3300086044842479,-1.052677255198237,0,210,MB,0,0.022410785361557103,-0.8216946304421371,-0.973073234870494,280,284,212,305,337
Female,White,0.7709900423000706,1.4152312627824049,1,211,FW,1,0.6695690116716577,1.286051831144758,1.3282245769607797,1088,1079,1247,1097,1010
Male,Black,0.7709900423000706,1.4152312627824049,1,212,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1210,1203,1063,1231,1227
Male,Black,-0.513508378948301,-1.052677255198237,0,214,MB,0,-0.16108898910249606,-0.8216946304421371,-0.973073234870494,261,262,196,286,311
Male,Black,0.2204907189079114,-1.4052356149097571,0,215,MB,0,0.5729101087537164,-1.1742529901536571,-1.3256315945820143,253,254,202,276,303
Male,Black,-3.2660049959090967,-1.4052356149097571,0,217,MB,0,-2.9135856060632923,-1.1742529901536571,-1.3256315945820143,20,20,17,23,33
Male,Black,0.03699094444385828,-1.4052356149097571,0,223,MB,0,0.3894103342896633,-1.1742529901536571,-1.3256315945820143,232,229,179,253,267
Male,Black,-1.6145070257326195,-0.7001188954867168,0,225,MB,0,-1.2620876358868145,-0.4691362707306168,-0.6205148751589739,210,212,150,236,260
Male,Black,-0.6970081534123541,-1.052677255198237,0,229,MB,0,-0.3445887635665491,-0.8216946304421371,-0.973073234870494,236,240,173,263,282
Male,White,0.2204907189079114,1.4152312627824049,1,230,MW,1,0.20495043875629346,1.1293448285017371,1.1358094040978008,1033,1034,1138,964,911
Male,Black,0.4039904933719645,1.0626729030708846,1,231,MB,1,0.7564098832177695,1.2936555278269846,1.1422769233986274,1023,1015,882,1112,1107
Male,White,0.7709900423000706,0.004997823936323781,0,237,MW,0,0.7554497621484526,-0.2808886103443442,-0.27442403474828025,669,664,788,595,529
Male,Black,0.7709900423000706,1.4152312627824049,1,242,MB,1,1.1234094321458756,1.6462138875385048,1.4948352831101477,1200,1235,1076,1244,1210
