G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,W,-1.0744520295155142,-0.8509020272730944,FW,1,-1.0282849219748522,-1.0184973648901257,-1.0553704784041607
M,W,-0.08313875571204962,-0.13575342410340552,MW,2,-0.9082279922786064,-1.0473228518601676,-0.38833400244326866
M,W,-0.019023503527128286,-0.10580196046546507,MW,3,-0.8441127400936851,-0.9961147710915521,-0.337125921674653
M,B,1.0929388869225949,0.6660971811600427,MB,4,0.1495501854653759,-0.03929307500508622,0.7141801341634186
F,B,-1.4569096002913795,-1.4660876318012073,FB,5,-1.4569096002913795,-1.1636161746524056,-1.1636161746524056
M,W,0.8290118842076138,0.6589408594454014,MW,6,0.003922647641057098,-0.3187991067233481,0.340189742693551
F,W,-0.890091135004095,-0.7569751067778745,FW,7,-0.8439240274634329,-0.8712505358597118,-0.9081236493737468
M,B,-0.0996178693413966,-0.20451393458728465,MB,8,-1.0430065707986156,-0.9917738126584408,-0.2383006034899358
F,W,0.5213104800530178,0.13786296609498255,FW,9,0.5674775875936799,0.2560189583371289,0.21914584482309385
F,W,-0.4389837801913109,-0.5117057809859049,FW,10,-0.3928166726506488,-0.5109565173016386,-0.5478296308156736
M,W,-0.2129969860080476,-0.19116298340385385,MW,11,-1.0380862225746044,-1.1510390585170114,-0.4920502091001123
F,W,0.22174276521118194,0.08162884965135661,FW,12,0.2679098727518441,0.01675782756833999,-0.02011528594569509
M,W,0.4919867447762915,0.4300305487606728,MW,13,-0.33310249179026524,-0.5879770319894977,0.07101181742740131
F,B,-1.804207657566394,-1.7214597485606795,FB,14,-1.804207657566394,-1.4409989558419458,-1.4409989558419458
M,B,-0.4955609609161794,-0.4718540061445403,MB,15,-1.4389496623733984,-1.3080087976610457,-0.5545355884925409
M,B,-0.6514720699642933,-0.7494932229704081,MB,16,-1.5948607714215122,-1.4325331252240576,-0.6790599160555528
M,W,0.44606913929995856,0.2344110372109048,MW,17,-0.3790200972665982,-0.6246508712056598,0.034337978211239295
F,W,-0.7808197789810318,-0.9482306942981088,FW,18,-0.7346526714403697,-0.7839768180743336,-0.8208499315883688
M,B,-0.10046612213775916,-0.08490002163103548,MB,19,-1.043854823594978,-0.992451301964465,-0.23897809279596016
M,W,0.7182702822542915,0.4372896167841881,MW,20,-0.10681895431226529,-0.4072470922497201,0.251741757167179
M,W,0.6254253100233524,0.39534582039943655,MW,21,-0.1996639265432043,-0.48140125487001384,0.17758759454688522
M,B,-0.22444215016602784,-0.39992019681421004,MB,22,-1.1678308516232467,-1.0914694644187461,-0.3379962552502412
M,B,0.185443070183442,-0.21228176557770245,MB,23,-0.757945631273777,-0.7640990688539016,-0.010625859685396644
M,W,-0.5035546779881609,-0.5160816604121741,MW,24,-1.3286439145547178,-1.3831039923949353,-0.7241151429780361
M,B,-2.054247101226156,-2.023229144647253,MB,25,-2.997635802683375,-2.55291267070058,-1.7994394615320752
M,W,-0.8832941152550977,-0.6879119028067394,MW,26,-1.7083833518216545,-1.6863973135926518,-1.0274084641757526
M,B,0.6570738535494307,0.3348531153498644,MB,27,-0.2863148479077883,-0.3874132347576126,0.36605997441089233
M,W,-0.428219782865701,-0.12752244831857168,MW,28,-1.2533090194322578,-1.3229349177572878,-0.6639460683403888
M,B,0.6349336330327527,0.3899591277825889,MB,29,-0.30845506842446624,-0.4050963625909559,0.34837684657754897
M,B,-0.046387920564596535,-0.1977093600468704,MB,30,-0.9897766220218155,-0.9492596927980075,-0.1957864836295026
M,W,0.4713509409695426,0.4351160293206138,MW,31,-0.35373829559701414,-0.6044586002911168,0.05453024912578236
M,W,0.5559288379298386,0.4514794171162735,MW,32,-0.26916039863671815,-0.5369072512565563,0.12208159816034286
F,W,0.3216743173680221,-0.14789947904179634,FW,33,0.3678414249086842,0.09657195634102667,0.059698842826991616
F,B,-2.5338161445798923,-2.4954453230189766,FB,34,-2.5338161445798923,-2.0237284789934034,-2.0237284789934034
M,B,0.33130363752114705,0.15831596158105027,MB,35,-0.612085063936072,-0.6476019880712743,0.10587122109723057
F,W,0.2038794394271025,-0.049514297385493435,FW,36,0.2500465469677646,0.002490604117219186,-0.03438250939681589
F,W,0.2387063431480663,0.0969930147428359,FW,37,0.2848734506887284,0.030306433235697428,-0.006566680278337594
F,B,-0.6569510006898615,-0.8976224124702243,FB,38,-0.6569510006898615,-0.5246988627186752,-0.5246988627186752
F,W,1.0049755945778704,0.6305113858856669,FW,39,1.0511427021185327,0.6423164679860924,0.6054433544720572
M,W,-1.0902464493158894,-0.8779894596674943,MW,40,-1.9153356858824462,-1.8516876536707478,-1.1926988042538489
F,W,-0.4088404536041185,-0.27640492734836136,FW,41,-0.3626733460634564,-0.48688140490779347,-0.5237545184218285
M,W,0.003092527842409707,0.0063661133296081356,MW,42,-0.8219967087241471,-0.9784509628390925,-0.31946211342219344
F,W,-1.950379508459576,-1.4375794174494934,FW,43,-1.9042124009189139,-1.7180901070327868,-1.754963220546822
M,W,0.5370877363129133,0.4512581140788114,MW,44,-0.28800150025364346,-0.5519554125050916,0.10703343691180744
M,W,0.33480642759806845,0.2810941885527117,MW,45,-0.4902828089684883,-0.7135150608205223,-0.05452621140362329
F,W,-1.2546864425375746,-1.1966353988400953,FW,46,-1.2085193349969123,-1.1624484227865848,-1.1993215363006198
F,W,0.03919614829651727,-0.1680901695301064,FW,47,0.08536325583717938,-0.12903995976691934,-0.16591307328095442
F,B,-2.352631278151876,-2.2420642842337437,FB,48,-2.352631278151876,-1.8790183053932639,-1.8790183053932639
M,W,-0.5587037785549746,-0.5516285916843547,MW,49,-1.3837930151215314,-1.427150915707296,-0.7681620662903968
M,W,-1.1021613263291163,-0.9562109081203778,MW,50,-1.927250562895673,-1.8612039226340467,-1.2022150732171477
M,W,0.1496357100220571,-0.006103241341217328,MW,51,-0.6754535265444996,-0.8614086857924121,-0.20241983637551317
M,W,-0.4050469254183364,-0.20358751112694526,MW,52,-1.2301361619848932,-1.3044270352275311,-0.645438185810632
M,W,-0.6753046351052268,-0.5750798936559798,MW,53,-1.5003938716717835,-1.520278617407568,-0.861289767990669
M,W,-0.047806407028692516,-0.08645370010415429,MW,54,-0.8728956435952493,-1.019103329929507,-0.36011448051260775
F,W,1.1042205413465311,0.9317651670673812,FW,55,1.1503876488871931,0.7215822132934429,0.6847090997794079
F,W,-0.3726522547476986,-0.4186414886419169,FW,56,-0.3264851472070365,-0.45797832573771585,-0.4948514392517509
F,W,-0.6757212616104769,-0.8612935895365654,FW,57,-0.6295541540698147,-0.7000358963315529,-0.7369090098455882
M,B,-1.6382713796106203,-1.4580864831935791,MB,58,-2.5816600810678394,-2.2206778650285344,-1.4672046558600296
M,W,-0.17730950674594098,-0.2336502836371707,MW,59,-1.0023987433124977,-1.1225358980644655,-0.4635470486475666
F,W,-2.3391535034786872,-1.9930736225076973,FW,60,-2.292986395938025,-2.028599220843277,-2.0654723343573123
F,W,0.4776365502774169,0.12648889776847555,FW,61,0.523803657818079,0.22113711591714713,0.18426400240311208
F,W,-0.9380066525705628,-0.5446499389071174,FW,62,-0.8918395450299007,-0.9095200834322121,-0.9463931969462471
M,B,-0.3329356615501334,-0.32757916332766696,MB,63,-1.2763243630073524,-1.1781219270465795,-0.42464871787807434
M,B,0.3533505238312907,0.13077774896142086,MB,64,-0.5900381776259283,-0.6299934051461051,0.12347980402239972
F,B,-1.9875314618351507,-1.8840753251324218,FB,65,-1.9875314618351507,-1.5874174733692337,-1.5874174733692337
M,W,1.5650247583155357,1.15292774357507,MW,66,0.7399355217489789,0.2690455233711318,0.9280343727880309
F,W,-1.7614447736726957,-1.5677956023078703,FW,67,-1.7152776661320335,-1.567190206786603,-1.6040633203006383
M,B,-0.12682712722119227,-0.1302664674634544,MB,68,-1.0702158286784114,-1.0135055196654414,-0.2600323104969365
F,B,-0.4010642518592892,-0.6597830195694783,FB,69,-0.4010642518592892,-0.32032519412666294,-0.32032519412666294
F,B,-0.7873609168046378,-0.9391009046312774,FB,70,-0.7873609168046378,-0.6288556942035305,-0.6288556942035305
M,W,0.24208795539639705,0.21048354508546804,MW,71,-0.5830012811701597,-0.7875681893889296,-0.1285793399720305
M,W,-0.9494226105085573,-0.7163763057569461,MW,72,-1.774511847075114,-1.7392133473856617,-1.0802244979687627
M,W,-0.0247252135898048,-0.06422413341661863,MW,73,-0.8498144501563616,-1.000668658340824,-0.3416798089239249
F,B,-0.4228013470332373,-0.6449148694116825,FB,74,-0.4228013470332373,-0.33768635059739116,-0.33768635059739116
M,B,0.42017847411966747,0.30173525220298103,MB,75,-0.5232102273375515,-0.5766187250294597,0.17685448413904514
F,B,-0.6345947852381308,-0.9540914258130464,FB,76,-0.6345947852381308,-0.5068432223286022,-0.5068432223286022
M,W,-0.07190105831207501,-0.04591081938053608,MW,77,-0.8969902948786318,-1.0383474381091398,-0.37935858869224076
F,B,-1.250702898011164,-1.3128854775704906,FB,78,-1.250702898011164,-0.998921361709308,-0.998921361709308
M,W,-0.07829071306055604,-0.21436838885827508,MW,79,-0.9033799496271128,-1.0434507785046523,-0.38446192908775334
M,W,-1.1398278316843151,-1.060946358678303,MW,80,-1.9649170682508719,-1.8912877074242456,-1.2322988580073466
F,W,-0.4986522682359426,-0.4812656574442138,FW,81,-0.4524851606952805,-0.5586130210352271,-0.5954861345492622
M,W,0.2679507134946987,0.14443951144080575,MW,82,-0.5571385230718581,-0.7669119155622711,-0.10792306614537203
M,B,0.3294353388183191,-0.03202085087294043,MB,83,-0.6139533626388999,-0.6490941757741063,0.10437903339439858
M,W,-0.14974561987043036,-0.25504137763317064,MW,84,-0.9748348564369871,-1.1005209531439168,-0.44153210372701784
M,W,0.4790780865265985,0.4660315666657287,MW,85,-0.34601115003995825,-0.5982870220735763,0.060701827343322745
M,W,0.17805104866346785,-0.04276346373914819,MW,86,-0.6470381879030889,-0.8387136965873454,-0.17972484717044637
M,W,0.600160167502876,0.4591689783831538,MW,87,-0.2249290690636807,-0.5015802203225339,0.15740862909436515
M,B,0.4483061486869981,0.10649693747058207,MB,88,-0.4950825527702209,-0.5541534896604574,0.19931971950804755
M,B,-1.0701813757642078,-0.9671375185959904,MB,89,-2.0135700772214267,-1.766951211705757,-1.0134780025372523
M,W,0.04778059759365933,-0.021962993783063163,MW,90,-0.7773086389728974,-0.9427591390182122,-0.28377028960131323
F,B,-1.7046357488378878,-1.8081354047707052,FB,91,-1.7046357488378878,-1.3614720699498286,-1.3614720699498286
M,W,-0.2740747080880593,-0.3220109825918476,MW,92,-1.099163944654616,-1.1998211005249795,-0.5408322511080803
M,W,0.15881676712604684,0.2726119681373086,MW,93,-0.6662724694405099,-0.8540758859093769,-0.19508703649247774
F,B,-1.7914462645921614,-1.6246918512727122,FB,94,-1.7914462645921614,-1.4308065847621323,-1.4308065847621323
M,B,1.3387368544621048,1.1047142186424677,MB,95,0.3953481530048858,0.15702280531340318,0.910496014481908
M,W,0.7775500119136483,0.3943757284947481,MW,96,-0.047539224652908496,-0.3599010851626271,0.2990877642542719
F,W,-0.8693279125078465,-0.6143087912148931,FW,97,-0.8231608049671844,-0.8546671997833284,-0.8915403132973634
F,W,-0.07326195853989242,-0.12663149420627967,FW,98,-0.027094850999230313,-0.2188588970980092,-0.25573201061204426
F,B,-2.4141469948746344,-2.3054157474829933,FB,99,-2.4141469948746344,-1.9281501684543771,-1.9281501684543771
M,B,-0.10322162525755317,-0.2756832576214235,MB,100,-1.0466103267147722,-0.9946520891642037,-0.2411788799956987
