G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-1.6839515506740437,-1.4016665971783229,MW,1,-2.498561318820822,-2.3209282319348277,-1.6693235733635277
M,W,0.5391258278323301,0.3642196179545113,MW,2,-0.27548394031444834,-0.5426932624540546,0.10891139611724537
M,B,-0.10216987423565756,-0.20534784850395849,MB,3,-1.0742904287420487,-1.025898908983322,-0.24830170013774217
M,B,0.9577625329871392,0.5045918566816971,MB,4,-0.014358021519251918,-0.1780611818611715,0.5995360269844082
F,B,-1.5982307966733136,-1.7817116006336418,FB,5,-1.5982307966733136,-1.2784214887990473,-1.2784214887990473
M,B,-0.3650841810402399,-0.5831540869500954,MB,6,-1.337204735546631,-1.2362035159470353,-0.45860630710145545
F,W,1.6811007948212446,1.3973913360493502,FW,7,1.7081607742807416,1.164447797729568,1.142802576463973
M,B,-0.0547478677139519,-0.4516802273964423,MB,8,-1.026868422220343,-0.9879661446382051,-0.2103689357926254
M,B,0.19134480294306866,-0.09682536800548712,MB,9,-0.7807757515633225,-0.7911171294279259,-0.013519920582346107
F,W,-1.0290330813506448,-1.0154592643400122,FW,10,-1.001973101891148,-1.003382650808961,-1.0250278720745556
M,W,-1.9149789233484709,-1.4900491225942931,MW,11,-2.729588691495249,-2.505726546635395,-1.8541218880640953
M,W,0.7429743817708496,0.472129103241663,MW,12,-0.07163538637592881,-0.3796352283090125,0.2719694302622875
M,W,-1.1141172359846652,-1.0331115740201586,MW,13,-1.9287270041314435,-1.8651189492765816,-1.2135142907052816
F,W,-0.4959666060579062,-0.668918389798552,FW,14,-0.4689066265984093,-0.5769838863807579,-0.5986291076463527
F,B,-1.7571407680251612,-1.6815848459228215,FB,15,-1.7571407680251612,-1.4055332442373132,-1.4055332442373132
M,B,-0.6788643951188342,-0.5737626330860545,MB,16,-1.6509849496252254,-1.4871956563018656,-0.7095984474562856
F,W,0.8494899026670433,0.6527287840142194,FW,17,0.8765498821265402,0.4992439754391938,0.47759875417359904
F,W,-1.4724842182176954,-1.0486766441741566,FW,18,-1.4454242387581986,-1.358098292494275,-1.3797435137598697
M,W,-0.4573526005356707,-0.5308082749211592,MW,19,-1.271962368682449,-1.3397742839197857,-0.6881696253484859
F,W,-0.8863246203193309,-0.972720368293891,FW,20,-0.859264640859834,-0.8892304497653933,-0.9108756710309882
M,W,-0.7371776137728152,-0.8232269689488935,MW,21,-1.5517873819195938,-1.5636057297725756,-0.9120010712012755
F,W,-0.7871610605333355,-0.9053757976268366,FW,22,-0.7601010810738386,-0.8099097246235047,-0.8315549458890996
M,W,-0.8270523593775038,-0.5786080085440909,MW,23,-1.6416621275242822,-1.6354963517781953,-0.9838916932068952
F,W,-1.093515393336419,-1.0452940070497,FW,24,-1.066455413876922,-1.054961917997183,-1.0766071392627778
F,W,-0.7767997431088984,-0.8333156271066714,FW,25,-0.7497397636494015,-0.8016217283746276,-0.8232669496402225
M,W,-1.1204303392813495,-0.9125835922703421,MW,26,-1.935040107428128,-1.870168787467842,-1.218564128896542
M,B,0.1524013442801374,-0.10879707929464813,MB,27,-0.8197192102262537,-0.8222679209822356,-0.04467071213665581
M,W,0.4476371613332063,0.3521004619838995,MW,28,-0.36697260681357213,-0.6158748564250265,0.03572980214627347
F,W,-1.4774455668828712,-1.2717430107195118,FW,29,-1.4503855874233742,-1.3620668649684051,-1.383712086234
F,W,-0.6238557343677787,-0.8086592111068025,FW,30,-0.5967957549082819,-0.6792821340152259,-0.7009273552808206
F,W,-1.7296346659197377,-1.6130534727898138,FW,31,-1.702574686460241,-1.5637924005548043,-1.585437621820399
M,B,-1.3690694217917236,-1.2495599416708931,MB,32,-2.3411899762981148,-2.039289221018791,-1.2616920121732111
M,W,0.3225375612367933,0.3007646047054922,MW,33,-0.49207220690998515,-0.7159417662457563,-0.06433710767445644
M,B,0.2866597695864651,-0.019200814783708,MB,34,-0.685460784919926,-0.7148748859329835,0.06272232291259619
F,B,-0.94226026341982,-0.96980211138763,FB,35,-0.94226026341982,-0.7537120241361338,-0.7537120241361338
M,B,0.7973610883079075,0.4533408701466128,MB,36,-0.1747594661984836,-0.3063659637106836,0.4712312451348962
