G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-1.4919942335503502,-1.1486004165290258,MW,1,-2.4596779563769546,-2.125298272211608,-1.3770325841424047
M,B,1.4930483461863864,1.170096326666144,MB,2,0.5253646233597818,0.2653694899520038,1.0136351780212074
M,B,0.49792689669008394,0.30068698170573616,MB,3,-0.4697568261365206,-0.504112540751946,0.2441531473172574
F,W,-0.7475542088841272,-0.546966849472267,FW,4,-0.7475542088841272,-0.6755369169534697,-0.6755369169534697
F,W,-2.3065324270457106,-2.0418744696062365,FW,5,-2.3065324270457106,-1.8810236700944067,-1.8810236700944067
M,B,-0.7902413164430209,-0.8561576751940988,MB,6,-1.7579250392696255,-1.5001942682955176,-0.7519285802263143
M,W,0.4384022185487744,0.438758084164132,MW,7,-0.52928150427783,-0.6326107386680415,0.11565494940116183
M,B,-0.1407588614618112,-0.2285617993245456,MB,8,-1.1084425842884158,-0.9979791079063085,-0.249713419837105
M,B,-0.19925940001175932,-0.09769939685208112,MB,9,-1.1669431228383638,-1.0432149062337124,-0.2949492181645091
F,B,-2.6475304414412983,-2.2896350036022644,FB,10,-2.6475304414412983,-2.0472145399558537,-2.0472145399558537
M,B,0.3047189101954902,0.12191780696708993,MB,11,-0.6629648126311143,-0.6535114647439202,0.09475422332528316
M,W,-1.3969755902851406,-1.157623122963862,MW,12,-2.364659313111745,-2.0518246890510237,-1.3035590009818205
M,W,0.97907787077903,0.7685942629868218,MW,13,0.011394147952425437,-0.21453091630977023,0.5337347717594332
M,W,-0.024648907646752816,-0.0935973234640304,MW,14,-0.9923326304733573,-0.9906670553970571,-0.24240136732785383
F,B,-0.9522779091637872,-0.9848213706977644,FB,15,-0.9522779091637872,-0.7363530750028167,-0.7363530750028167
M,B,0.574803427953252,0.21903148790339586,MB,16,-0.3928802948733525,-0.44466742536447185,0.30359826270473156
F,B,0.98547113161587,0.6963313818376844,FB,17,0.98547113161587,0.7620198800254246,0.7620198800254246
M,W,0.06168354364369499,0.03077038702066755,MW,18,-0.9060001791829095,-0.9239101083246684,-0.17564442025546492
M,W,-0.6061766696947085,-0.2751028274195765,MW,19,-1.573860392521313,-1.440335951065904,-0.6920702629967005
M,B,0.3714606668331366,0.15461089388775365,MB,20,-0.5962230559934679,-0.6019031083405084,0.14636257972869504
M,B,1.1160476226770797,0.8458019426304696,MB,21,0.14836389985047516,-0.026147975026402856,0.7221177130428005
M,B,-0.6729301497354101,-0.4954187862648671,MB,22,-1.6406138725620147,-1.4094828934898465,-0.6612172054206429
M,B,-0.6340327414247577,-0.5666042663759566,MB,23,-1.6017164642513624,-1.3794053017032846,-0.6311396136340812
M,B,-0.3420253349054049,-0.3705506818911152,MB,24,-1.3097090577320094,-1.1536092923188639,-0.4053436042496604
M,W,-0.7596346688982107,-0.5871292619500099,MW,25,-1.7273183917248152,-1.558998022830758,-0.8107323347615547
M,W,-0.7554224915340274,-0.6873688156020094,MW,26,-1.723106214360632,-1.5557409381869516,-0.807475250117748
M,B,0.7968446988887198,0.6419146708388361,MB,27,-0.17083902393788475,-0.2729730375628706,0.4752926505063328
M,W,0.388634682453003,0.3877284889010077,MW,28,-0.5790490403736015,-0.6710937044984837,0.07717198357071964
F,B,-2.0275279154718215,-1.9284420616068347,FB,29,-2.0275279154718215,-1.567794864130301,-1.567794864130301
M,W,-0.8292625864362873,-0.7726463731067019,MW,30,-1.796946309262892,-1.612838115824438,-0.8645724277552345
M,W,-1.8887171968965681,-1.398089633966583,MW,31,-2.8564009197231726,-2.4320660457502594,-1.6838003576810563
M,B,-0.07049961476760093,-0.2731917153561633,MB,32,-1.0381833375942056,-0.94365083687029,-0.19538514880108648
M,B,-0.17465430801127668,-0.4117436396983517,MB,33,-1.1423380308378812,-1.024188910795897,-0.2759232227266937
M,W,-0.5365638808530402,-0.4029629640472305,MW,34,-1.5042476036796448,-1.3865075564031566,-0.6382418683339531
M,W,-0.4445872089482258,-0.5379759386092283,MW,35,-1.4122709317748303,-1.3153861909552194,-0.5671205028860159
M,B,-0.6614004407315546,-0.5286774400419811,MB,36,-1.6290841635581592,-1.4005674953721563,-0.652301807302953
M,W,0.049102167108662664,-0.11814859111772075,MW,37,-0.9185815557179419,-0.9336387129790329,-0.18537302490982943
F,B,-2.4134373401908893,-2.2212839570246143,FB,38,-2.4134373401908893,-1.8662010214399718,-1.8662010214399718
F,B,-2.77217916029726,-2.516026858984934,FB,39,-2.77217916029726,-2.14359970918166,-2.14359970918166
M,B,0.250444073815312,0.16616464156743554,MB,40,-0.7172396490112926,-0.6954797203122063,0.05278596775699704
M,B,-0.4780147223987538,-0.5337450018164895,MB,41,-1.4456984452253583,-1.2587636833688551,-0.5104979952996518
M,B,0.42036012847675575,-0.08834064395306658,MB,42,-0.5473235943498488,-0.5640913848921718,0.18417430317703154
M,B,-0.4860520653224139,-0.5110097642705284,MB,43,-1.4537357881490185,-1.2649785940789926,-0.5167129060097893
M,B,-0.20994972349203292,-0.4869267111637104,MB,44,-1.1776334463186375,-1.0514812458092957,-0.30321555774009235
M,W,-0.1942074931937762,0.0017210434997549096,MW,45,-1.1618912160203807,-1.1217789762546106,-0.3735132881854072
M,W,0.10448253429198234,-0.08026671292689345,MW,46,-0.8632011885346222,-0.8908156008624957,-0.1425499127932922
M,B,0.4867614739111172,0.3758544114245118,MB,47,-0.48092224891548735,-0.5127462529465493,0.23551943512265416
M,W,0.7777016739938972,0.7657437297269313,MW,48,-0.1899820488327073,-0.3702459447779993,0.3780197432912041
M,W,-0.3365114372572694,-0.30762136038914395,MW,49,-1.304195160083874,-1.2318161259016045,-0.483550437832401
M,W,-0.11902938926842065,-0.09014028833249133,MW,50,-1.086713112095025,-1.063647177264411,-0.3153814891952075
M,W,-0.5524167692935765,-0.4763382742132137,MW,51,-1.520100492120181,-1.3987658720046559,-0.6505001839354524
M,B,-0.904086429580971,-0.9464271766428376,MB,52,-1.8717701524075756,-1.5882255019579534,-0.8399598138887499
F,B,-2.2080504343546785,-1.7624707540923432,FB,53,-2.2080504343546785,-1.7073846945857534,-1.7073846945857534
M,W,-0.8285439102761185,-0.7374315226742283,MW,54,-1.7962276331027232,-1.612282396327662,-0.8640167082584584
M,B,0.3588473115471667,0.2248261734400471,MB,55,-0.6088364112794378,-0.6116564407044638,0.13660924736473956
M,W,0.11292883254224395,-0.029668643194146194,MW,56,-0.8547548902843606,-0.8842844636502165,-0.136018775581013
M,B,-0.08117543137546132,0.030347919202875186,MB,57,-1.0488591542020658,-0.9519059589430754,-0.20364027087387215
M,W,1.3722321720222352,1.2952533690997103,MW,58,0.4045484491956307,0.0894773735866462,0.8377430616558497
M,B,-0.4322338765450129,-0.5338286394438578,MB,59,-1.3999175993716175,-1.2233634432748326,-0.4750977552056291
M,B,0.24169479716002876,-0.04757375721668844,MB,60,-0.7259889256665758,-0.7022451369066389,0.046020551162564566
M,B,0.231513353810106,0.05834265825710674,MB,61,-0.7361703690164986,-0.710117982686781,0.038147705382422514
M,W,-0.2074263787533886,-0.09474274309211564,MW,62,-1.1751101015799932,-1.1320005375617277,-0.38373484949252423
M,W,-1.554258960049422,-1.149993495250158,MW,63,-2.5219426828760265,-2.1734447454003663,-1.425179057331163
M,W,0.3502315942018945,0.2252773950672992,MW,64,-0.6174521286247101,-0.7007890611282936,0.047476626940909816
F,W,-2.055356477355851,-1.8903787486439856,FW,65,-2.055356477355851,-1.6868007640067368,-1.6868007640067368
M,B,-1.0514879094644758,-0.8131251596987211,MB,66,-2.0191716322910804,-1.7022043435626013,-0.953938655493398
F,W,0.8021734332483978,0.5316940674572161,FW,67,0.8021734332483978,0.5227967876509052,0.5227967876509052
M,B,-0.100162418323609,-0.31074488788602506,MB,68,-1.0678461411502136,-0.966587729978365,-0.2183220419091616
M,B,-0.026222000632563816,-0.06789863599692289,MB,69,-0.9939057234591684,-0.9094129773039026,-0.1611472892346991
M,W,0.060233811510507475,0.052655000912263605,MW,70,-0.9074499113160971,-0.9250311200628702,-0.17676543199366687
M,B,-0.7038544624954111,-0.7373545244595444,MB,71,-1.6715381853220155,-1.4333952541295794,-0.6851295660603762
F,W,-0.9329881438161562,-1.0839366529367038,FW,72,-0.9329881438161562,-0.818924521436466,-0.818924521436466
M,W,-0.623189272553479,-0.3632456397356029,MW,73,-1.5908729953800835,-1.4534910209339615,-0.705225332864758
F,W,-0.497697391523037,-0.5604356632831353,FW,74,-0.497697391523037,-0.482334035731732,-0.482334035731732
M,W,-0.39532209864418255,-0.146273956831993,MW,75,-1.3630058214707872,-1.2772917280745355,-0.5290260400053319
M,B,0.219232523683142,0.22994482120950824,MB,76,-0.7484511991434626,-0.7196141885113159,0.02865149955788751
M,W,1.2399920440934222,0.8968231346954976,MW,77,0.2723083212668177,-0.012777886040928804,0.7354878020282747
M,B,0.5207096014491659,0.2587246717174517,MB,78,-0.44697412137743864,-0.48649571425120036,0.2617699738180031
M,B,-0.3013756013506854,-0.2759407833227944,MB,79,-1.2690593241772898,-1.122176707342334,-0.37391101927313064
M,W,0.21964699394980985,0.24663446428173466,MW,80,-0.7480367288767946,-0.8017641767099128,-0.05349848864070941
M,B,1.1880905385166811,0.8946726208318049,MB,81,0.22040681569007659,0.02955952600892303,0.7778252140781265
M,B,0.015952823402751268,0.022398154839818062,MB,82,-0.9517308994238532,-0.8768011094161161,-0.12853542134691262
M,B,0.22974858132865644,0.08087413369895677,MB,83,-0.737935141497948,-0.7114826007577144,0.036783087311488966
M,W,-0.9008391825505536,-0.726826556959995,MW,84,-1.8685229053771581,-1.6681850330843968,-0.9199193450151932
M,B,0.14773457581336708,0.16434944663449194,MB,85,-0.8199491470132374,-0.7749002906708533,-0.02663460260164993
M,W,-0.3464706545549032,-0.35417344981000515,MW,86,-1.3141543773815076,-1.239517134410952,-0.49125144634174844
M,W,-1.0720030077315073,-0.8877962024305399,MW,87,-2.039686730558112,-1.800538212537982,-1.0522725244687785
F,W,-1.4799242792016258,-1.4874515449896797,FW,88,-1.4799242792016258,-1.2418452898861922,-1.2418452898861922
M,W,-0.00964689459094869,0.04390426923987749,MW,89,-0.9773306174175532,-0.9790666829232548,-0.23080099485405137
M,B,-0.14432127496526145,-0.256577972434678,MB,90,-1.112004997791866,-1.0007337597914925,-0.252468071722289
