G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,1.3794219970251889,1.118126427685025,MW,1,0.3750954094243215,0.06467504437023894,0.8700006640443124
M,B,0.972752456802248,0.5334267335727751,MB,2,-0.03157413079861937,-0.18702442192657215,0.6183011977475015
M,B,-0.7416738724578037,-0.8551806043603469,MB,3,-1.7460004600586712,-1.5617480059103863,-0.7564223862363126
M,B,-1.1005807360380184,-0.8474639281427216,MB,4,-2.1049073236388858,-1.849539742071096,-1.0442141223970223
M,B,0.2250091373564143,0.11586083888782167,MB,5,-0.7793174502444531,-0.7866071269193209,0.01871849275475282
F,B,-0.8764304535532663,-0.9961110154927147,FB,6,-0.8764304535532663,-0.7027712965311963,-0.7027712965311963
M,B,0.31034993227501123,0.11806532821076045,MB,7,-0.6939766553258562,-0.7181760713246739,0.08714954834939984
M,B,-0.16769077539354155,-0.1909408836820733,MB,8,-1.1720173629944088,-1.1014960330636587,-0.2961704133895853
M,W,-1.1031219418477851,-0.6860941891720731,MW,9,-2.1074485294486527,-1.9259684979030083,-1.1206428782289346
F,W,-0.5545372505639397,-0.6269532828699049,FW,10,-0.5545372505639397,-0.5775596884788422,-0.5775596884788422
M,W,0.323338784934474,0.16907492715118982,MW,11,-0.6809878026663934,-0.7821519516530281,0.023173668021045507
M,W,0.25006179067615936,0.1831005047235809,MW,12,-0.754264796924708,-0.8409095724682832,-0.035583952794209506
M,W,-0.006449528003398341,0.2074298611961788,MW,13,-1.0107761156042656,-1.0465947940081157,-0.24126917433404219
F,W,-2.0588182028165214,-1.7119603088127533,FW,14,-2.0588182028165214,-1.7837768741958817,-1.7837768741958817
M,B,-0.2400521104584212,-0.3096914515426865,MB,15,-1.2443786980592886,-1.1595194267694586,-0.35419380709538495
M,W,0.0605933974861177,0.23743741519438144,MW,16,-0.9437331901147497,-0.9928360006224087,-0.18751038094833514
M,B,-1.4298187691804658,-1.245143694094411,MB,17,-2.4341453567813334,-2.113541339095516,-1.3082157194214419
M,W,-0.4957935278435318,-0.2412140191933404,MW,18,-1.5001201154443993,-1.4389783719898812,-0.6336527523158075
