G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,-1.26078212651123,-0.8301345208857885,MW,1,-2.2845277950501837,-2.1078532271663466,-1.2695769423776937
M,W,0.3882377221909459,0.18295986261005664,MW,2,-0.6355079463480078,-0.7575820858138121,0.08069419897484062
M,W,1.255315125324633,1.030883113514424,MW,3,0.23156945678567942,-0.047590877586840774,0.7906854072018119
M,W,0.08491788699876801,0.10244996879508284,MW,4,-0.9388277815401856,-1.005950242438575,-0.16767395764992213
M,B,-0.713929973044607,-0.6918773258586609,MB,5,-1.7376756415835608,-1.588032758850463,-0.7497564740618101
F,B,-1.8587362587122955,-1.9920975799761218,FB,6,-1.8587362587122955,-1.52199376587254,-1.52199376587254
M,B,-0.4581495916817068,-0.3890550936995664,MB,7,-1.4818952602206605,-1.3785914548235358,-0.5403151700348832
M,B,-0.3035018719288535,-0.5277427135585873,MB,8,-1.3272475404678072,-1.2519608668275235,-0.4136845820388706
M,W,-0.035966420391245334,-0.05518977539883538,MW,9,-1.059712088930199,-1.104934249113563,-0.2666579643249102
M,W,-0.6761896745039152,-0.5529874596644111,MW,10,-1.6999353430428688,-1.6291698941432537,-0.7908936093546011
F,W,0.0773499328952767,-0.19133701576080714,FW,11,0.0773499328952767,-0.0687679666214189,-0.0687679666214189
F,W,-0.8209518595283295,-0.5349452120987892,FW,12,-0.8209518595283295,-0.8043267214111056,-0.8043267214111056
M,W,-1.196894960937062,-1.0326291800387757,MW,13,-2.2206406294760157,-2.0555403359385647,-1.217264051149912
M,B,0.7447947950387569,0.4488846633969436,MB,14,-0.27895087350019676,-0.39358142518742517,0.4446948596012276
M,W,0.21508107854129152,0.2052635804736944,MW,15,-0.8086645899976621,-0.8993683833150863,-0.06109209852643355
M,B,0.4846753588847663,0.4573771274579518,MB,16,-0.5390703096541873,-0.6065756885494191,0.23170059623923372
M,W,0.5079787699668354,0.3818178684596813,MW,17,-0.5157668985721182,-0.659534217333425,0.17874206745522772
M,W,0.17578485568169055,0.3416614200845693,MW,18,-0.8479608128572631,-0.9315454100096026,-0.09326912522094974
M,B,1.7374430578360909,1.2297107705211203,MB,19,0.7136973892971372,0.4192312913022244,1.2575075760908772
M,B,-1.1798103723789422,-0.7958768230442703,MB,20,-2.2035560409178956,-1.9695107980857325,-1.13123451329708
M,B,-0.3434927489478457,-0.4545858649862178,MB,21,-1.3672384174867993,-1.2847066989644875,-0.44643041417583473
M,W,-0.453329325917297,-0.16091386152870366,MW,22,-1.4770749944562507,-1.4466845847728964,-0.6084082999842435
M,B,-0.3549793344348373,-0.23375880510134084,MB,23,-1.378725002973791,-1.2941122891446,-0.4558360043559471
M,B,-0.7349574415749306,-0.7098259650900189,MB,24,-1.7587031101138844,-1.6052507347011118,-0.7669744499124589
M,B,0.8209996324148858,0.515029906287535,MB,25,-0.20274603612406783,-0.3311824232461006,0.5070938615425522
M,B,-0.5238605946737648,-0.5426195059657641,MB,26,-1.5476062632127183,-1.4323977635100789,-0.5941214787214262
M,W,0.8132122988558654,0.5301494455460292,MW,27,-0.21053336968308822,-0.4095990660031217,0.4286772187855311
M,W,-0.1082059080003976,-0.09951306888996736,MW,28,-1.1319515765393513,-1.1640862935607545,-0.32581000877210176
F,W,-1.4079703112620776,-0.8936692871124828,FW,29,-1.4079703112620776,-1.2849965419965586,-1.2849965419965586
M,W,1.449994029040114,1.247817379131071,MW,30,0.42624836050116044,0.11181854718390902,0.9500948319725617
M,B,0.8029848987638133,0.5498107743286427,MB,31,-0.22076076977514036,-0.3459334736881798,0.492342811100473
M,W,0.7657340206572212,0.5983708295661121,MW,32,-0.2580116478817325,-0.44847582600282193,0.3898004587858308
M,B,1.1162112890175433,0.7420098501043753,MB,33,0.09246562047858964,-0.0894535072387133,0.7488227775499394
M,B,1.1266792681614528,0.8096437192110797,MB,34,0.10293359962249915,-0.08088198509637794,0.7573942996922749
M,W,-1.275577617340775,-0.9723431599337996,MW,35,-2.2993232858797286,-2.1199682567731784,-1.2816919719845257
F,B,-1.262146137492469,-1.3391071989180443,FB,36,-1.262146137492469,-1.0334863506748766,-1.0334863506748766
F,B,-1.7969017023756335,-1.7047880521758818,FB,37,-1.7969017023756335,-1.471361617917836,-1.471361617917836
M,B,-0.6255445033218878,-0.5917477752916016,MB,38,-1.6492901718608415,-1.515659858563421,-0.677383573774768
M,W,-0.6262628675687996,-0.7370653899080359,MW,39,-1.6500085361077532,-1.5882881990942685,-0.7500119143056158
M,B,-0.8529483938550404,-0.7214601610373871,MB,40,-1.876694062393994,-1.7018655680094708,-0.8635892832208181
M,B,0.271621074881614,0.06833193751735656,MB,41,-0.7521245936573396,-0.781031472970326,0.05724481181832672
M,B,1.151893408778973,0.818426936679552,MB,42,0.1281477402400193,-0.06023582582992805,0.7780404589587246
M,W,-1.0729706133345192,-0.9406481433879204,MW,43,-2.096716281873473,-1.9540670453591042,-1.1157907605704513
M,W,0.16587538045657144,0.033879622301109864,MW,44,-0.8578702880823822,-0.9396596109593103,-0.10138332617065757
M,B,0.8688850785306709,0.6910917985799299,MB,45,-0.15486059000828278,-0.29197226089916206,0.5463040238894907
M,W,1.0397749246279673,0.7523919601481326,MW,46,0.01602925608901362,-0.2240822115335461,0.6141940732551067
M,W,0.9632896133602324,0.8694678101038362,MW,47,-0.06045605517872121,-0.2867108746290626,0.5515654101595902
M,B,0.4065740964391532,0.2472753729830255,MB,48,-0.6171715720998004,-0.6705275450819588,0.16774873970669402
M,W,1.3149804784313897,0.900761566649576,MW,49,0.291234809892436,0.001265056137709969,0.8395413409263628
M,W,-1.4709596031349896,-1.2144669359799152,MW,50,-2.4947052716739435,-2.2799533880411325,-1.4416771032524796
F,W,-1.6555522969206724,-1.6151386781335784,FW,51,-1.6555522969206724,-1.487724732695211,-1.487724732695211
M,B,-0.6439069605523661,-0.5147531339511341,MB,52,-1.6676526290913198,-1.5306956363935962,-0.6924193516049433
F,W,-0.7510591731667629,-0.7578585208190055,FW,53,-0.7510591731667629,-0.7470963142332283,-0.7470963142332283
M,B,0.299130299313321,0.33425753150623794,MB,54,-0.7246153692256326,-0.758506024352859,0.07977026043579369
M,B,-0.5123093374576397,-0.4728753013385696,MB,55,-1.5360550059965934,-1.4229392180125524,-0.5846629332238997
M,W,-0.004917329647209047,0.09271981113409576,MW,56,-1.0286629981861628,-1.079510242707634,-0.24123395791898108
M,W,0.7896003729467732,0.4216085996543141,MW,57,-0.23414529559218045,-0.42893327970097006,0.40934300508768273
M,W,-0.08257448646977572,-0.14004742859735378,MW,58,-1.1063201550087294,-1.143098451096712,-0.30482216630805914
M,W,0.7061051444630609,0.6391034996395478,MW,59,-0.3176405240758927,-0.4973018912437136,0.3409743935449392
F,B,-0.971398184283106,-0.7597017925234113,FB,60,-0.971398184283106,-0.7954124603363838,-0.7954124603363838
M,B,-0.14867952485861333,0.009981795275981779,MB,61,-1.172425193397567,-1.1251872882984708,-0.2869110035098182
M,B,-0.7256053874337333,-0.5448699889294167,MB,62,-1.7493510559726868,-1.5975929682835857,-0.759316683494933
M,W,0.5210298323946772,0.5020749789401029,MW,63,-0.5027158361442765,-0.6488475824974803,0.18942870229117245
M,W,0.6475171120829489,0.5291733868497251,MW,64,-0.3762285564560047,-0.5452756796815875,0.29300060510706527
M,B,-1.5208131521235269,-1.0939383510367064,MB,65,-2.5445588206624805,-2.2487349766015288,-1.4104586918128759
M,B,0.1365782300727414,0.11229832948140912,MB,66,-0.8871674384662123,-0.8916089510613749,-0.05333266627272218
M,W,0.7406786265872075,0.6377362854186176,MW,67,-0.28306704195174615,-0.4689919984276604,0.3692842863609923
M,B,-0.3102642084375534,-0.2724238343686096,MB,68,-1.334009876976507,-1.2574980881308317,-0.419221803342179
M,B,1.6480641853216147,1.2480720884854977,MB,69,0.624318516782661,0.3460449604658143,1.1843212452544671
F,W,-1.0283441458531573,-1.0794952140724159,FW,70,-1.0283441458531573,-0.9741462777881453,-0.9741462777881453
M,W,-0.08820568819268343,0.04393285217703415,MW,71,-1.111951356731637,-1.1477094624096207,-0.30943317762096795
M,W,0.3106911517483955,0.21270975738034367,MW,72,-0.7130545167905582,-0.8210797424744315,0.017196542314221325
F,W,-0.5069054768376418,-0.2599495976373129,FW,73,-0.5069054768376418,-0.5471753184567222,-0.5471753184567222
M,W,0.1870295314451574,0.0049131761058181225,MW,74,-0.8367161370937962,-0.9223379033872745,-0.08406161859862174
F,B,-1.5367428184649814,-1.3661191352782789,FB,75,-1.5367428184649814,-1.2583350534483368,-1.2583350534483368
M,B,-0.10136772629131527,-0.2341087339060565,MB,76,-1.125113394830269,-1.0864468472412059,-0.24817056245255315
M,W,0.4956637560429888,0.3566295745633173,MW,77,-0.5280819124959648,-0.6696181516898319,0.16865813309882086
M,B,-0.5632643095500283,-0.5613080551833095,MB,78,-1.587009978088982,-1.4646628081675928,-0.6263865233789399
M,W,1.3867220969587506,1.092643347362369,MW,79,0.36297642841979694,0.06000942917097432,0.898285713959627
M,B,1.0639708981663494,0.9130098509966984,MB,80,0.04022522962739572,-0.13222964012447572,0.7060466446641771
M,B,-0.5453985954570533,-0.5194167487399444,MB,81,-1.569144263996007,-1.4500337797915028,-0.6117574950028501
