G,R,X,Y,GR,UID
F,B,-2.257054186357594,-2.038621680138796,FB,1
M,W,-0.686269316393349,-0.49327507396526055,MW,2
F,B,-0.5028908850751208,-0.611101660718192,FB,3
F,B,-0.1035897517751726,-0.41901372168450335,FB,4
M,B,0.023038632714124492,0.03638348491955104,MB,5
M,W,0.64673820898113,0.2679043230278042,MW,6
F,B,0.7283782258908937,0.6426382651308351,FB,7
M,W,0.35117374887176045,0.26113665954214793,MW,8
M,B,-0.5176324350703844,-0.651786237881401,MB,9
F,W,-2.2266279964613878,-2.099097253722751,FW,10
M,B,0.09522562044344642,-0.05320580081961278,MB,11
F,B,-0.7207912306763757,-0.8666149527475,FB,12
M,W,0.5865904062065707,0.3330779417694114,MW,13
F,B,-1.017371357295396,-1.000339685688103,FB,14
M,B,-0.2261511071266073,-0.16694260825439447,MB,15
M,W,0.9989547234263456,0.764353091302831,MW,16
F,B,-0.6498588866704722,-0.8047967790211477,FB,17
F,W,0.2219348468806015,-0.0038406929692048064,FW,18
F,W,0.01715109425347272,-0.2316370769753075,FW,19
M,W,0.07981575983893253,0.14542173700150013,MW,20
F,B,-0.7638097565787434,-1.0455124632984214,FB,21
F,B,-2.625125486501133,-2.4345068071434723,FB,22
M,B,1.3238554238687956,0.841758065582833,MB,23
M,B,0.16979368700264533,-0.06737804282738094,MB,24
M,W,0.2615410429678645,0.12311060121841846,MW,25
F,W,-1.3893896588581391,-1.0730944698076994,FW,26
M,W,-1.6133976783080202,-1.2266232326268875,MW,27
M,B,-0.05043750840030195,-0.4318672709950401,MB,28
M,W,0.3219965584070195,0.26605088147322964,MW,29
F,B,-2.0898242753975707,-1.7954165676393585,FB,30
F,W,-1.2070420068270964,-0.865065168478015,FW,31
F,B,-2.1225185354497698,-1.8811744553884129,FB,32
M,W,0.0931761296679736,0.1392680559831066,MW,33
M,B,-1.762319856119728,-1.4205519119936738,MB,34
F,W,-0.11294447633736382,-0.3184846537213345,FW,35
M,W,-0.17734723591932405,-0.20223935207532387,MW,36
F,W,-2.2144617811365026,-1.9414164672425769,FW,37
M,W,0.8646836910612421,0.5726036104665376,MW,38
M,B,-0.0008086887200094747,-0.005468035645636474,MB,39
M,W,-0.6602788647696433,-0.4520654424585474,MW,40
M,B,0.4333513491105954,0.3552353376091954,MB,41
