G,R,X,Y,GR,UID
F,B,-0.9740013999219085,-1.135857422099482,FB,1
M,B,-0.6721499034338285,-0.6644991146672458,MB,2
M,W,-0.6740948924511744,-0.6776224783450414,MW,3
F,W,-1.0708098291182833,-0.8224615425304953,FW,4
M,W,-0.4573989973099265,-0.413458024905811,MW,5
M,W,-1.589045568161146,-1.5010220294465741,MW,6
M,W,-0.05820468397464337,0.10755633519101132,MW,7
F,B,-0.7913111816069772,-0.8149334647390735,FB,8
M,W,0.28409053768457626,0.15661817740020617,MW,9
M,W,1.1965066404864022,0.9654115833064827,MW,10
M,W,1.1242788701175839,0.7953071838851676,MW,11
F,B,-2.5021291777899934,-2.295486502866439,FB,12
M,W,0.5974571550007772,0.49536996283552154,MW,13
M,W,-0.2597317156221027,-0.39111813822063257,MW,14
M,B,0.30626420842953106,0.2949174555121965,MB,15
M,B,-0.6274684042735426,-0.6834388154987538,MB,16
F,W,-0.11274150739699329,-0.45436257985253525,FW,17
F,W,-0.6953395100425145,-0.7800913974816865,FW,18
F,W,-1.020165196191167,-0.9686204592442048,FW,19
M,W,0.4812830516649362,0.3326169267337814,MW,20
M,W,0.7752563729383053,0.5891521165516782,MW,21
F,W,-1.8587541483146601,-1.5956360367759665,FW,22
M,W,-0.7383474169804534,-0.6496648026902911,MW,23
M,W,0.6713830578549091,0.6284799553136273,MW,24
M,W,-0.5805116826811788,-0.5600896910032911,MW,25
M,W,0.10644674944739509,0.12314503373620621,MW,26
M,W,0.22066268627396032,0.01152211909389908,MW,27
M,B,-0.6027032316326008,-0.6055561540599044,MB,28
F,W,-1.2097724212719876,-0.8874668636982551,FW,29
M,B,-1.1071131879059932,-0.9742201532613199,MB,30
M,W,-1.1232663825478166,-0.9981530351445767,MW,31
M,B,-1.2860224535441176,-1.1757413907325092,MB,32
M,B,0.4396310572553716,0.2576789755783464,MB,33
F,B,-1.1039334915860661,-1.1635654396226225,FB,34
F,W,-0.8348059007900693,-0.9865154057014687,FW,35
F,W,-1.3811371783425255,-1.2086768692668115,FW,36
M,B,0.6805399227385267,0.23216496545107262,MB,37
F,W,0.14565023665542065,0.04425920653831131,FW,38
F,W,-3.914847738088452,-3.530807746439153,FW,39
M,B,-0.9744497326915545,-0.8214558269627933,MB,40
F,W,-1.910328529284247,-1.5455873208200441,FW,41
M,W,-0.597975420106749,-0.3963213579888613,MW,42
M,W,1.345454586150662,1.0434300208999687,MW,43
F,W,-1.3628555926122312,-1.22493406358822,FW,44
M,B,-0.4576969947745895,-0.3601895877970738,MB,45
F,W,-1.6898615998867572,-1.584738690824485,FW,46
M,B,-0.544908719349936,-0.5638935729090726,MB,47
M,W,-0.9522292501088008,-0.7255890742389827,MW,48
F,W,0.2523635140040914,-0.0973045239512742,FW,49
M,B,0.12879902038597035,0.05610163542922389,MB,50
F,W,-1.806054556604047,-1.5670977819567926,FW,51
F,W,-0.280057741665662,-0.427050992341941,FW,52
M,W,0.052324223958360734,0.014356402311390896,MW,53
M,B,-0.14779088476297522,-0.3825507604896961,MB,54
