G,R,X,Y,GR,UID
F,W,-1.8707030348637197,-1.4389278859180814,FW,1
M,B,0.17653894387525393,0.3347433545744144,MB,2
F,B,0.09944129841151406,-0.011874744098417198,FB,3
M,B,-1.1764621870775744,-1.072964245591645,MB,4
M,W,0.7244512374579437,0.6724253361221415,MW,5
F,W,-2.447196271444758,-2.0302833768209134,FW,6
M,W,1.1258925588247615,0.8717792872816846,MW,7
M,B,-0.8450343664055932,-0.7251634086986181,MB,8
M,W,-0.07362009466970315,-0.09141735723323219,MW,9
M,W,0.7028713090436907,0.5048132346527502,MW,10
F,B,-1.866633087307764,-1.7608125665152767,FB,11
F,W,0.3056636452699768,-0.037216699841407797,FW,12
M,B,0.22340955721456623,0.09660619106783805,MB,13
F,W,0.7438115031780035,0.4898464576287381,FW,14
F,W,-1.2124462505485567,-0.8856027743912941,FW,15
F,W,0.2526793705624488,-0.14608945931866993,FW,16
M,B,0.5970980191738084,0.4135384552870203,MB,17
M,B,-1.605446761922508,-1.4302840240563688,MB,18
M,W,0.6424246544316852,0.385826565634692,MW,19
F,W,-1.1709871795538949,-1.065178785331901,FW,20
F,B,0.029299221504233586,-0.37778561280210005,FB,21
F,W,-0.8559531608005579,-0.9427566016031186,FW,22
M,W,-0.10723317923457362,-0.12931960248696464,MW,23
M,W,-0.19954217589967596,-0.0213670467212681,MW,24
M,W,0.45287927603366457,0.3396789486708766,MW,25
M,W,0.33408647057732854,0.2003445602814488,MW,26
M,B,0.09439944508523548,0.016682992672376468,MB,27
M,W,-0.18524766854469346,0.016007808835690085,MW,28
M,W,0.07990972933783293,0.1105757540202715,MW,29
M,W,-0.24463666294725314,-0.26638066235830116,MW,30
F,W,-1.1175667528087083,-0.8790962095298794,FW,31
F,B,-0.4466542480657827,-0.2754299661714682,FB,32
M,W,0.959535270658219,0.7980271551769831,MW,33
M,W,1.0216232526430378,0.9110714152501563,MW,34
M,W,0.28724248604828645,0.03377932478380127,MW,35
M,W,-0.8532572532365742,-0.7099753147675146,MW,36
F,W,-0.41165073444097766,-0.32913072265461485,FW,37
M,W,-1.1875263942265892,-1.0394092701637287,MW,38
M,W,-1.19299192864886,-1.0744679623484543,MW,39
F,W,-1.0453672546051749,-0.8020345676349768,FW,40
M,B,-0.31513184621075596,-0.39504000356222696,MB,41
F,W,-1.0748147167691706,-0.9488603737984104,FW,42
M,B,-1.0236512480372644,-0.7859000316453114,MB,43
M,W,-0.3207079512559075,-0.1922829584615889,MW,44
F,W,-0.6950321982368863,-0.6432609230359014,FW,45
F,W,-0.8246811493450549,-0.5780378961320809,FW,46
M,W,-1.155498222581213,-0.7619522907320854,MW,47
F,W,0.27162990837005374,0.1236887206606649,FW,48
M,W,0.0036856548102099807,0.07800774567573694,MW,49
M,W,0.48076441851142293,0.3449331020463797,MW,50
M,B,-0.30253026175556513,-0.26039835939377354,MB,51
F,B,0.3158417832629308,0.06800840805533162,FB,52
F,W,-1.4040897605521012,-1.2636404711331801,FW,53
M,B,0.6955829016279594,0.5472136527877506,MB,54
M,B,0.8222033493144776,0.7029222088592884,MB,55
M,B,0.6245111864114108,0.5114897914090069,MB,56
M,W,0.23269360982042758,0.072973692210866,MW,57
M,B,0.31507072412284487,0.15386464894325114,MB,58
M,B,0.6001121118559336,0.3965691233494738,MB,59
F,B,-1.5738887627545546,-1.5309901599206348,FB,60
F,W,-0.688915080824644,-0.4883043380472736,FW,61
M,B,1.22426498769005,0.8768610891181132,MB,62
F,W,-1.788403678937994,-1.6473394537391677,FW,63
M,W,1.7958935953123019,1.511531209243272,MW,64
M,B,0.3682515750212324,0.14877989971743513,MB,65
F,W,-1.1042885927756028,-0.7190193957756861,FW,66
F,B,-1.6692178329622416,-1.5657792277143938,FB,67
M,W,0.10254800291729675,0.1327413136811721,MW,68
F,W,-2.134536819246401,-1.949327875643498,FW,69
M,W,-1.1722839703072967,-1.0089953176112845,MW,70
F,W,-0.888160983294786,-0.8574201496466964,FW,71
M,W,0.7899168834554345,0.7618766388739346,MW,72
F,W,-1.8165009078317307,-1.4776774557669845,FW,73
F,W,-1.565752778401332,-1.3427997260210394,FW,74
M,W,0.2718977595541868,0.40438613231697174,MW,75
F,B,-0.8073467488804587,-0.8812821635694894,FB,76
F,B,-1.526806122042347,-1.3704094433696856,FB,77
F,W,-1.9349285425375857,-1.673802875927319,FW,78
F,W,-1.866948748465962,-1.5792483647626736,FW,79
F,B,-0.7680740805254758,-0.8189785250545302,FB,80
M,W,-0.7669213294627663,-0.7548720926591858,MW,81
M,W,-0.6010345053598257,-0.5123088891164478,MW,82
M,B,0.11285413180235647,-0.12115949300285356,MB,83
M,W,-0.3802886572463567,-0.11271980988669797,MW,84
M,B,0.9648028173150789,0.8040839198155006,MB,85
M,W,0.2258218737902457,0.02780864121845611,MW,86
M,W,0.4780245234319613,0.2901098845826351,MW,87
M,W,0.9215078382335709,0.8936476223995744,MW,88
M,W,0.6883334259965938,0.7916116764559041,MW,89
M,W,-1.1385870424037263,-0.8636513944236148,MW,90
M,B,-0.5826014832694622,-0.6010395903851963,MB,91
F,W,-0.7184714314753313,-0.7251453213634589,FW,92
M,W,-1.0488418004957878,-0.7941281806764638,MW,93
M,B,1.1163554067191355,0.8677526052668564,MB,94
M,B,0.3910364875340819,0.07474079840296668,MB,95
M,B,0.62692613831864,0.4669869432783662,MB,96
M,B,0.5620397854942254,0.1988863995941798,MB,97
M,W,0.8200021245766494,0.547588461730882,MW,98
F,W,0.39304515912392035,0.1710801415875144,FW,99
F,B,-0.9786429355174718,-0.8671629710300917,FB,100
M,W,-0.07560299602373542,-0.07322394988333367,MW,101
M,B,-0.07463217350772086,-0.38051467076190454,MB,102
M,W,-1.005967770099353,-0.9427313000424271,MW,103
