G,R,X,Y,GR,UID
M,B,0.04216535947542708,0.03666396397109766,MB,1
F,W,0.12302071156687511,0.14241378932727816,FW,2
M,W,0.16503368161281298,-0.058004877051387405,MW,3
M,B,0.07873895275864023,-0.02840152140141662,MB,4
M,B,0.0015399072694846831,0.008987462636168016,MB,5
M,W,-0.9214796506513446,-0.6001704842961886,MW,6
F,W,-2.0155556823027942,-1.6437164420628165,FW,7
M,W,0.37176068581648103,0.25676327879751926,MW,8
M,W,0.1240961184640951,0.10218906449367456,MW,9
M,W,-0.37075000838113975,-0.4452758323393098,MW,10
M,W,0.6388317939505563,0.423638617546414,MW,11
M,W,0.5317498407770638,0.29076857128733236,MW,12
F,B,-0.8914552813078561,-1.019795328800012,FB,13
M,B,1.254744009735265,0.7572412540164408,MB,14
M,W,0.9040559586659156,0.7022712329086759,MW,15
F,B,-1.581964792064154,-1.5051072729905386,FB,16
M,W,-0.7142363047026756,-0.5685083976235813,MW,17
M,W,0.3205657070714571,0.21801113204689043,MW,18
M,B,1.2851577858817043,1.160903430736435,MB,19
M,B,-0.8148771218820923,-0.7573155376665069,MB,20
F,B,0.6800548426640345,0.25681883957091245,FB,21
M,W,0.7216341430898255,0.4687697855639561,MW,22
F,W,-1.1921649773647096,-1.166284656527067,FW,23
M,W,0.473849354624971,0.4705922650945865,MW,24
M,W,-0.9495109184850717,-0.5398560766298189,MW,25
M,W,0.03818791539621318,0.05743090499942338,MW,26
F,B,0.3425581323431677,0.21555577007019502,FB,27
F,W,-0.3360642700043047,-0.2694120327710373,FW,28
M,W,0.09791803259386318,0.13457681612516686,MW,29
M,W,-0.3961440499051208,-0.2803212864477602,MW,30
F,W,-1.1819103966942408,-0.9734132760432509,FW,31
M,W,0.5561213255695954,0.2801389109168041,MW,32
M,B,-0.8988067010260808,-0.7635581996417224,MB,33
M,B,0.2492780489695514,0.021791668121946384,MB,34
F,W,-0.47890243148946665,-0.42453912225344004,FW,35
M,W,-0.7719352994652969,-0.6630837981215906,MW,36
