G,R,X,Y,GR,UID
M,W,-0.8557890126234888,-0.7364687109945696,MW,1
M,W,-0.3779732646825279,-0.1373937418318446,MW,2
M,B,0.35804850399068966,0.12120287731310728,MB,3
M,W,0.46624798041358184,0.2601998931927504,MW,4
M,W,0.920499799978205,0.6667340016395448,MW,5
M,W,-0.9860732624617269,-0.8270279909491525,MW,6
M,B,-0.11717229201263947,-0.15159148531808547,MB,7
F,B,-0.24551284193998235,-0.41393057769706537,FB,8
F,W,-1.0598672616609626,-1.0811662499835135,FW,9
F,W,-0.1837315035344047,-0.11399645265899416,FW,10
M,B,0.4088613686584925,0.22175254963421356,MB,11
F,W,-0.11297823847045363,-0.11987811323105212,FW,12
F,W,-1.3210933025491625,-1.0558987104595035,FW,13
F,W,-1.004495570185714,-0.8693246198605892,FW,14
F,W,0.8941013650609955,0.717453388916315,FW,15
M,B,1.2387640907330497,0.8212755499223526,MB,16
M,B,-0.862239509251247,-0.8122793303437724,MB,17
M,B,-0.6681700377348939,-0.4709603025194624,MB,18
M,B,0.7356683090098686,0.512784060596398,MB,19
M,W,-0.05785244116176066,0.06778561980329176,MW,20
M,W,0.3863922001617107,0.4566637057082493,MW,21
M,W,0.06643690621343223,0.09574991688880688,MW,22
F,B,-1.1756385148007353,-1.1377913208897723,FB,23
F,B,-1.7471601675991257,-1.4994641683113488,FB,24
F,W,-0.5883211034570408,-0.7529455428967591,FW,25
M,B,-0.45400875603568747,-0.5639368242140449,MB,26
F,W,0.19998566371503967,-0.04402561360810217,FW,27
F,W,-1.7301779680876295,-1.6398700300759552,FW,28
M,W,-0.14580299029985846,-0.18941329637213303,MW,29
F,W,0.2845271948440202,0.0698091252755387,FW,30
M,W,-0.17623851533603183,-0.15015710347412858,MW,31
M,W,-0.46154475494551084,-0.36885608797340236,MW,32
F,B,0.34014611506768033,-0.1511250526649368,FB,33
F,W,-0.2227018542731869,-0.3247985222801683,FW,34
M,W,-0.905032987688826,-0.6961738957963483,MW,35
M,B,0.33023473689394445,0.2296807478700737,MB,36
M,B,0.09114273051688557,0.012792691710153035,MB,37
M,B,0.1559488092624706,0.08598382376052169,MB,38
F,B,-2.1194147989806864,-1.5867745138934695,FB,39
M,B,-2.0469677224946583,-1.816041304839374,MB,40
M,B,1.1574659840737813,0.8191313245013994,MB,41
M,B,0.46853625142515304,0.2852065610599051,MB,42
M,W,-1.2284854708341821,-0.788601760936409,MW,43
F,W,1.875040879121575,1.3673357723615336,FW,44
F,W,-1.1839775807080626,-1.2861132065763363,FW,45
M,W,1.7917996933698812,1.4464214217770857,MW,46
F,W,-0.0966275251318538,-0.04705259222562801,FW,47
F,W,-0.2161760866978818,-0.31155045620034305,FW,48
M,W,-0.15669125253998992,-0.10274051016695854,MW,49
F,B,-1.4030044769838956,-1.3543863484872185,FB,50
F,W,-0.5292756426018711,-0.6173392082563534,FW,51
M,W,0.22451141836280744,0.1688461835360414,MW,52
M,W,-0.3611490885321335,-0.12949894542383722,MW,53
F,W,-1.2023729109185746,-1.0594944425871835,FW,54
F,B,-0.8426078111016029,-0.8703908923272311,FB,55
M,B,-0.40076825910781977,-0.24229837533321896,MB,56
M,B,-0.03791877938179517,0.026642049172210677,MB,57
M,W,0.6652255783824746,0.5320250634024342,MW,58
M,B,1.2677481683984346,0.8353917014495806,MB,59
F,W,-0.8805918980937066,-0.8498787438548299,FW,60
M,W,-0.2951978334705747,-0.16405038498209873,MW,61
M,B,-0.6900829540642001,-0.6200634514655448,MB,62
M,B,-0.1676413837663479,-0.26870011413810346,MB,63
M,W,-0.9586062278418198,-0.8951699215809099,MW,64
M,W,1.1732263070277003,0.8633131274734531,MW,65
M,W,1.1570224968641836,0.8393340173361399,MW,66
M,B,0.3624653238315047,0.29399219426326,MB,67
M,B,0.2285868319329971,0.1988932698692266,MB,68
M,B,0.20874200353292993,-0.01035097452747441,MB,69
F,W,1.0680669747480582,0.7598905933529724,FW,70
